source_path,snapshot_path,kind,exists,size_bytes,modified_time,sha256
scripts/v18/v18_37A_lean_inspired_strategy_motif_lab.py,scripts/v18/v18_37A_lean_inspired_strategy_motif_lab.py,critical,TRUE,34060,2026-05-25T18:03:39,be463981587756bd062211bf1c40f28dce55785c4b5070dea2b42bf759a527cf
scripts/v18/run_v18_37A_lean_inspired_strategy_motif_lab.ps1,scripts/v18/run_v18_37A_lean_inspired_strategy_motif_lab.ps1,critical,TRUE,1458,2026-05-25T17:58:23,e6de9f70876c9d9d8da6a28cd4f0b1365bc513509299dd2726174546e8ef6c83
scripts/v18/v18_37B_shadow_portfolio_construction_comparison.py,scripts/v18/v18_37B_shadow_portfolio_construction_comparison.py,critical,TRUE,28740,2026-05-25T18:21:21,739bd4d12fc45de522b85ac8b727ec975888143a7b66cdda8fcb523946a49cb6
scripts/v18/run_v18_37B_shadow_portfolio_construction_comparison.ps1,scripts/v18/run_v18_37B_shadow_portfolio_construction_comparison.ps1,critical,TRUE,1498,2026-05-25T18:13:30,06e299edec12f010db7fc338ee1e56965a902e0363012b90c020e068e074ff26
scripts/v18/v18_37C_shadow_portfolio_daily_snapshot_forward_bridge.py,scripts/v18/v18_37C_shadow_portfolio_daily_snapshot_forward_bridge.py,critical,TRUE,23105,2026-05-25T18:26:52,1b65d164fce02d36233aee16c5995f199d5ea45576f01e22fd3d4293dd3fac0b
scripts/v18/run_v18_37C_shadow_portfolio_daily_snapshot_forward_bridge.ps1,scripts/v18/run_v18_37C_shadow_portfolio_daily_snapshot_forward_bridge.ps1,critical,TRUE,1793,2026-05-25T18:26:52,0f4d768500214ef0e04e147058e8a350e29458049bc66bb3394b2de793cfef91
scripts/v18/run_v18_current_daily_command_center.ps1,scripts/v18/run_v18_current_daily_command_center.ps1,critical,TRUE,20479,2026-05-25T18:27:11,add2b67eb5424d1b6e80c5e9b4436a06b6abb7ff21c10393484cf5cf7358ef52
outputs/v18/ops/V18_37A_LEAN_INSPIRED_STRATEGY_MOTIF_SUMMARY.csv,outputs/v18/ops/V18_37A_LEAN_INSPIRED_STRATEGY_MOTIF_SUMMARY.csv,critical,TRUE,1737,2026-05-25T18:28:59,0207c0141ce0cb2280ccf4d2121c6f11440578cc926ae10468336f29027aa61a
outputs/v18/ops/V18_37A_STRATEGY_MOTIF_REGISTRY.csv,outputs/v18/ops/V18_37A_STRATEGY_MOTIF_REGISTRY.csv,critical,TRUE,6579,2026-05-25T18:28:59,e757478b99d6b5652fbe46ff290d441fd487addb09ab653996b587869576483e
outputs/v18/ops/V18_37A_STRATEGY_MOTIF_TO_FACTOR_MAP.csv,outputs/v18/ops/V18_37A_STRATEGY_MOTIF_TO_FACTOR_MAP.csv,critical,TRUE,11871,2026-05-25T18:28:59,c68a9601475652efdc6e22858ad169da118b12784ae9c5f9bdafab4f2314edbe
