ticker,manual_fetch_status,manual_latest_price_date,manual_latest_close,row_count,error
KEYS,OK,2026-05-29,338.3299865722656,30,
VRT,OK,2026-05-29,315.7099914550781,30,
ICHR,OK,2026-05-29,71.5199966430664,30,
NVDA,OK,2026-05-29,211.13999938964844,30,
D,OK,2026-05-29,66.94000244140625,30,
AMKR,OK,2026-05-29,69.55999755859375,30,
GOOGL,OK,2026-05-29,380.3399963378906,30,
FIX,OK,2026-05-29,1828.2099609375,30,
MCHP,OK,2026-05-29,94.6500015258789,30,
LITE,OK,2026-05-29,854.9600219726562,30,
VIAV,OK,2026-05-29,48.560001373291016,30,
CARR,OK,2026-05-29,63.869998931884766,30,
ENTG,OK,2026-05-29,138.7899932861328,30,
SITM,OK,2026-05-29,710.2000122070312,30,
CRWV,OK,2026-05-29,109.52999877929688,30,
ETR,OK,2026-05-29,109.05000305175781,30,
TSEM,OK,2026-05-29,255.22999572753906,30,
COHU,OK,2026-05-29,52.75,30,
HUT,OK,2026-05-29,124.83000183105469,30,
GEV,OK,2026-05-29,968.3200073242188,30,
STM,OK,2026-05-29,69.30999755859375,30,
FN,OK,2026-05-29,654.1599731445312,30,
ETN,OK,2026-05-29,400.6000061035156,30,
HUBB,OK,2026-05-29,473.6099853515625,30,
ALM,OK,2026-05-29,19.65999984741211,30,
POWL,OK,2026-05-29,284.4200134277344,30,
COHR,OK,2026-05-29,361.4700012207031,30,
BW,OK,2026-05-29,18.450000762939453,30,
AVGO,OK,2026-05-29,446.7699890136719,30,
ACM,OK,2026-05-29,69.37000274658203,30,
CAMT,OK,2026-05-29,171.66000366210938,30,
FORM,OK,2026-05-29,124.58999633789062,30,
PLUG,OK,2026-05-29,3.950000047683716,30,
GLW,OK,2026-05-29,181.16000366210938,30,
AGX,OK,2026-05-29,667.02001953125,30,
MTZ,OK,2026-05-29,378.3699951171875,30,
AMZN,OK,2026-05-29,270.6400146484375,30,
PWR,OK,2026-05-29,711.72998046875,30,
WOLF,OK,2026-05-29,59.279998779296875,30,
TTMI,OK,2026-05-29,173.72000122070312,30,
CSCO,OK,2026-05-29,120.41999816894531,30,
MSFT,OK,2026-05-29,450.239990234375,30,
BE,OK,2026-05-29,285.0,30,
ANET,OK,2026-05-29,159.47000122070312,30,
TWLO,OK,2026-05-29,190.63999938964844,30,
MTSI,OK,2026-05-29,364.6400146484375,30,
MOH,OK,2026-05-29,173.60000610351562,30,
HTZ,OK,2026-05-29,5.400000095367432,30,
PUMP,OK,2026-05-29,15.260000228881836,30,
OLPX,OK,2026-05-29,2.0399999618530273,30,
ECL,OK,2026-05-29,256.0,30,
LBRT,OK,2026-05-29,29.260000228881836,30,
APLD,OK,2026-05-29,47.279998779296875,30,
BITF,OK,2026-05-29,5.679999828338623,30,
EWY,OK,2026-05-29,205.8300018310547,30,
INTC,OK,2026-05-29,114.68000030517578,30,
CRM,OK,2026-05-29,191.10000610351562,30,
AEVA,OK,2026-05-29,28.18000030517578,30,
U,OK,2026-05-29,30.469999313354492,30,
ASML,OK,2026-05-29,1612.760009765625,30,
SMTC,OK,2026-05-29,152.5399932861328,30,
LYB,OK,2026-05-29,66.6500015258789,30,
TSM,OK,2026-05-29,418.45001220703125,30,
SEI,OK,2026-05-29,69.54000091552734,30,
CLH,OK,2026-05-29,281.0299987792969,30,
SATS,OK,2026-05-29,129.19000244140625,30,
CLS,OK,2026-05-29,385.3900146484375,30,
HUM,OK,2026-05-29,305.4200134277344,30,
RVMD,OK,2026-05-29,157.47999572753906,30,
XYZ,OK,2026-05-29,75.72000122070312,30,
VST,OK,2026-05-29,160.22999572753906,30,
WYFI,OK,2026-05-29,29.739999771118164,30,
WULF,OK,2026-05-29,25.559999465942383,30,
NVT,OK,2026-05-29,166.99000549316406,30,
MOD,OK,2026-05-29,278.9100036621094,30,
QSR,OK,2026-05-29,74.69999694824219,30,
AEIS,OK,2026-05-29,302.17999267578125,30,
XENE,OK,2026-05-29,54.72999954223633,30,
APH,OK,2026-05-29,148.75999450683594,30,
TWST,OK,2026-05-29,66.87000274658203,30,
GSG,OK,2026-05-29,31.799999237060547,30,
EQIX,OK,2026-05-29,1068.0400390625,30,
SOXX,OK,2026-05-29,569.0800170898438,30,
RIOT,OK,2026-05-29,27.110000610351562,30,
ROKU,OK,2026-05-29,130.17999267578125,30,
UNH,OK,2026-05-29,380.30999755859375,30,
CRCL,OK,2026-05-29,113.0,30,
NI,OK,2026-05-29,46.220001220703125,30,
NFLX,OK,2026-05-29,86.0199966430664,30,
PANW,OK,2026-05-29,281.69000244140625,30,
VIST,OK,2026-05-29,74.19999694824219,30,
JCI,OK,2026-05-29,134.05999755859375,30,
IGV,OK,2026-05-29,101.66000366210938,30,
DBVT,OK,2026-05-29,19.100000381469727,30,
LSCC,OK,2026-05-29,147.0800018310547,30,
XPO,OK,2026-05-29,214.25,30,
BLSH,OK,2026-05-29,34.90999984741211,30,
WLK,OK,2026-05-29,86.83000183105469,30,
AA,OK,2026-05-29,77.63999938964844,30,
SOLS,OK,2026-05-29,84.2300033569336,30,
NTAP,OK,2026-05-29,174.2899932861328,30,
EWZ,OK,2026-05-29,35.90999984741211,30,
IBIT,OK,2026-05-29,41.630001068115234,30,
APG,OK,2026-05-29,41.0,30,
GOOG,OK,2026-05-29,376.42999267578125,30,
PTON,OK,2026-05-29,6.400000095367432,30,
PCT,OK,2026-05-29,12.390000343322754,30,
IRDM,OK,2026-05-29,51.779998779296875,30,
UPST,OK,2026-05-29,33.790000915527344,30,
BALL,OK,2026-05-29,54.66999816894531,30,
CVNA,OK,2026-05-29,73.0,30,
OC,OK,2026-05-29,125.81999969482422,30,
BYND,OK,2026-05-29,0.7889999747276306,30,
KKR,OK,2026-05-29,95.94000244140625,30,
RNG,OK,2026-05-29,43.310001373291016,30,
BKNG,OK,2026-05-29,167.42999267578125,30,
JD,OK,2026-05-29,28.829999923706055,30,
PTGX,OK,2026-05-29,99.55999755859375,30,
CDNS,OK,2026-05-29,374.92999267578125,30,
USFD,OK,2026-05-29,81.8499984741211,30,
SFIX,OK,2026-05-29,3.559999942779541,30,
WAB,OK,2026-05-29,261.1600036621094,30,
TXN,OK,2026-05-29,305.67999267578125,30,
AFRM,OK,2026-05-29,73.6500015258789,30,
LYFT,OK,2026-05-29,14.109999656677246,30,
CNM,OK,2026-05-29,49.45000076293945,30,
CRS,OK,2026-05-29,468.9800109863281,30,
BIDU,OK,2026-05-29,135.30999755859375,30,
LPLA,OK,2026-05-29,273.7699890136719,30,
BLTE,OK,2026-05-29,144.17999267578125,30,
SNPS,OK,2026-05-29,475.6199951171875,30,
VMC,OK,2026-05-29,282.9200134277344,30,
PYPL,OK,2026-05-29,44.75,30,
SHW,OK,2026-05-29,303.8399963378906,30,
CIEN,OK,2026-05-29,580.22998046875,30,
RDDT,OK,2026-05-29,176.0,30,
HIVE,OK,2026-05-29,4.519999980926514,30,
CLSK,OK,2026-05-29,18.290000915527344,30,
TEVA,OK,2026-05-29,35.31999969482422,30,
SFM,OK,2026-05-29,82.62000274658203,30,
WWD,OK,2026-05-29,350.0299987792969,30,
CRH,OK,2026-05-29,108.79000091552734,30,
UBER,OK,2026-05-29,70.4000015258789,30,
PINS,OK,2026-05-29,20.049999237060547,30,
EEM,OK,2026-05-29,68.5999984741211,30,
FIGR,OK,2026-05-29,35.349998474121094,30,
JBS,OK,2026-05-29,12.470000267028809,30,
VEEV,OK,2026-05-29,174.33999633789062,30,
FLS,OK,2026-05-29,75.51000213623047,30,
ET,OK,2026-05-29,19.170000076293945,30,
NOW,OK,2026-05-29,124.37000274658203,30,
BAC,OK,2026-05-29,51.599998474121094,30,
COGT,OK,2026-05-29,34.959999084472656,30,
MCK,OK,2026-05-29,742.4400024414062,30,
APO,OK,2026-05-29,128.7100067138672,30,
MRVL,OK,2026-05-29,205.0,30,
IWM,OK,2026-05-29,290.42999267578125,30,
LHX,OK,2026-05-29,315.17999267578125,30,
TSLA,OK,2026-05-29,435.7900085449219,30,
LIN,OK,2026-05-29,497.69000244140625,30,
GRAB,OK,2026-05-29,3.5399999618530273,30,
PCOR,OK,2026-05-29,49.4900016784668,30,
KVYO,OK,2026-05-29,15.84000015258789,30,
QS,OK,2026-05-29,8.979999542236328,30,
CHPT,OK,2026-05-29,7.590000152587891,30,
MPWR,OK,2026-05-29,1566.2099609375,30,
CHYM,OK,2026-05-29,18.600000381469727,30,
NU,OK,2026-05-29,13.130000114440918,30,
PI,OK,2026-05-29,151.0,30,
GNRC,OK,2026-05-29,277.9100036621094,30,
CPNG,OK,2026-05-29,16.600000381469727,30,
NRG,OK,2026-05-29,134.0800018310547,30,
ABR,OK,2026-05-29,5.75,30,
NVAX,OK,2026-05-29,10.970000267028809,30,
CAI,OK,2026-05-29,16.719999313354492,30,
CART,OK,2026-05-29,39.79999923706055,30,
TTD,OK,2026-05-29,21.559999465942383,30,
KLIC,OK,2026-05-29,101.88999938964844,30,
NET,OK,2026-05-29,241.82000732421875,30,
FWONK,OK,2026-05-29,90.79000091552734,30,
YPF,OK,2026-05-29,53.0099983215332,30,
