ticker,manual_fetch_status,manual_latest_price_date,manual_latest_close,row_count,error
KEYS,OK,2026-05-28,339.1300048828125,30,
VRT,OK,2026-05-28,314.17999267578125,30,
ICHR,OK,2026-05-28,70.1500015258789,30,
NVDA,OK,2026-05-28,214.25,30,
D,OK,2026-05-28,67.37999725341797,30,
AMKR,OK,2026-05-28,70.58000183105469,30,
GOOGL,OK,2026-05-28,390.1300048828125,30,
FIX,OK,2026-05-28,1855.1500244140625,30,
MCHP,OK,2026-05-28,96.04000091552734,30,
LITE,OK,2026-05-28,860.6199951171875,30,
VIAV,OK,2026-05-28,48.4900016784668,30,
CARR,OK,2026-05-28,63.810001373291016,30,
ENTG,OK,2026-05-28,138.44000244140625,30,
SITM,OK,2026-05-28,729.510009765625,30,
CRWV,OK,2026-05-28,106.86000061035156,30,
ETR,OK,2026-05-28,109.62000274658203,30,
TSEM,OK,2026-05-28,275.5,30,
COHU,OK,2026-05-28,54.04999923706055,30,
HUT,OK,2026-05-28,124.23999786376953,30,
GEV,OK,2026-05-28,996.0,30,
STM,OK,2026-05-28,69.44999694824219,30,
FN,OK,2026-05-28,667.9500122070312,30,
ETN,OK,2026-05-28,401.94000244140625,30,
HUBB,OK,2026-05-28,473.92999267578125,30,
ALM,OK,2026-05-28,20.700000762939453,30,
POWL,OK,2026-05-28,288.8999938964844,30,
COHR,OK,2026-05-28,376.95001220703125,30,
BW,OK,2026-05-28,19.18000030517578,30,
AVGO,OK,2026-05-28,426.5799865722656,30,
ACM,OK,2026-05-28,70.87000274658203,30,
CAMT,OK,2026-05-28,174.77999877929688,30,
FORM,OK,2026-05-28,130.22000122070312,30,
PLUG,OK,2026-05-28,4.119999885559082,30,
GLW,OK,2026-05-28,182.97000122070312,30,
AGX,OK,2026-05-28,677.4500122070312,30,
MTZ,OK,2026-05-28,383.3299865722656,30,
AMZN,OK,2026-05-28,274.0,30,
PWR,OK,2026-05-28,730.0999755859375,30,
WOLF,OK,2026-05-28,65.05000305175781,30,
TTMI,OK,2026-05-28,187.7899932861328,30,
CSCO,OK,2026-05-28,118.63999938964844,30,
MSFT,OK,2026-05-28,426.989990234375,30,
BE,OK,2026-05-28,290.010009765625,30,
ANET,OK,2026-05-28,155.27000427246094,30,
TWLO,OK,2026-05-28,184.60000610351562,30,
MTSI,OK,2026-05-28,391.0899963378906,30,
MOH,OK,2026-05-28,178.02000427246094,30,
HTZ,OK,2026-05-28,5.489999771118164,30,
PUMP,OK,2026-05-28,15.15999984741211,30,
OLPX,OK,2026-05-28,2.049999952316284,30,
ECL,OK,2026-05-28,260.25,30,
LBRT,OK,2026-05-28,29.059999465942383,30,
APLD,OK,2026-05-28,49.650001525878906,30,
BITF,OK,2026-05-28,5.614999771118164,30,
EWY,OK,2026-05-28,206.41000366210938,30,
INTC,OK,2026-05-28,120.88999938964844,30,
CRM,OK,2026-05-28,176.1699981689453,30,
AEVA,OK,2026-05-28,25.84000015258789,30,
U,OK,2026-05-28,29.940000534057617,30,
ASML,OK,2026-05-28,1605.77001953125,30,
SMTC,OK,2026-05-28,166.3300018310547,30,
LYB,OK,2026-05-28,68.3499984741211,30,
TSM,OK,2026-05-28,424.8599853515625,30,
SEI,OK,2026-05-28,68.68000030517578,30,
CLH,OK,2026-05-28,280.7099914550781,30,
SATS,OK,2026-05-28,131.07000732421875,30,
CLS,OK,2026-05-28,351.0199890136719,30,
HUM,OK,2026-05-28,308.70001220703125,30,
RVMD,OK,2026-05-28,154.6300048828125,30,
XYZ,OK,2026-05-28,74.3499984741211,30,
VST,OK,2026-05-28,160.27999877929688,30,
WYFI,OK,2026-05-28,32.18000030517578,30,
WULF,OK,2026-05-28,26.399999618530273,30,
NVT,OK,2026-05-28,164.8699951171875,30,
MOD,OK,2026-05-28,270.70001220703125,30,
QSR,OK,2026-05-28,74.30999755859375,30,
AEIS,OK,2026-05-28,317.0799865722656,30,
XENE,OK,2026-05-28,54.790000915527344,30,
APH,OK,2026-05-28,147.67999267578125,30,
TWST,OK,2026-05-28,69.02999877929688,30,
GSG,OK,2026-05-28,32.11000061035156,30,
EQIX,OK,2026-05-28,1069.43994140625,30,
SOXX,OK,2026-05-28,569.469970703125,30,
RIOT,OK,2026-05-28,27.739999771118164,30,
ROKU,OK,2026-05-28,131.08999633789062,30,
UNH,OK,2026-05-28,382.5299987792969,30,
CRCL,OK,2026-05-28,108.23999786376953,30,
NI,OK,2026-05-28,46.77000045776367,30,
NFLX,OK,2026-05-28,86.36000061035156,30,
PANW,OK,2026-05-28,257.7699890136719,30,
VIST,OK,2026-05-28,73.12000274658203,30,
JCI,OK,2026-05-28,136.14999389648438,30,
IGV,OK,2026-05-28,95.68000030517578,30,
DBVT,OK,2026-05-28,18.989999771118164,30,
LSCC,OK,2026-05-28,147.30999755859375,30,
XPO,OK,2026-05-28,214.02999877929688,30,
BLSH,OK,2026-05-28,35.81999969482422,30,
WLK,OK,2026-05-28,87.66999816894531,30,
AA,OK,2026-05-28,75.58000183105469,30,
SOLS,OK,2026-05-28,84.56999969482422,30,
NTAP,OK,2026-05-28,142.39999389648438,30,
EWZ,OK,2026-05-28,36.11000061035156,30,
IBIT,OK,2026-05-28,41.560001373291016,30,
APG,OK,2026-05-28,41.58000183105469,30,
GOOG,OK,2026-05-28,386.1199951171875,30,
PTON,OK,2026-05-28,6.039999961853027,30,
PCT,OK,2026-05-28,12.869999885559082,30,
IRDM,OK,2026-05-28,51.2599983215332,30,
UPST,OK,2026-05-28,32.689998626708984,30,
BALL,OK,2026-05-28,56.2400016784668,30,
