run_date,status,v18_49d_status,v18_49a_status,v18_49b_status,v18_49c_status,real_trade_upload_checked,real_position_book_found,real_position_book_written_to_state,write_real_position_book_requested,source_policy_id,source_policy_confidence,simulation_decision,paper_buy_candidate_count,paper_add_candidate_count,paper_reduce_candidate_count,paper_exit_candidate_count,real_advice_available,real_advice_unavailable_reason,official_ranking_changed,factor_weights_changed,real_trade_execution_allowed,broker_api_used,order_execution_used
2026-05-31T03:05:46+09:00,PASS,WARN_V18_49D_NO_USER_UPLOADS_FOUND,WARN_V18_49A_R1_LIMITED_POINT_IN_TIME_EVIDENCE,WARN_V18_49B_SOURCE_BACKTEST_LOW_EVIDENCE,WARN_V18_49C_SOURCE_POLICY_LOW_CONFIDENCE,TRUE,FALSE,FALSE,FALSE,BASELINE_TOP20,LOW,SIM_BALANCED,3,0,0,0,FALSE,REAL_POSITION_BOOK_MISSING,FALSE,FALSE,FALSE,FALSE,FALSE
