batch_id,ticker,priority_rank,reason,source_from_r22b,missing_cache_status,never_success_status,current_ledger_status,proposed_backfill_mode,proposed_provider,expected_output_dir,integration_allowed_now,quality_gate_required,official_price_cache_integration_allowed_now,notes
V18_25A_R23_MISSING_CACHE_BATCH_20260522,AMC,1,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,APLD,2,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,BLSH,3,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,BW,4,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,BYND,5,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,CAI,6,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,CDTX,7,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,CFLT,8,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,CHYM,9,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,COG,10,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,COGT,11,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,CRCL,12,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,CVNA,13,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,DBVT,14,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,FCNCA,15,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
V18_25A_R23_MISSING_CACHE_BATCH_20260522,FIGR,16,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",V18_25A_R22B_CURRENT_LOCAL_REFRESH_VALIDATION,MISSING_LOCAL_PRICE_CACHE,TRUE,SKIPPED_NO_LOCAL_DATA,CONTROLLED_STAGED_BACKFILL_REQUIRED,yfinance,data/v18/staged_backfill/V18_25A_R23B,FALSE,TRUE,FALSE,Provider label only; R23 performs no external fetch.
