ticker,priority_rank,classification,include_reason,r22b_validation_result,r22b_error_message,local_price_path,local_price_available,never_success,continuation_eligible,ledger_row_found,current_ledger_status
AMC,1,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/AMC.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
APLD,2,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/APLD.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
BLSH,3,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/BLSH.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
BW,4,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/BW.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
BYND,5,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/BYND.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
CAI,6,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/CAI.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
CDTX,7,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/CDTX.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
CFLT,8,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/CFLT.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
CHYM,9,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/CHYM.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
COG,10,APPROVED_FOR_NEXT_STAGED_BACKFILL,"R22B local validation failed due to missing local price cache; ticker is valid, in ledger, never-success, and continuation eligible.",FAIL,Local price cache file missing.,D:/us-tech-quant/state/v18/price_cache/COG.csv,False,True,True,True,SKIPPED_NO_LOCAL_DATA
