file_type,ticker,relative_path,exists,row_count,min_date,max_date,notes
PER_TICKER_STAGED_HISTORY,HOOD,data/v18/staged_backfill/V18_23C_BATCH1/HOOD.csv,TRUE,1208,2021-07-29,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,HTZ,data/v18/staged_backfill/V18_23C_BATCH1/HTZ.csv,TRUE,1227,2021-07-01,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,HUBS,data/v18/staged_backfill/V18_23C_BATCH1/HUBS.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,HUM,data/v18/staged_backfill/V18_23C_BATCH1/HUM.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,HUT,data/v18/staged_backfill/V18_23C_BATCH1/HUT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,IBIT,data/v18/staged_backfill/V18_23C_BATCH1/IBIT.csv,TRUE,591,2024-01-11,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,INFY,data/v18/staged_backfill/V18_23C_BATCH1/INFY.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,INSM,data/v18/staged_backfill/V18_23C_BATCH1/INSM.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,ISRG,data/v18/staged_backfill/V18_23C_BATCH1/ISRG.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,IWM,data/v18/staged_backfill/V18_23C_BATCH1/IWM.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,JBS,data/v18/staged_backfill/V18_23C_BATCH1/JBS.csv,TRUE,235,2025-06-13,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,JCI,data/v18/staged_backfill/V18_23C_BATCH1/JCI.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,JD,data/v18/staged_backfill/V18_23C_BATCH1/JD.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,JFROG,data/v18/staged_backfill/V18_23C_BATCH1/JFROG.csv,FALSE,0,,,EMPTY
PER_TICKER_STAGED_HISTORY,JHX,data/v18/staged_backfill/V18_23C_BATCH1/JHX.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,KKR,data/v18/staged_backfill/V18_23C_BATCH1/KKR.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,KLAR,data/v18/staged_backfill/V18_23C_BATCH1/KLAR.csv,TRUE,174,2025-09-11,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,KNX,data/v18/staged_backfill/V18_23C_BATCH1/KNX.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,KRC,data/v18/staged_backfill/V18_23C_BATCH1/KRC.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,KVYO,data/v18/staged_backfill/V18_23C_BATCH1/KVYO.csv,TRUE,669,2023-09-20,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,KWEB,data/v18/staged_backfill/V18_23C_BATCH1/KWEB.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,LBRT,data/v18/staged_backfill/V18_23C_BATCH1/LBRT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,LCID,data/v18/staged_backfill/V18_23C_BATCH1/LCID.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,LHX,data/v18/staged_backfill/V18_23C_BATCH1/LHX.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,LIN,data/v18/staged_backfill/V18_23C_BATCH1/LIN.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
COMBINED_STAGED_HISTORY,ALL,data/v18/staged_backfill/V18_23C_BATCH1/V18_23C_BATCH1_STAGED_PRICE_HISTORY.csv,TRUE,72335,,,Combined staged ticker history.
