file_type,ticker,relative_path,exists,row_count,min_date,max_date,notes
PER_TICKER_STAGED_HISTORY,CNM,data/v18/staged_backfill/V18_23C_BATCH1/CNM.csv,TRUE,1213,2021-07-22,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,COF,data/v18/staged_backfill/V18_23C_BATCH1/COF.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,COG,data/v18/staged_backfill/V18_23C_BATCH1/COG.csv,FALSE,0,,,EMPTY
PER_TICKER_STAGED_HISTORY,COGT,data/v18/staged_backfill/V18_23C_BATCH1/COGT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CPAY,data/v18/staged_backfill/V18_23C_BATCH1/CPAY.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CPNG,data/v18/staged_backfill/V18_23C_BATCH1/CPNG.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CRCL,data/v18/staged_backfill/V18_23C_BATCH1/CRCL.csv,TRUE,241,2025-06-05,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CRH,data/v18/staged_backfill/V18_23C_BATCH1/CRH.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CRS,data/v18/staged_backfill/V18_23C_BATCH1/CRS.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CSGP,data/v18/staged_backfill/V18_23C_BATCH1/CSGP.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,CVNA,data/v18/staged_backfill/V18_23C_BATCH1/CVNA.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DAKT,data/v18/staged_backfill/V18_23C_BATCH1/DAKT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DAL,data/v18/staged_backfill/V18_23C_BATCH1/DAL.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DASH,data/v18/staged_backfill/V18_23C_BATCH1/DASH.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DB,data/v18/staged_backfill/V18_23C_BATCH1/DB.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DBVT,data/v18/staged_backfill/V18_23C_BATCH1/DBVT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DIS,data/v18/staged_backfill/V18_23C_BATCH1/DIS.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DOCU,data/v18/staged_backfill/V18_23C_BATCH1/DOCU.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,DUOL,data/v18/staged_backfill/V18_23C_BATCH1/DUOL.csv,TRUE,1209,2021-07-28,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,EEM,data/v18/staged_backfill/V18_23C_BATCH1/EEM.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,ENPH,data/v18/staged_backfill/V18_23C_BATCH1/ENPH.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,EQIX,data/v18/staged_backfill/V18_23C_BATCH1/EQIX.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,EQT,data/v18/staged_backfill/V18_23C_BATCH1/EQT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,ET,data/v18/staged_backfill/V18_23C_BATCH1/ET.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,EWY,data/v18/staged_backfill/V18_23C_BATCH1/EWY.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,EWZ,data/v18/staged_backfill/V18_23C_BATCH1/EWZ.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,FCNCA,data/v18/staged_backfill/V18_23C_BATCH1/FCNCA.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,FIGR,data/v18/staged_backfill/V18_23C_BATCH1/FIGR.csv,TRUE,174,2025-09-11,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,FLS,data/v18/staged_backfill/V18_23C_BATCH1/FLS.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,FLUT,data/v18/staged_backfill/V18_23C_BATCH1/FLUT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,FWONK,data/v18/staged_backfill/V18_23C_BATCH1/FWONK.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GEHC,data/v18/staged_backfill/V18_23C_BATCH1/GEHC.csv,TRUE,859,2022-12-15,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GEMI,data/v18/staged_backfill/V18_23C_BATCH1/GEMI.csv,TRUE,173,2025-09-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GOOG,data/v18/staged_backfill/V18_23C_BATCH1/GOOG.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GRAB,data/v18/staged_backfill/V18_23C_BATCH1/GRAB.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GS,data/v18/staged_backfill/V18_23C_BATCH1/GS.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GSG,data/v18/staged_backfill/V18_23C_BATCH1/GSG.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,GT,data/v18/staged_backfill/V18_23C_BATCH1/GT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,HIVE,data/v18/staged_backfill/V18_23C_BATCH1/HIVE.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
PER_TICKER_STAGED_HISTORY,HLT,data/v18/staged_backfill/V18_23C_BATCH1/HLT.csv,TRUE,1262,2021-05-12,2026-05-20,SUCCESS
