batch_id,ticker,fetch_attempted,fetch_status,failure_reason,requested_start_date,requested_end_date,actual_min_date,actual_max_date,row_count,schema_valid,staged_file_path
V18_23C_BATCH1,CNM,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-07-22,2026-05-20,1213,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CNM.csv
V18_23C_BATCH1,COF,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\COF.csv
V18_23C_BATCH1,COG,TRUE,EMPTY,EMPTY_DATA,2021-05-12,2026-05-21,,,0,FALSE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\COG.csv
V18_23C_BATCH1,COGT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\COGT.csv
V18_23C_BATCH1,CPAY,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CPAY.csv
V18_23C_BATCH1,CPNG,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CPNG.csv
V18_23C_BATCH1,CRCL,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-06-05,2026-05-20,241,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CRCL.csv
V18_23C_BATCH1,CRH,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CRH.csv
V18_23C_BATCH1,CRS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CRS.csv
V18_23C_BATCH1,CSGP,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CSGP.csv
