batch_id,ticker,fetch_attempted,fetch_status,failure_reason,requested_start_date,requested_end_date,actual_min_date,actual_max_date,row_count,schema_valid,staged_file_path
V18_23C_BATCH1,CVNA,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\CVNA.csv
V18_23C_BATCH1,DAKT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DAKT.csv
V18_23C_BATCH1,DAL,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DAL.csv
V18_23C_BATCH1,DASH,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DASH.csv
V18_23C_BATCH1,DB,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DB.csv
V18_23C_BATCH1,DBVT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DBVT.csv
V18_23C_BATCH1,DIS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DIS.csv
V18_23C_BATCH1,DOCU,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DOCU.csv
V18_23C_BATCH1,DUOL,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-07-28,2026-05-20,1209,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\DUOL.csv
V18_23C_BATCH1,EEM,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\EEM.csv
V18_23C_BATCH1,ENPH,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\ENPH.csv
V18_23C_BATCH1,EQIX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\EQIX.csv
V18_23C_BATCH1,EQT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\EQT.csv
V18_23C_BATCH1,ET,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\ET.csv
V18_23C_BATCH1,EWY,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\EWY.csv
V18_23C_BATCH1,EWZ,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\EWZ.csv
V18_23C_BATCH1,FCNCA,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\FCNCA.csv
V18_23C_BATCH1,FIGR,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-09-11,2026-05-20,174,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\FIGR.csv
V18_23C_BATCH1,FLS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\FLS.csv
V18_23C_BATCH1,FLUT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\FLUT.csv
V18_23C_BATCH1,FWONK,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\FWONK.csv
V18_23C_BATCH1,GEHC,TRUE,SUCCESS,,2021-05-12,2026-05-21,2022-12-15,2026-05-20,859,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GEHC.csv
V18_23C_BATCH1,GEMI,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-09-12,2026-05-20,173,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GEMI.csv
V18_23C_BATCH1,GOOG,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GOOG.csv
V18_23C_BATCH1,GRAB,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GRAB.csv
V18_23C_BATCH1,GS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GS.csv
V18_23C_BATCH1,GSG,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GSG.csv
V18_23C_BATCH1,GT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\GT.csv
V18_23C_BATCH1,HIVE,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HIVE.csv
V18_23C_BATCH1,HLT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HLT.csv
V18_23C_BATCH1,HOOD,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-07-29,2026-05-20,1208,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HOOD.csv
V18_23C_BATCH1,HTZ,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-07-01,2026-05-20,1227,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HTZ.csv
V18_23C_BATCH1,HUBS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HUBS.csv
V18_23C_BATCH1,HUM,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HUM.csv
V18_23C_BATCH1,HUT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\HUT.csv
V18_23C_BATCH1,IBIT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2024-01-11,2026-05-20,591,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\IBIT.csv
V18_23C_BATCH1,INFY,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\INFY.csv
V18_23C_BATCH1,INSM,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\INSM.csv
V18_23C_BATCH1,ISRG,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\ISRG.csv
V18_23C_BATCH1,IWM,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\IWM.csv
V18_23C_BATCH1,JBS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-06-13,2026-05-20,235,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\JBS.csv
V18_23C_BATCH1,JCI,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\JCI.csv
V18_23C_BATCH1,JD,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\JD.csv
V18_23C_BATCH1,JFROG,TRUE,EMPTY,EMPTY_DATA,2021-05-12,2026-05-21,,,0,FALSE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\JFROG.csv
V18_23C_BATCH1,JHX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\JHX.csv
V18_23C_BATCH1,KKR,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\KKR.csv
V18_23C_BATCH1,KLAR,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-09-11,2026-05-20,174,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\KLAR.csv
V18_23C_BATCH1,KNX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\KNX.csv
V18_23C_BATCH1,KRC,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\KRC.csv
V18_23C_BATCH1,KVYO,TRUE,SUCCESS,,2021-05-12,2026-05-21,2023-09-20,2026-05-20,669,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\KVYO.csv
V18_23C_BATCH1,KWEB,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\KWEB.csv
V18_23C_BATCH1,LBRT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\LBRT.csv
V18_23C_BATCH1,LCID,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\LCID.csv
V18_23C_BATCH1,LHX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\LHX.csv
V18_23C_BATCH1,LIN,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH1\LIN.csv
