ticker,rank,composite_candidate_score,primary_theme,recommendation_tier,manual_action,risk_bucket,technical_timing_status,technical_timing_score,overheat_flag,buy_now_status,buy_now_score,buy_gate_result,buy_block_reason,entry_condition,manual_operator_action,gate_recommendation_pass,gate_technical_pass,gate_overheat_pass,gate_risk_pass,gate_operator_pass,gate_data_quality_pass,gate_summary,source_recommendation_file,source_technical_file,generated_at,run_id
BAC,116,-7.552308,FINTECH,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,62.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
NI,117,-7.986154,DEFENSIVE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
LYFT,118,-9.893230,TRANSPORTATION,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,76.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
CEG,119,-10.646667,POWER_INFRASTRUCTURE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,DEFENSIVE_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_NEAR_LOWER;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_NEAR_LOWER;RSI_WEAK,68.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
MPLX,120,-11.152000,ENERGY,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
IGV,121,-12.571619,SOFTWARE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_NEAR_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_NEAR_UPPER;RSI_STRONG,40.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_UNFAVORABLE;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=UNFAVORABLE;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
ENTG,122,-12.608000,SEMICONDUCTOR_EQUIPMENT,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
XLK,123,-13.323429,SOFTWARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,54.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
BKNG,124,-13.400923,INTERNET_PLATFORM,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
CRM,125,-13.456762,SOFTWARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
PLTR,126,-14.980761,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
LPLA,127,-15.801231,FINTECH,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_NEAR_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_NEAR_LOWER;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
IYW,128,-15.858286,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
OC,129,-17.245846,INDUSTRIAL,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
TSM,130,-20.429334,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
AMAT,131,-20.705143,SEMICONDUCTOR_EQUIPMENT,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL,44.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=HIGH_RISK;overheat=TRUE;manual_only=TRUE,,,,
D,132,-23.014285,DEFENSIVE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG,49.0,TRUE,BLOCKED_BY_OPERATOR_STATE,25,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=TRUE;manual_only=TRUE,,,,
CARR,133,-23.093524,INDUSTRIAL,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
KEYS,134,-24.638857,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,62.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
AMZN,135,-24.999048,ECOMMERCE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
CMG,136,-25.000000,CONSUMER,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
LRCX,137,-25.763429,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
MA,138,-27.308308,FINTECH,DO_NOT_PRIORITIZE,LOW_PRIORITY,LOW_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=LOW_RISK;overheat=FALSE;manual_only=TRUE,,,,
MOD,139,-27.552762,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
BSX,140,-28.460923,HEALTHCARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
AAPL,141,-28.716000,CONSUMER,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;RSI_OVERHEAT;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_OVERHEAT;TECH_TIMING_NEUTRAL;RSI_OVERHEAT;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_OVERHEAT,30.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_UNFAVORABLE;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=UNFAVORABLE;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
KLAC,142,-28.887047,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SMH,143,-32.181714,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,54.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
MPWR,144,-32.312381,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_NEAR_LOWER;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_NEAR_LOWER;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
JBL,145,-34.027238,ELECTRONICS_SUPPLY_CHAIN,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
NTAP,146,-35.893333,DATA_INFRASTRUCTURE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;RSI_OVERHEAT;BB_NEAR_UPPER;RSI_OVERHEAT;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;RSI_OVERHEAT;BB_NEAR_UPPER;RSI_OVERHEAT,34.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_UNFAVORABLE;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=UNFAVORABLE;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
FIX,147,-36.046286,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
NFLX,148,-36.184923,INTERNET_PLATFORM,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
CAMT,149,-36.932190,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_BELOW_LOWER;RSI_WEAK,68.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
FLR,150,-38.515810,INDUSTRIAL,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
NVDA,151,-40.000762,AI_INFRASTRUCTURE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG,40.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=HIGH_RISK;overheat=TRUE;manual_only=TRUE,,,,
ANET,152,-41.638476,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
AVGO,153,-42.903429,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
NRG,154,-43.015077,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
AEIS,155,-43.063077,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,68.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
BN,156,-43.076308,FINTECH,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
