ticker,rank,composite_candidate_score,primary_theme,recommendation_tier,buy_now_status,buy_now_score,manual_operator_action,risk_bucket,technical_timing_status,overheat_flag,position_policy_status,position_policy_action,risk_budget_pct_of_account,stop_review_pct,take_profit_review_pct,suggested_initial_position_pct,suggested_max_position_pct,suggested_initial_notional_usd,suggested_max_notional_usd,max_loss_usd_at_stop,min_effective_trade_notional_usd,below_min_effective_trade_flag,concentration_caution,position_size_reason,sizing_formula,account_size_usd,cash_reserve_pct,max_active_positions,max_speculative_positions,source_buyability_file,generated_at,run_id
KLIC,165,-56.379238,SEMICONDUCTOR_EQUIPMENT,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AA,166,-56.540308,INDUSTRIAL,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
MCHP,167,-56.998857,SEMICONDUCTOR,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ADBE,168,-57.309538,SOFTWARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
BABA,169,-58.847693,ECOMMERCE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CRWV,170,-59.275429,AI_INFRASTRUCTURE,SPECULATIVE_SATELLITE,BLOCKED_BY_OPERATOR_STATE,25,BLOCKED,EXTREME_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.20,-10.00,15.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,EXTREME_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CLS,171,-59.277142,AI_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
COHU,172,-59.744572,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
GOOGL,173,-60.761714,INTERNET_PLATFORM,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;RSI_OVERHEAT;BB_UPPER_HALF;RSI_OVERHEAT;TECH_TIMING_NEUTRAL;RSI_OVERHEAT;BB_UPPER_HALF;RSI_OVERHEAT,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ORCL,174,-62.334286,SOFTWARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
SNOW,175,-62.880381,SOFTWARE,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CHRW,176,-64.183385,TRANSPORTATION,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
MELI,177,-64.813538,ECOMMERCE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AMKR,178,-65.267238,SEMICONDUCTOR,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_BELOW_LOWER;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_BELOW_LOWER;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NVT,179,-66.524762,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ICHR,180,-68.268000,SEMICONDUCTOR_EQUIPMENT,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_LOWER_HALF;RSI_NEUTRAL,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ADSK,181,-70.384000,SOFTWARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ADMA,182,-70.416615,HEALTHCARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
HPE,183,-70.607619,AI_INFRASTRUCTURE,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_NEAR_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_NEAR_UPPER;RSI_STRONG,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
PSTG,184,-70.714858,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
TQQQ,185,-71.858666,SOFTWARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,EXTREME_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,EXTREME_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ABR,186,-71.863077,OTHER,WATCHLIST_STRONG,BLOCKED_BY_OPERATOR_STATE,55,BLOCKED,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.35,-6.00,10.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CDNS,187,-72.692615,SOFTWARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CRDO,188,-73.561905,AI_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,EXTREME_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,EXTREME_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NOW,189,-74.501333,SOFTWARE,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NUVB,190,-74.524923,HEALTHCARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,EXTREME_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,EXTREME_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
VRT,191,-76.191619,AI_INFRASTRUCTURE,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
WDC,192,-77.763428,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
GLW,193,-79.427809,ELECTRONICS_SUPPLY_CHAIN,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AXON,194,-81.060000,SOFTWARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
POWL,195,-81.455239,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
LITE,196,-82.027619,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
GNRC,197,-84.046476,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
PWR,198,-85.761905,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
