run_id,status,signal_date,snapshot_date,same_day_policy,ledger_path,pre_ledger_rows,removed_same_day_rows,appended_rows,post_ledger_rows,duplicate_signal_date_ticker_count,account_trade_allowed_count,account_trade_small_only_count,cost_ok_count,blocked_by_min_notional_count,review_first_no_current_trade_count,watch_only_no_current_trade_count,wait_pullback_no_current_trade_count,backup_path,validation_fail_count,forbidden_modified,notes
V18_31E_20260524_182842,FAIL_V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_FAILED,2026-05-22,2026-05-24,REPLACE,D:\us-tech-quant\state\v18\trade_plan_snapshots\V18_DAILY_TRADE_PLAN_LEDGER.csv,252,252,252,252,0,0,0,0,0,0,0,0,D:\us-tech-quant\archive\v18\trade_plan_snapshot_backups\V18_31E_20260524_182842\V18_DAILY_TRADE_PLAN_LEDGER_PRE_REPLACE.csv,1,FALSE,WARN_TEMPLATE_OR_FORWARD_RETURN_NOT_READY
