experiment_id,dependency_name,dependency_path,exists,row_count,modified_time,dependency_status,notes
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,V18.37B shadow portfolio diagnostics,outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_DIAGNOSTICS.csv,TRUE,10,2026-05-26T17:12:10,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,V18.37C shadow snapshot summary,outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_SNAPSHOT_SUMMARY.csv,TRUE,1,2026-05-26T17:12:11,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,V18.37C shadow forward readiness,outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_FORWARD_READINESS.csv,TRUE,6,2026-05-26T17:12:11,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,current Full318 candidates,outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,TRUE,318,2026-05-25T18:48:08,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,current top candidates,outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,TRUE,20,2026-05-26T22:40:27,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,signal freeze ledger,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,TRUE,570,2026-05-25T13:48:02,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,paper trading ledger,state/v18/paper_trading/V18_PAPER_TRADING_LEDGER.csv,TRUE,488,2026-05-25T15:16:37,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,paper positions,state/v18/paper_trading/V18_PAPER_POSITIONS.csv,TRUE,488,2026-05-25T15:16:37,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,paper portfolio state,state/v18/paper_trading/V18_PAPER_PORTFOLIO_STATE.csv,TRUE,20,2026-05-25T15:16:37,OK_USABLE,usable dependency
PAPER_TOP20;PAPER_TOP50;PAPER_TOP100;PAPER_FULL318;SHADOW_PORTFOLIO_TOP20_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP50_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP100_EQUAL_WEIGHT;SHADOW_PORTFOLIO_FULL318_EQUAL_WEIGHT;SHADOW_PORTFOLIO_TOP20_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP50_SCORE_WEIGHTED;SHADOW_PORTFOLIO_TOP100_SCORE_WEIGHTED;SHADOW_PORTFOLIO_LOW_VOL_ADJUSTED_TOP50;SHADOW_PORTFOLIO_MOTIF_READY_EQUAL_WEIGHT;SHADOW_PORTFOLIO_MOTIF_READY_TOPN_BLEND;LEAN_MOTIF_VALUE_MOMENTUM;LEAN_MOTIF_QUALITY_MOMENTUM;LEAN_MOTIF_LOW_VOL_MOMENTUM;LEAN_MOTIF_BREAKOUT_CONTINUATION;LEAN_MOTIF_MEAN_REVERSION_CANDIDATE;LEAN_MOTIF_TECHNICAL_OVERHEAT_AVOIDANCE;LEAN_MOTIF_RISK_ADJUSTED_TOP_RANK;LEAN_MOTIF_SECTOR_BALANCED_TOP_RANK;LEAN_MOTIF_EQUAL_WEIGHT_TOP_N_BASELINE;LEAN_MOTIF_SCORE_WEIGHTED_TOP_N_BASELINE;BENCHMARK_SPY;BENCHMARK_QQQ;FACTOR_FORWARD_ATTRIBUTION_PENDING;SHADOW_PORTFOLIO_LEAGUE_TABLE_PENDING;TURNOVER_COST_SIMULATION_PENDING,shadow portfolio snapshot ledger,state/v18/shadow_portfolios/V18_SHADOW_PORTFOLIO_DAILY_SNAPSHOT_LEDGER.csv,TRUE,744,2026-05-25T18:48:10,OK_USABLE,usable dependency
