ticker,rank,composite_candidate_score,primary_theme,theme_rank,role_bucket,volatility_bucket,technical_timing_score,overheat_penalty,recommendation_tier,recommendation_action,risk_label,reason_codes,audit_flag,audit_comment
FIX,147,-36.046286,POWER_INFRASTRUCTURE,9,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NFLX,148,-36.184923,INTERNET_PLATFORM,11,CORE_GROWTH,MEDIUM,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CAMT,149,-36.932190,SEMICONDUCTOR_EQUIPMENT,8,CYCLICAL_GROWTH,HIGH,68.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
FLR,150,-38.515810,INDUSTRIAL,12,CYCLICAL_GROWTH,HIGH,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NVDA,151,-40.000762,AI_INFRASTRUCTURE,2,CORE_GROWTH,HIGH,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ANET,152,-41.638476,DATA_INFRASTRUCTURE,4,CORE_GROWTH,HIGH,72.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AVGO,153,-42.903429,SEMICONDUCTOR,9,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NRG,154,-43.015077,POWER_INFRASTRUCTURE,10,TACTICAL_BETA,MEDIUM,72.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AEIS,155,-43.063077,SEMICONDUCTOR_EQUIPMENT,9,CYCLICAL_GROWTH,HIGH,68.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BN,156,-43.076308,FINTECH,15,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CLH,157,-43.105846,INDUSTRIAL,13,CYCLICAL_GROWTH,MEDIUM,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SOXX,158,-45.952572,SEMICONDUCTOR,10,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
GEV,159,-46.599809,POWER_INFRASTRUCTURE,11,CORE_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CHPT,160,-46.830461,POWER_INFRASTRUCTURE,12,SPECULATIVE_SATELLITE,EXTREME,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
LYB,161,-49.524000,INDUSTRIAL,14,TACTICAL_BETA,MEDIUM,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
TER,162,-51.275619,SEMICONDUCTOR_EQUIPMENT,10,CYCLICAL_GROWTH,MEDIUM,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
FORM,163,-51.276190,SEMICONDUCTOR_EQUIPMENT,11,CYCLICAL_GROWTH,HIGH,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
APO,164,-56.152615,FINTECH,16,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
KLIC,165,-56.379238,SEMICONDUCTOR_EQUIPMENT,12,CYCLICAL_GROWTH,HIGH,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AA,166,-56.540308,INDUSTRIAL,15,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MCHP,167,-56.998857,SEMICONDUCTOR,11,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ADBE,168,-57.309538,SOFTWARE,18,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BABA,169,-58.847693,ECOMMERCE,7,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CRWV,170,-59.275429,AI_INFRASTRUCTURE,3,SPECULATIVE_SATELLITE,EXTREME,64.0,0,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TOP_3_THEME_RANK;SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CLS,171,-59.277142,AI_INFRASTRUCTURE,4,CYCLICAL_GROWTH,HIGH,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
COHU,172,-59.744572,SEMICONDUCTOR_EQUIPMENT,13,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
GOOGL,173,-60.761714,INTERNET_PLATFORM,12,CORE_GROWTH,MEDIUM,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CORE_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ORCL,174,-62.334286,SOFTWARE,19,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SNOW,175,-62.880381,SOFTWARE,20,CORE_GROWTH,HIGH,45.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CHRW,176,-64.183385,TRANSPORTATION,7,NON_CORE,MEDIUM,54.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MELI,177,-64.813538,ECOMMERCE,8,CORE_GROWTH,HIGH,66.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AMKR,178,-65.267238,SEMICONDUCTOR,12,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NVT,179,-66.524762,POWER_INFRASTRUCTURE,13,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ICHR,180,-68.268000,SEMICONDUCTOR_EQUIPMENT,14,CYCLICAL_GROWTH,HIGH,48.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ADSK,181,-70.384000,SOFTWARE,21,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ADMA,182,-70.416615,HEALTHCARE,18,SPECULATIVE_SATELLITE,HIGH,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
HPE,183,-70.607619,AI_INFRASTRUCTURE,5,CYCLICAL_GROWTH,MEDIUM,44.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
PSTG,184,-70.714858,DATA_INFRASTRUCTURE,5,CORE_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
TQQQ,185,-71.858666,SOFTWARE,22,TACTICAL_BETA,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ABR,186,-71.863077,OTHER,3,NON_CORE,HIGH,72.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_3_THEME_RANK;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CDNS,187,-72.692615,SOFTWARE,23,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CRDO,188,-73.561905,AI_INFRASTRUCTURE,6,SPECULATIVE_SATELLITE,EXTREME,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NOW,189,-74.501333,SOFTWARE,24,CORE_GROWTH,MEDIUM,45.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CORE_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NUVB,190,-74.524923,HEALTHCARE,19,SPECULATIVE_SATELLITE,EXTREME,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
VRT,191,-76.191619,AI_INFRASTRUCTURE,7,CORE_GROWTH,HIGH,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
WDC,192,-77.763428,DATA_INFRASTRUCTURE,6,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
GLW,193,-79.427809,ELECTRONICS_SUPPLY_CHAIN,4,CYCLICAL_GROWTH,MEDIUM,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AXON,194,-81.060000,SOFTWARE,25,CORE_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
POWL,195,-81.455239,POWER_INFRASTRUCTURE,14,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
LITE,196,-82.027619,DATA_INFRASTRUCTURE,7,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
GNRC,197,-84.046476,POWER_INFRASTRUCTURE,15,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
PWR,198,-85.761905,POWER_INFRASTRUCTURE,16,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ACMR,199,-87.182666,SEMICONDUCTOR_EQUIPMENT,15,SPECULATIVE_SATELLITE,EXTREME,44.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MTZ,200,-89.521847,POWER_INFRASTRUCTURE,17,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NET,201,-90.028191,CYBERSECURITY,2,CORE_GROWTH,HIGH,58.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;CALIBRATED_WATCHLIST_ELIGIBLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NTRA,202,-91.062769,HEALTHCARE,20,SPECULATIVE_SATELLITE,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CIEN,203,-91.476000,DATA_INFRASTRUCTURE,8,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
STX,204,-92.809143,DATA_INFRASTRUCTURE,9,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
FN,205,-96.237523,DATA_INFRASTRUCTURE,10,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CRWD,206,-97.322286,CYBERSECURITY,3,CORE_GROWTH,HIGH,14.0,40,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CART,207,-98.075077,ECOMMERCE,9,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AGX,208,-98.369230,POWER_INFRASTRUCTURE,18,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
PANW,209,-99.420191,CYBERSECURITY,4,CORE_GROWTH,MEDIUM,14.0,40,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CORE_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AAL,210,-99.615385,TRANSPORTATION,8,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SMCI,211,-100.238857,AI_INFRASTRUCTURE,8,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ALM,212,-100.800308,OTHER,4,TACTICAL_BETA,EXTREME,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
IREN,213,-101.760000,CRYPTO_BETA,3,SPECULATIVE_SATELLITE,EXTREME,50.0,0,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TOP_3_THEME_RANK;SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
COHR,214,-102.476762,DATA_INFRASTRUCTURE,11,CYCLICAL_GROWTH,HIGH,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MDB,215,-104.119239,SOFTWARE,26,CORE_GROWTH,HIGH,25.0,30,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CSCO,216,-105.156000,DATA_INFRASTRUCTURE,12,DEFENSIVE_HEDGE,LOW,19.0,35,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CORZ,217,-106.144762,CRYPTO_BETA,4,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SANM,218,-107.477143,ELECTRONICS_SUPPLY_CHAIN,5,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BIDU,219,-109.231385,INTERNET_PLATFORM,13,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MOH,220,-111.447385,HEALTHCARE,21,DEFENSIVE_HEDGE,MEDIUM,58.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ON,221,-111.855619,SEMICONDUCTOR,13,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MRVL,222,-112.047809,SEMICONDUCTOR,14,CORE_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
IRDM,223,-115.094477,DATA_INFRASTRUCTURE,13,NON_CORE,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CIFR,224,-116.951047,CRYPTO_BETA,5,SPECULATIVE_SATELLITE,EXTREME,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AFRM,225,-117.690769,FINTECH,17,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
