source_path,snapshot_path,exists,required,copied,copy_status,kind,size_bytes,modified_time,sha256,notes
scripts/v18/v18_38A_forward_evidence_dashboard.py,scripts/v18/v18_38A_forward_evidence_dashboard.py,TRUE,TRUE,TRUE,COPIED,critical,33588,2026-05-26T16:37:51,8dd65aaad89237dd4088c87dddda14de4392e0a20cbe0c9106676fab4eb90994,copied
scripts/v18/run_v18_38A_forward_evidence_dashboard.ps1,scripts/v18/run_v18_38A_forward_evidence_dashboard.ps1,TRUE,TRUE,TRUE,COPIED,critical,1681,2026-05-26T16:38:09,be9e21de7376c463807f7d4c809a23e9af265b7d499eed32ca41fd4a4cbd7c7d,copied
scripts/v18/v18_38B_research_experiment_registry.py,scripts/v18/v18_38B_research_experiment_registry.py,TRUE,TRUE,TRUE,COPIED,critical,32672,2026-05-26T17:00:16,66069baf04dabaef25ca7109d345982792c0c0a038a6a2dede67c0344202069e,copied
scripts/v18/run_v18_38B_research_experiment_registry.ps1,scripts/v18/run_v18_38B_research_experiment_registry.ps1,TRUE,TRUE,TRUE,COPIED,critical,1737,2026-05-26T17:00:34,b484b8a88642caf2b81859544ffa45ab4a50e3cca99b7f709c1c905da8d6dd09,copied
scripts/v18/v18_38C_command_center_status_normalization.py,scripts/v18/v18_38C_command_center_status_normalization.py,TRUE,TRUE,TRUE,COPIED,critical,29476,2026-05-26T22:38:26,6a2697284f65c11cfc3013e6261cee4cb102b53e3a4ab700d7768e83457fff7c,copied
scripts/v18/run_v18_38C_command_center_status_normalization.ps1,scripts/v18/run_v18_38C_command_center_status_normalization.ps1,TRUE,TRUE,TRUE,COPIED,critical,1822,2026-05-26T22:38:37,33f1c2f955869ae7d9253674e7af8f4b47c29cbf16cc838f0f6403bc25645c85,copied
scripts/v18/run_v18_current_daily_command_center.ps1,scripts/v18/run_v18_current_daily_command_center.ps1,TRUE,TRUE,TRUE,COPIED,critical,22779,2026-05-26T22:38:44,bf91183421414c4e94912a93214ebd50eda7bd3e69a19a82fe70557b621ec28c,copied
outputs/v18/ops/V18_38A_FORWARD_EVIDENCE_SUMMARY.csv,outputs/v18/ops/V18_38A_FORWARD_EVIDENCE_SUMMARY.csv,TRUE,TRUE,TRUE,COPIED,critical,1329,2026-05-26T22:40:29,d9c1fc39818b90abcd2a26a5f8d5aa2d55d4b89f16298adeb831a158e4632163,copied
outputs/v18/ops/V18_38A_FORWARD_EVIDENCE_DETAIL.csv,outputs/v18/ops/V18_38A_FORWARD_EVIDENCE_DETAIL.csv,TRUE,TRUE,TRUE,COPIED,critical,5556,2026-05-26T22:40:29,82fbfa49236d69d2a6b6f5253d275df3efbe1f9c3add4bb7a05b8030f3b4ac18,copied
outputs/v18/ops/V18_38A_FORWARD_EVIDENCE_READINESS.csv,outputs/v18/ops/V18_38A_FORWARD_EVIDENCE_READINESS.csv,TRUE,TRUE,TRUE,COPIED,critical,1027,2026-05-26T22:40:29,ddc975c71490a1715aafd2714bdb65fb87b7de1a498571a3871eeac3ce1b7b9d,copied
