action,ticker_count,tickers,notes
BUILD_FACTOR_ROWS,93,"AMC,APLD,BW,BYND,COGT,CVNA,DBVT,FCNCA,HOOD,HTZ,INSM,NVAX,OKTA,OLMA,OLPX,OPCH,PATH,PCOR,PCT,PDD,PFGC,PGNY,PI,PINS,PLUG,PM,PSIX,PTGX,PTON,PUMP,PYPL,QS,QSR,RBLX,RERE,RH,RIOT,RKT,RNG,ROKU,RSP,RTX,RVMD,SATS,SCCO,SCHW,SE,SEI,SFIX,SFM,SHOP,SHW,SITM,SMTC,SNPS,SPOT,STG,STM,TEAM,TEVA,TIGR,TSEM,TTD,TTMI,TTWO,TWLO,TWST,U,UAL,UBER,UNH,UPST,USFD,V,VEEV,VIAV,VIST,VMC,WAB,WDAY,WHR,WING,WLK,WULF,WVE,WWD,XENE,XLF,XPO,XYZ,YPF,Z,ZG",
REFRESH_TECHNICAL_TIMING,0,,
REFRESH_TIER_CLASSIFICATION,2,"VECO,XLK",
RANKING_RECHECK,0,,
HOLD_PARTIAL_HISTORY,0,,
HOLD_EMPTY_OR_FAILED,0,,
HOLD_REVIEW_NEEDED,0,,
NO_ACTION_ALREADY_READY,0,,
