STATUS: OK_V18_16H_SAME_DAY_PROMOTION_GUARD_COVERAGE_AUDIT_READY
MODE: SAME_DAY_PROMOTION_GUARD_AND_COVERAGE_AUDIT
TOTAL_UNIVERSE_COUNT: 325
COVERAGE_WINDOW_TRADING_DAYS: 5
DAILY_MIN_SCAN_COUNT: 65
TODAY_ROLLING_SCAN_COUNT: 45
SCANNED_TICKER_COUNT: 45
COVERAGE_TARGET_MET: FALSE
COVERAGE_SHORTFALL_COUNT: 20
SCANNED_LAST_5D_COUNT: 135
OVERDUE_SCAN_COUNT: 0
LOW_PRIORITY_SCAN_DEFERRED_COUNT: 0
SCAN_LIMIT_REASON: ESTIMATED_PLAN_COST_LIMIT
SAME_DAY_PROMOTION_GUARD: TRUE
FORCE_SAME_DAY_PROMOTION: FALSE
SAME_DAY_RUN_COUNT: 4
LAST_PROMOTION_DATE: 
LAST_CORE_PROMOTION_DATE: 
CORE_PROMOTION_ALLOWED_THIS_RUN: TRUE
CORE_PROMOTION_BLOCKED_BY_SAME_DAY_GUARD_COUNT: 0
PROMOTED_TO_CORE_DAILY_COUNT: 0
CORE_DAILY_COUNT: 30
CORE_DAILY_TARGET_CAP: 30
CORE_DAILY_HARD_CAP: 50
AUTO_DEMOTED_POSITION_COUNT: 0
OLD_DEFAULT_MODE_VALIDATED: TRUE
OLD_FORWARD_MANUAL_MODE_VALIDATED: TRUE
ROLLING_SCAN_MODE_VALIDATED: TRUE
PRICE_UPDATE_EXECUTED: FALSE
EVENT_UPDATE_EXECUTED: FALSE
FULL_UNIVERSE_UPDATE_EXECUTED: FALSE
CURRENT_DAILY_MODIFIED: FALSE
STABLE_SNAPSHOT_MODIFIED: FALSE
DANGEROUS_TOKEN_FINDING_COUNT: 0
VALIDATION_FAIL_COUNT: 0
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
OFFICIAL_DECISION_IMPACT: NONE
