STATUS: OK_V18_32C_CONTEXT_CONSISTENCY_AUDIT_READY
MODE: V18_32C_CONTEXT_CONSISTENCY_AUDIT
RUN_ID: V18_32C_20260524_235421
DRY_RUN: FALSE
PATCH32B_REQUESTED: TRUE
PATCH32B_APPLIED: TRUE
EXPECTED_CANDIDATE_COUNT: 252
FREEZE_TICKER_COUNT: 252
FREEZE_UNIQUE_TICKER_COUNT: 252
FREEZE_MISSING_VS_CURRENT_COUNT: 0
FREEZE_EXTRA_VS_CURRENT_COUNT: 0
FREEZE_COVERAGE_STATUS: FULL_MATCH
LATEST_RELEVANT_SIGNAL_DATE: 2026-05-22
LATEST_SUPPORTED_SIGNAL_DATE: 2026-05-22
CURRENT_ALLOWED_TRADE_CANDIDATE_COUNT: 0
CURRENT_ALLOWED_TRADE_CANDIDATE_TICKERS: NONE
COMPACT_EXPECTED_CANDIDATE_COUNT: 252
COMPACT_LATEST_RELEVANT_SIGNAL_DATE: 2026-05-22
COMPACT_LATEST_FULL_FREEZE_STATUS: FULL_FREEZE_COVERAGE date=2026-05-22 count=252 expected=252
COMPACT_LATEST_FREEZE_TICKER_COUNT: 252
COMPACT_LATEST_FREEZE_EXPECTED_COUNT: 252
COMPACT_LATEST_FREEZE_COVERAGE_STATUS: FULL_MATCH
COMPACT_CURRENT_ALLOWED_TRADE_CANDIDATE_COUNT: 0
COMPACT_CURRENT_ALLOWED_TRADE_CANDIDATE_TICKERS: NONE
MISMATCH_COUNT: 0
WARNING_COUNT: 0
SOURCE_PATHS: outputs/v18/read_center/V18_CURRENT_DAILY_TRADE_READINESS.md;outputs/v18/read_center/V18_CURRENT_TRADING_DAY_SIGNAL_DATE_GUARD.md;outputs/v18/read_center/V18_CURRENT_MANUAL_ACCOUNT_STATE_GUIDE.md;outputs/v18/read_center/V18_CURRENT_ACCOUNT_AWARE_MANUAL_TRADE_PLAN.md;outputs/v18/read_center/V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_REPORT.md;outputs/v18/read_center/V18_31D_ACCOUNT_AWARE_MANUAL_TRADE_PLAN_REPORT.md;outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv;outputs/v18/recommendations/V18_CURRENT_RECOMMENDATION_TIERS.csv;outputs/v18/candidates/V18_CURRENT_CANDIDATE_THEME_CLASSIFICATION.csv;state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv;outputs/v18/execution/V18_CURRENT_ACCOUNT_AWARE_MANUAL_TRADE_PLAN.csv;outputs/v18/ops/V18_32B_READ_FIRST.txt;outputs/v18/ops/V18_PROJECT_CONTEXT_COMPACT.md
READ_FIRST_PATH: outputs/v18/ops/V18_32B_READ_FIRST.txt
REPORT_PATH: outputs/v18/read_center/V18_32C_CONTEXT_CONSISTENCY_REPORT.md
CONTEXT_PATH: outputs/v18/read_center/V18_CURRENT_CONTEXT_CONSISTENCY.md
MISMATCHES: NONE
WARNINGS: NONE
SOURCE_SNAPSHOT_PATHS: outputs/v18/read_center/V18_CURRENT_DAILY_TRADE_READINESS.md;outputs/v18/read_center/V18_CURRENT_TRADING_DAY_SIGNAL_DATE_GUARD.md;state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv;outputs/v18/read_center/V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_REPORT.md;outputs/v18/read_center/V18_31D_ACCOUNT_AWARE_MANUAL_TRADE_PLAN_REPORT.md
