signal_date,ticker,rank,rank_source,score,price_at_signal,price_date,sector,industry,factor_score,technical_score,risk_label,run_mode,full_daily_mode_status,official_daily_status,v18_14b_status,v18_14a_status,top_5_snapshot,forward_1d_price,forward_1d_return,forward_3d_price,forward_3d_return,forward_5d_price,forward_5d_return,forward_10d_price,forward_10d_return,forward_20d_price,forward_20d_return,max_runup_20d,max_drawdown_20d,validation_status,last_updated,notes
2026-05-18,POWL,7,V18_CURRENT_RANKED_CANDIDATES,56.64,266.799988,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",289.290009,0.084295,,,,,,,,,0.084295,0.084295,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,MTZ,8,V18_CURRENT_RANKED_CANDIDATES,56.632,384.209991,2026-05-20,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",384.210000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,MOD,9,V18_CURRENT_RANKED_CANDIDATES,54.352,247.130005,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",275.799988,0.116012,,,,,,,,,0.116012,0.116012,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,OC,10,V18_CURRENT_RANKED_CANDIDATES,53.908,113.43,2026-05-20,,,,,TECH_TIMING_WATCH_POSITIVE,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",113.430000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,MU,11,V18_CURRENT_RANKED_CANDIDATES,53.856,681.539978,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",735.750000,0.079540,,,,,,,,,0.079540,0.079540,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,SOXL,13,V18_CURRENT_RANKED_CANDIDATES,53.476,151.75,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",169.009995,0.113740,,,,,,,,,0.113740,0.113740,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,CLH,14,V18_CURRENT_RANKED_CANDIDATES,53.048,291.399994,2026-05-20,,,,,TECH_TIMING_PULLBACK_WATCH,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",291.400000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,KEYS,16,V18_CURRENT_RANKED_CANDIDATES,52.504,340.480011,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",351.750000,0.033100,,,,,,,,,0.033100,0.033100,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,VIAV,18,V18_CURRENT_RANKED_CANDIDATES,51.800559,48.97999954223633,2026-05-21,,,,,TECH_TIMING_STAGED_REFRESH,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",48.980000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,ICHR,19,V18_CURRENT_RANKED_CANDIDATES,51.732,66.599998,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",72.839996,0.093694,,,,,,,,,0.093694,0.093694,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,COHU,20,V18_CURRENT_RANKED_CANDIDATES,51.684,44.200001,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",46.980000,0.062896,,,,,,,,,0.062896,0.062896,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
