STATUS: OK_V18_20F_LEGACY_ARCHIVE_PLAN_READY
MODE: DRYRUN
ROOT: D:\us-tech-quant
INPUT_ARCHIVE_CANDIDATE_COUNT: 479
INPUT_ARCHIVE_CANDIDATE_MB: 7.074
PLANNED_ARCHIVE_COUNT: 374
PLANNED_ARCHIVE_MB: 2.565
ARCHIVE_THEN_DELETE_AFTER_VERIFICATION_COUNT: 352
ARCHIVE_THEN_DELETE_AFTER_VERIFICATION_MB: 2.453
ARCHIVE_ONLY_COUNT: 22
ARCHIVE_ONLY_MB: 0.112
PROTECTED_EXCLUSIONS_COUNT: 105
PROTECTED_EXCLUSIONS_MB: 4.530
REVIEW_REQUIRED_COUNT: 0
REVIEW_REQUIRED_MB: 0.000
ARCHIVED_COUNT: 0
DELETED_COUNT: 0
MOVED_COUNT: 0
ZIP_CREATED_COUNT: 0
VALIDATION_FAIL_COUNT: 0
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
OFFICIAL_DECISION_IMPACT: NONE
CURRENT_DAILY_MODIFIED: FALSE
STABLE_SNAPSHOT_MODIFIED: FALSE
MANUAL_STATE_MODIFIED: FALSE
PRICE_CACHE_MODIFIED: FALSE
READ_FIRST: outputs/v18/ops/V18_20F_READ_FIRST.txt
REPORT: outputs/v18/ops/V18_20F_CURRENT_LEGACY_ARCHIVE_PLAN_REPORT.md
PLAN_CSV: outputs/v18/ops/V18_20F_CURRENT_LEGACY_ARCHIVE_PLAN.csv
SUMMARY_CSV: outputs/v18/ops/V18_20F_CURRENT_ARCHIVE_GROUP_SUMMARY.csv
PROTECTED_EXCLUSIONS_CSV: outputs/v18/ops/V18_20F_CURRENT_ARCHIVE_PROTECTED_EXCLUSIONS.csv
