STATUS: OK_V18_21D_STABLE_SNAPSHOT_READY
MODE: SNAPSHOT_ONLY
SNAPSHOT_ONLY: TRUE
POLICY_APPLIED: FALSE
FORWARD_TRACKER_UPGRADE_APPLIED: FALSE
SIGNAL_SNAPSHOT_ROW_COUNT: 325
READY_FOR_FORWARD_RESEARCH_COUNT: 105
FORWARD_TRACKER_SOURCE_COUNT: 10
FORWARD_SOURCE_READY_HIGH_CONFIDENCE_COUNT: 0
FORWARD_SOURCE_PARTIAL_TICKER_DATE_ONLY_COUNT: 5
FORWARD_SOURCE_TICKER_ONLY_LOW_CONFIDENCE_COUNT: 2
REQUIRED_LINK_KEY_FIELD_COUNT: 11
REQUIRED_LINK_KEY_CURRENTLY_AVAILABLE_COUNT: 7
DRYRUN_FORWARD_TEMPLATE_ROW_COUNT: 525
PLANNED_HORIZON_COUNT: 5
MATCH_QUALITY_PROJECTION_CREATED: TRUE
FORWARD_KEY_UPGRADE_PLAN_READY: TRUE
MULTI_HORIZON_OUTCOME_PLAN_READY: TRUE
EFFECT_CLAIM_ALLOWED_COUNT: 0
WEIGHT_CHANGE_ALLOWED_COUNT: 0
PRODUCTION_PROMOTION_ALLOWED_COUNT: 0
OFFICIAL_DECISION_IMPACT: NONE
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
CURRENT_DAILY_MODIFIED: FALSE
STATE_MODIFIED: FALSE
PRICE_CACHE_MODIFIED: FALSE
RANKING_MODIFIED: FALSE
TECHNICAL_TIMING_MODIFIED: FALSE
PRICE_FACTOR_MODIFIED: FALSE
SIGNAL_SNAPSHOT_MODIFIED: FALSE
SIMULATION_POSITION_MODIFIED: FALSE
FORWARD_TRACKER_MODIFIED: FALSE
PROMOTION_DEMOTION_MODIFIED: FALSE
MANUAL_STATE_MODIFIED: FALSE
BROKER_EXECUTION_MODIFIED: FALSE
EXTERNAL_DATA_FETCHED: FALSE
STABLE_SNAPSHOT_MODIFIED: TRUE
VALIDATION_FAIL_COUNT: 0
SNAPSHOT_PATH: D:\us-tech-quant\archive\stable\V18_21D_stable_forward_tracker_link_key_upgrade_plan_20260520_175432
MANIFEST_ROW_COUNT: 15
READ_FIRST: D:\us-tech-quant\outputs\v18\ops\V18_21D_STABLE_READ_FIRST.txt
REPORT: D:\us-tech-quant\outputs\v18\ops\V18_21D_CURRENT_STABLE_SNAPSHOT_REPORT.md
