STATUS: OK_V18_25A_R20_BATCH3_ROLLING_LEDGER_UPDATE_READY
MODE: LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE
R19_SOURCE_PATH: D:\us-tech-quant\outputs\v18\ops\V18_25A_R19_READ_FIRST.txt
LEDGER_PATH: D:\us-tech-quant\state\v18\rolling_coverage\V18_23B_ROLLING_SCAN_LEDGER.csv
LEDGER_BACKUP_DIR: D:\us-tech-quant\archive\v18\rolling_coverage_backups\V18_25A_R20_20260522_015215
LEDGER_RESTORE_SCRIPT_PATH: D:\us-tech-quant\archive\v18\rolling_coverage_backups\V18_25A_R20_20260522_015215\RESTORE_V18_25A_R20_ROLLING_LEDGER.ps1
R20_TARGET_TICKER_COUNT: 59
SCAN_ATTEMPT_COUNT: 59
SCAN_SUCCESS_COUNT: 59
SCAN_FAIL_COUNT: 0
LEDGER_UPDATED: TRUE
LEDGER_UPDATE_SUCCESS_COUNT: 59
LEDGER_UPDATE_FAIL_COUNT: 0
TOTAL_UNIVERSE_COUNT: 324
UNIQUE_SUCCESS_WITHIN_5DAY_WINDOW: 265
TRUE_5DAY_COVERAGE_MET: FALSE
REMAINING_STALE_OVERDUE_COUNT: 59
NEVER_SUCCESS_COUNT: 59
COVERAGE_TRUST_LEVEL: PARTIAL_COVERAGE
OFFICIAL_PRICE_CACHE_MODIFIED: FALSE
OFFICIAL_PRICE_HISTORY_MODIFIED: FALSE
STAGED_BACKFILL_MODIFIED: FALSE
STAGED_MARKET_PROXY_MODIFIED: FALSE
OFFICIAL_MARKET_PROXY_MODIFIED: FALSE
FACTOR_PACK_MODIFIED: FALSE
TECHNICAL_TIMING_MODIFIED: FALSE
TIER_MIGRATION_MODIFIED: FALSE
DEGRADED_DAILY_MODIFIED: FALSE
OFFICIAL_DAILY_DECISION_MODIFIED: FALSE
OFFICIAL_DECISION_IMPACT: NONE
BUY_PERMISSION_MODIFIED: FALSE
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
BACKTEST_EXECUTED: FALSE
EXTERNAL_DATA_FETCHED: FALSE
VALIDATION_FAIL_COUNT: 0
FORBIDDEN_FILE_MODIFIED: FALSE
NEXT_RECOMMENDED_STEP: Run a separate Batch3 factor/technical/tier refresh-readiness audit for the 59 ledger-confirmed tickers.
