Price,Adj Close,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH,UNH
Date,,,,,,
1984-10-17,0.11079339683055878,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,9868800
1984-10-18,0.1137884110212326,0.1484380066394806,0.15625,0.1484380066394806,0.1484380066394806,5324800
1984-10-19,0.11079339683055878,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1484380066394806,3043200
1984-10-22,0.11079339683055878,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,2326400
1984-10-23,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.1445309966802597,787200
1984-10-24,0.11079339683055878,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,230400
1984-10-25,0.10779915004968643,0.140625,0.1484380066394806,0.140625,0.1445309966802597,1587200
1984-10-26,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.140625,758400
1984-10-29,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.140625,614400
1984-10-30,0.10779915004968643,0.140625,0.1484380066394806,0.140625,0.140625,192000
1984-10-31,0.11079339683055878,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,297600
1984-11-01,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.1445309966802597,352000
1984-11-02,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.140625,1638400
1984-11-05,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.140625,534400
1984-11-06,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,544000
1984-11-07,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,76800
1984-11-08,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,44800
1984-11-09,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,896000
1984-11-12,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,300800
1984-11-13,0.10480492562055588,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,464000
1984-11-14,0.10181071609258652,0.1328130066394806,0.140625,0.1328130066394806,0.1367190033197403,1523200
1984-11-15,0.10181071609258652,0.1328130066394806,0.1367190033197403,0.1328130066394806,0.1328130066394806,156800
1984-11-16,0.09582147747278214,0.125,0.1367190033197403,0.125,0.1328130066394806,579200
1984-11-19,0.09582147747278214,0.125,0.1367190033197403,0.125,0.125,358400
1984-11-20,0.09282723069190979,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.125,179200
1984-11-21,0.09282723069190979,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.1210940033197403,905600
1984-11-23,0.09282723069190979,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.1210940033197403,25600
1984-11-26,0.09582147747278214,0.125,0.1289059966802597,0.125,0.125,166400
1984-11-27,0.09881570935249329,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,147200
1984-11-28,0.09881570935249329,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,492800
1984-11-29,0.09881570935249329,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,262400
1984-11-30,0.09881570935249329,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,556800
1984-12-03,0.09582147747278214,0.125,0.1328130066394806,0.125,0.1289059966802597,380800
1984-12-04,0.09282723069190979,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.125,217600
1984-12-05,0.09282723069190979,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.1210940033197403,102400
1984-12-06,0.08983302861452103,0.1171879991889,0.125,0.1171879991889,0.1210940033197403,630400
1984-12-07,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,86400
1984-12-10,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,2099200
1984-12-11,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,188800
1984-12-12,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,393600
1984-12-13,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,102400
1984-12-14,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,89600
1984-12-17,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,102400
1984-12-18,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,214400
1984-12-19,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,102400
1984-12-20,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,121600
1984-12-21,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,704000
1984-12-24,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,921600
1984-12-26,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,521600
1984-12-27,0.08983302861452103,0.1171879991889,0.125,0.1171879991889,0.1171879991889,947200
1984-12-28,0.08983302861452103,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,76800
1984-12-31,0.08983302861452103,0.1171879991889,0.125,0.1171879991889,0.1171879991889,457600
1985-01-02,0.09282723069190979,0.1210940033197403,0.125,0.1210940033197403,0.1210940033197403,179200
1985-01-03,0.09282723069190979,0.1210940033197403,0.1328130066394806,0.1210940033197403,0.1210940033197403,227200
1985-01-04,0.09282723069190979,0.1210940033197403,0.1328130066394806,0.1210940033197403,0.1210940033197403,390400
1985-01-07,0.09881570935249329,0.1289059966802597,0.1367190033197403,0.1289059966802597,0.1289059966802597,2652800
1985-01-08,0.11079339683055878,0.1445309966802597,0.1523440033197403,0.1445309966802597,0.1445309966802597,1190400
1985-01-09,0.11079339683055878,0.1445309966802597,0.1523440033197403,0.1445309966802597,0.1445309966802597,403200
1985-01-10,0.1137884110212326,0.1484380066394806,0.15625,0.1484380066394806,0.1484380066394806,1062400
1985-01-11,0.1137884110212326,0.1484380066394806,0.1601559966802597,0.1484380066394806,0.1484380066394806,188800
1985-01-14,0.11678257584571838,0.1523440033197403,0.1601559966802597,0.1523440033197403,0.1523440033197403,131200
1985-01-15,0.1197769045829773,0.15625,0.1640630066394806,0.15625,0.15625,320000
1985-01-16,0.1197769045829773,0.15625,0.1601559966802597,0.15625,0.15625,134400
1985-01-17,0.1197769045829773,0.15625,0.1601559966802597,0.15625,0.15625,441600
1985-01-18,0.1197769045829773,0.15625,0.1640630066394806,0.15625,0.15625,556800
1985-01-21,0.1197769045829773,0.15625,0.1640630066394806,0.15625,0.15625,112000
1985-01-22,0.1197769045829773,0.15625,0.1640630066394806,0.15625,0.15625,441600
1985-01-23,0.1197769045829773,0.15625,0.1640630066394806,0.15625,0.15625,156800
1985-01-24,0.13474883139133453,0.1757809966802597,0.1835940033197403,0.1757809966802597,0.1757809966802597,1475200
1985-01-25,0.1437322348356247,0.1875,0.1914059966802597,0.1875,0.1875,1110400
1985-01-28,0.1437322348356247,0.1875,0.1914059966802597,0.1875,0.1875,908800
1985-01-29,0.1437322348356247,0.1875,0.1953130066394806,0.1875,0.1875,1660800
1985-01-30,0.1497214436531067,0.1953130066394806,0.203125,0.1953130066394806,0.1953130066394806,928000
1985-01-31,0.1497214436531067,0.1953130066394806,0.203125,0.1953130066394806,0.1953130066394806,656000
1985-02-01,0.1497214436531067,0.1953130066394806,0.203125,0.1953130066394806,0.1953130066394806,208000
1985-02-04,0.15870411694049835,0.2070309966802597,0.2148440033197403,0.2070309966802597,0.2070309966802597,966400
1985-02-05,0.179665207862854,0.234375,0.2382809966802597,0.234375,0.234375,2320000
1985-02-06,0.18565446138381958,0.2421880066394806,0.2460940033197403,0.2421880066394806,0.2421880066394806,1280000
1985-02-07,0.18265952169895172,0.2382809966802597,0.25,0.2382809966802597,0.2421880066394806,1113600
1985-02-08,0.20362068712711334,0.265625,0.2695310115814209,0.265625,0.265625,4268800
1985-02-11,0.20661480724811554,0.2695310115814209,0.2734380066394806,0.2695310115814209,0.2695310115814209,998400
1985-02-12,0.2006264477968216,0.2617189884185791,0.2695310115814209,0.2617189884185791,0.2695310115814209,1472000
1985-02-13,0.2006264477968216,0.2617189884185791,0.2695310115814209,0.2617189884185791,0.2617189884185791,611200
1985-02-14,0.19763217866420746,0.2578130066394806,0.2617189884185791,0.2578130066394806,0.2617189884185791,355200
1985-02-15,0.19463714957237244,0.2539060115814209,0.2617189884185791,0.2539060115814209,0.2578130066394806,304000
1985-02-19,0.18864870071411133,0.2460940033197403,0.2539060115814209,0.2460940033197403,0.2539060115814209,784000
1985-02-20,0.18565446138381958,0.2421880066394806,0.25,0.2421880066394806,0.2460940033197403,473600
1985-02-21,0.18565446138381958,0.2421880066394806,0.25,0.2421880066394806,0.2421880066394806,281600
1985-02-22,0.19164295494556427,0.25,0.2578130066394806,0.25,0.25,809600
1985-02-25,0.19164295494556427,0.25,0.2539060115814209,0.25,0.25,496000
1985-02-26,0.19164295494556427,0.25,0.2578130066394806,0.25,0.25,672000
1985-02-27,0.19164295494556427,0.25,0.2578130066394806,0.25,0.25,1955200
1985-02-28,0.20661480724811554,0.2695310115814209,0.2773439884185791,0.2695310115814209,0.2695310115814209,1049600
1985-03-01,0.20960985124111176,0.2734380066394806,0.28125,0.2734380066394806,0.2734380066394806,467200
1985-03-04,0.20960985124111176,0.2734380066394806,0.28125,0.2734380066394806,0.2734380066394806,556800
