Price,Adj Close,Close,High,Low,Open,Volume
Ticker,STG,STG,STG,STG,STG,STG
Date,,,,,,
2018-03-23,138.75,138.75,176.0,125.25,163.75,553200
2018-03-26,137.5,137.5,151.875,136.25,141.375,148320
2018-03-27,133.625,133.625,140.625,131.875,139.375,34264
2018-03-28,119.625,119.625,132.75,119.5,132.75,225456
2018-03-29,103.75,103.75,119.5,103.125,119.25,92136
2018-04-02,91.875,91.875,108.75,88.9000015258789,106.375,184328
2018-04-03,104.5,104.5,104.875,94.0,104.0,162088
2018-04-04,102.625,102.625,105.875,98.5,105.875,63336
2018-04-05,101.375,101.375,105.875,100.0,102.875,29992
2018-04-06,100.0,100.0,102.2249984741211,98.75,101.0,10880
2018-04-09,100.0,100.0,105.0,97.625,100.0,33648
2018-04-10,98.875,98.875,102.5,98.875,99.875,39920
2018-04-11,97.75,97.75,100.375,97.25,98.25,59920
2018-04-12,92.375,92.375,98.25,91.625,96.875,25992
2018-04-13,91.625,91.625,96.125,89.875,90.125,24920
2018-04-16,89.25,89.25,93.0,85.0,91.75,30392
2018-04-17,94.25,94.25,95.75,88.375,90.0,41576
2018-04-18,100.0,100.0,100.0,93.75,97.75,60920
2018-04-19,97.25,97.25,98.625,93.75,98.5,29376
2018-04-20,100.125,100.125,103.625,96.875,96.875,26864
2018-04-23,98.125,98.125,100.875,96.25,100.875,14088
2018-04-24,97.625,97.625,101.0,97.5,99.125,21720
2018-04-25,98.625,98.625,101.125,96.625,96.625,50032
2018-04-26,100.0,100.0,101.25,98.125,98.75,17824
2018-04-27,101.625,101.625,101.92500305175781,99.55000305175781,99.75,2840
2018-04-30,111.5,111.5,112.0,102.82499694824219,103.375,34216
2018-05-01,122.5,122.5,122.5,112.5,112.5,40736
2018-05-02,115.125,115.125,120.75,110.0,119.875,49000
2018-05-03,112.375,112.375,116.625,106.25,115.625,29128
2018-05-04,114.375,114.375,114.625,108.375,112.125,34808
2018-05-07,124.75,124.75,124.75,117.5,120.0,20416
2018-05-08,124.875,124.875,127.125,120.125,124.75,16272
2018-05-09,131.5,131.5,131.5,121.875,124.125,23328
2018-05-10,136.0,136.0,141.625,130.75,130.75,32464
2018-05-11,137.625,137.625,142.5,122.51249694824219,134.625,13896
2018-05-14,124.5,124.5,138.875,123.75,138.875,20696
2018-05-15,130.0,130.0,130.0,123.75,125.125,5488
2018-05-16,128.5,128.5,132.5,125.0,131.0,18872
2018-05-17,128.75,128.75,130.25,124.125,127.625,18176
2018-05-18,126.125,126.125,129.75,125.125,129.75,8368
2018-05-21,124.875,124.875,126.0,114.3375015258789,123.875,9800
2018-05-22,131.875,131.875,132.5,121.25,124.875,36424
2018-05-23,125.125,125.125,130.75,124.0,130.75,15288
2018-05-24,121.75,121.75,128.375,120.1875,128.375,16448
2018-05-25,121.125,121.125,122.25,120.125,121.5,9344
2018-05-29,117.625,117.625,121.375,117.5,121.375,30480
2018-05-30,118.125,118.125,120.0,115.9124984741211,118.5,37584
2018-05-31,119.125,119.125,120.5,116.5,117.375,8120
2018-06-01,131.0,131.0,131.25,118.5,120.25,25096
2018-06-04,127.125,127.125,131.25,126.0,131.25,2824
2018-06-05,125.0,125.0,127.0,123.125,126.25,5048
2018-06-06,127.625,127.625,129.75,123.375,123.875,7792
2018-06-07,128.125,128.125,131.25,125.5,126.875,8320
2018-06-08,125.0,125.0,129.375,124.0,127.375,3320
2018-06-11,124.875,124.875,131.25,120.0,127.125,15568
2018-06-12,123.25,123.25,126.125,122.625,126.11250305175781,6456
2018-06-13,117.0,117.0,124.17500305175781,116.0,124.0,9392
2018-06-14,114.25,114.25,121.75,114.25,117.88749694824219,17400
2018-06-15,111.75,111.75,116.25,111.375,113.125,9864
2018-06-18,112.5,112.5,113.75,111.0,113.75,13680
2018-06-19,113.125,113.125,123.375,110.75,111.375,24872
2018-06-20,113.625,113.625,116.25,112.625,112.625,2280
2018-06-21,111.375,111.375,114.125,111.0,114.125,11240
2018-06-22,113.75,113.75,115.875,112.5,115.875,4664
2018-06-25,114.375,114.375,115.375,110.25,113.625,10584
2018-06-26,114.125,114.125,115.75,112.0,113.5,20512
2018-06-27,113.625,113.625,116.5,113.375,113.75,6696
2018-06-28,114.125,114.125,115.5,113.125,113.875,2560
2018-06-29,111.375,111.375,115.75,110.5,113.75,3376
2018-07-02,111.5,111.5,113.0,110.0,110.25,6760
2018-07-03,108.75,108.75,112.0,107.625,111.0,5552
2018-07-05,104.125,104.125,108.4000015258789,102.625,108.25,9640
2018-07-06,102.125,102.125,103.75,97.625,103.25,8960
2018-07-09,100.125,100.125,102.0,94.875,101.75,12120
2018-07-10,99.125,99.125,100.875,95.375,99.5,6952
2018-07-11,96.0,96.0,100.0,95.125,98.0,4616
2018-07-12,99.0,99.0,99.5,95.0,95.75,4000
2018-07-13,105.625,105.625,105.625,97.5,98.0,7872
2018-07-16,106.5,106.5,107.0,101.125,105.5,6176
2018-07-17,110.0,110.0,110.0625,106.25,108.375,44384
2018-07-18,103.125,103.125,110.75,101.25,108.875,14768
2018-07-19,98.125,98.125,102.0,97.6875,101.875,7376
2018-07-20,96.5,96.5,99.125,96.25,97.875,5064
2018-07-23,92.25,92.25,97.375,91.625,97.125,8176
2018-07-24,89.25,89.25,93.625,87.875,92.625,9256
2018-07-25,81.25,81.25,90.125,76.5,89.94999694824219,58184
2018-07-26,75.125,75.125,82.5,74.375,82.5,36208
2018-07-27,79.75,79.75,83.0,74.0,74.875,26496
2018-07-30,73.75,73.75,79.75,72.125,79.0,32656
2018-07-31,74.5,74.5,78.0,72.375,73.25,11488
2018-08-01,76.125,76.125,76.125,73.625,74.5,3200
2018-08-02,78.125,78.125,79.875,74.25,74.625,3360
2018-08-03,77.5,77.5,78.875,75.2874984741211,78.4749984741211,3528
2018-08-06,75.625,75.625,76.875,73.75,76.75,3368
2018-08-07,76.75,76.75,76.75,75.125,75.625,2560
2018-08-08,76.375,76.375,77.5,75.0,76.375,3216
2018-08-09,78.875,78.875,82.125,75.875,77.0999984741211,5528
2018-08-10,81.375,81.375,84.23750305175781,79.125,79.375,23488
2018-08-13,78.5,78.5,79.75,75.88749694824219,78.75,5288
2018-08-14,75.0,75.0,78.7125015258789,72.875,78.5,11688
2018-08-15,70.875,70.875,74.73750305175781,70.0,74.7125015258789,5688
2018-08-16,76.75,76.75,76.875,72.625,72.625,6672
2018-08-17,64.125,64.125,75.75,63.125,75.75,19088
2018-08-20,67.75,67.75,69.625,66.375,66.625,15408
2018-08-21,71.5,71.5,71.625,65.0,68.375,15936
2018-08-22,71.0,71.0,71.25,68.125,71.25,9520
2018-08-23,70.0,70.0,72.125,69.0,70.25,5952
2018-08-24,67.625,67.625,69.125,63.375,68.625,19624
2018-08-27,76.25,76.25,98.375,65.125,68.25,80960
2018-08-28,77.0,77.0,97.0,69.875,74.875,54152
2018-08-29,82.5,82.5,83.32499694824219,77.625,81.75,7648
2018-08-30,79.375,79.375,83.125,78.875,83.125,6616
2018-08-31,79.75,79.75,81.0,78.125,80.75,3712
2018-09-04,80.5,80.5,88.5,79.0,79.0,9296
2018-09-05,76.625,76.625,83.5,76.625,83.5,5248
2018-09-06,73.875,73.875,77.44999694824219,72.875,77.125,6144
2018-09-07,75.125,75.125,75.125,70.75,73.125,4512
2018-09-10,73.75,73.75,75.0,72.0,74.5,4256
2018-09-11,78.75,78.75,78.75,73.375,75.625,4856
2018-09-12,78.375,78.375,80.75,77.51249694824219,77.875,6504
2018-09-13,81.25,81.25,82.0,78.75,78.75,8968
2018-09-14,78.125,78.125,83.5,77.75,83.25,9096
2018-09-17,81.0,81.0,81.625,77.625,77.625,2784
2018-09-18,80.125,80.125,81.0,78.375,81.0,1088
2018-09-19,85.375,85.375,85.375,79.3375015258789,81.75,1488
2018-09-20,83.75,83.75,86.875,83.375,86.875,4728
2018-09-21,80.0,80.0,85.0,78.375,85.0,6144
2018-09-24,76.75,76.75,81.625,76.75,80.0,3904
2018-09-25,78.375,78.375,81.0,77.125,77.125,3768
2018-09-26,75.125,75.125,79.75,75.125,79.375,4072
2018-09-27,76.25,76.25,78.1875,75.125,75.125,4352
2018-09-28,75.625,75.625,76.875,72.5,75.5625,4240
2018-10-01,69.625,69.625,78.5,69.375,77.5,4216
2018-10-02,67.5,67.5,72.625,66.5,70.0,4440
2018-10-03,69.375,69.375,72.625,67.625,68.625,4168
2018-10-04,69.75,69.75,73.0,67.125,68.75,2992
2018-10-05,68.25,68.25,71.125,68.25,69.5,1136
2018-10-08,55.0,55.0,68.75,52.25,67.625,15640
2018-10-09,66.875,66.875,67.5,56.875,56.875,13792
2018-10-10,62.5,62.5,68.5,58.75,67.5,4528
2018-10-11,63.75,63.75,64.25,58.375,63.125,3848
2018-10-12,61.875,61.875,65.625,61.875,63.5,2680
2018-10-15,60.125,60.125,62.5,58.75,60.625,13224
2018-10-16,61.0,61.0,62.5,59.25,61.25,22072
2018-10-17,61.5,61.5,62.5,59.375,60.625,23456
2018-10-18,62.0,62.0,63.125,60.625,62.0,2608
2018-10-19,60.875,60.875,64.0,60.125,62.5,4016
2018-10-22,62.0,62.0,63.5,61.0,62.625,4176
2018-10-23,59.625,59.625,62.5,58.75,60.125,10240
2018-10-24,59.125,59.125,62.5,58.0,59.875,8088
2018-10-25,57.0,57.0,60.25,57.0,57.5,4664
2018-10-26,58.625,58.625,60.9375,56.75,56.75,3240
2018-10-29,52.875,52.875,58.625,51.375,57.625,5528
2018-10-30,53.375,53.375,55.17499923706055,53.375,53.375,3408
2018-10-31,51.25,51.25,55.625,51.25,54.0,5384
2018-11-01,56.25,56.25,58.25,52.125,52.125,8128
2018-11-02,55.625,55.625,57.625,55.0,56.625,5000
2018-11-05,55.625,55.625,56.625,55.0,55.625,4640
2018-11-06,55.0,55.0,56.5,55.0,55.375,3408
2018-11-07,55.0,55.0,57.5,55.0,56.125,5912
2018-11-08,56.875,56.875,57.125,54.125,56.11249923706055,2640
2018-11-09,51.25,51.25,55.625,51.25,55.625,3896
2018-11-12,49.625,49.625,50.5,49.0,50.5,2384
2018-11-13,50.875,50.875,54.75,47.0,50.0,8736
2018-11-14,52.5,52.5,55.5,49.5,50.875,8032
2018-11-15,53.75,53.75,56.25,52.0,52.125,6016
2018-11-16,48.0,48.0,53.01250076293945,46.375,52.75,3808
2018-11-19,47.25,47.25,49.75,47.25,48.0,4704
2018-11-20,47.25,47.25,47.75,44.375,46.25,4016
2018-11-21,50.0,50.0,51.875,47.625,47.875,4520
2018-11-23,47.25,47.25,50.0,44.625,50.0,7568
2018-11-26,48.125,48.125,49.875,47.25,47.5,3832
2018-11-27,47.375,47.375,50.5,47.25,48.125,5360
2018-11-28,48.875,48.875,49.375,47.375,47.375,4496
2018-11-29,50.875,50.875,52.400001525878906,47.875,48.625,4872
2018-11-30,49.625,49.625,50.875,47.5,50.875,3656
2018-12-03,48.0,48.0,52.0,47.125,51.5,4480
2018-12-04,47.26250076293945,47.26250076293945,51.125,47.25,49.0,2872
2018-12-06,47.625,47.625,47.625,45.625,46.875,6296
2018-12-07,47.25,47.25,47.625,45.875,47.625,4464
2018-12-10,41.0,41.0,47.51250076293945,40.125,47.51250076293945,3976
2018-12-11,41.875,41.875,45.599998474121094,41.75,44.5,3704
2018-12-12,40.625,40.625,43.625,40.625,42.5,4800
2018-12-13,41.75,41.75,42.67499923706055,41.0,41.375,4736
2018-12-14,37.25,37.25,41.01250076293945,37.25,40.912498474121094,2832
2018-12-17,33.25,33.25,37.75,33.125,37.25,4080
2018-12-18,31.25,31.25,34.25,31.25,33.76250076293945,3120
2018-12-19,31.125,31.125,32.650001525878906,30.125,31.25,5080
2018-12-20,28.25,28.25,30.875,28.125,30.875,4856
2018-12-21,30.0,30.0,33.75,28.25,29.75,7656
2018-12-24,33.75,33.75,33.75,29.75,29.75,6152
2018-12-26,35.375,35.375,35.5,32.212501525878906,33.75,4880
2018-12-27,36.875,36.875,38.0625,33.54999923706055,34.25,10560
2018-12-28,38.125,38.125,38.5,34.75,36.25,6168
2018-12-31,38.0,38.0,39.5,35.375,36.25,5488
2019-01-02,41.125,41.125,41.25,37.5,37.875,2720
2019-01-03,43.625,43.625,43.75,37.875,40.625,6592
2019-01-04,44.375,44.375,44.75,41.75,44.0,2904
2019-01-07,46.75,46.75,47.25,43.0,45.0,6024
2019-01-08,46.625,46.625,47.0,45.25,46.25,3792
2019-01-09,47.5,47.5,47.76250076293945,45.75,46.75,3000
2019-01-10,48.25,48.25,48.25,46.0,48.0,3216
2019-01-11,49.375,49.375,49.375,45.75,48.25,8672
2019-01-14,45.375,45.375,49.5,45.375,48.0,2600
2019-01-15,48.25,48.25,48.75,46.375,46.375,3056
2019-01-16,49.375,49.375,49.375,47.5,48.375,1256
2019-01-17,48.75,48.75,50.0,48.75,49.375,2536
2019-01-18,53.625,53.625,53.75,49.75,49.75,4520
2019-01-22,53.875,53.875,54.787498474121094,51.5,52.375,3248
2019-01-23,57.5,57.5,57.5,53.875,54.1875,2440
2019-01-24,65.0,65.0,65.0,55.75,58.5,4464
2019-01-25,68.375,68.375,68.75,65.0,65.0,3200
2019-01-28,70.0,70.0,70.0,65.125,67.5,2248
2019-01-29,68.75,68.75,71.25,66.75,68.5,2096
2019-01-30,65.625,65.625,69.125,63.75,67.5,4000
2019-01-31,68.75,68.75,68.75,63.650001525878906,63.875,2552
2019-02-01,68.125,68.125,69.375,67.125,68.875,864
2019-02-04,68.73750305175781,68.73750305175781,69.875,66.375,69.25,2016
2019-02-05,69.375,69.375,69.5,67.5,68.0,1704
2019-02-06,66.625,66.625,69.375,66.625,69.375,1568
2019-02-07,66.875,66.875,68.0,66.0,68.0,1632
2019-02-08,68.125,68.125,69.375,66.375,67.5,1840
2019-02-11,67.5,67.5,68.875,66.5875015258789,68.875,1976
2019-02-12,66.25,66.25,68.75,66.25,68.75,2528
2019-02-13,65.0,65.0,67.625,65.0,66.4625015258789,1888
2019-02-14,62.625,62.625,67.375,62.625,65.875,1992
