run_id,asof_date,ticker,company_name_or_chinese_name_if_available,candidate_rank,composite_candidate_score,factor_pack_score,technical_timing_score,kdj_k,kdj_d,kdj_j,kdj_signal,kdj_risk_label,macd_dif,macd_dea,macd_histogram,macd_signal,macd_momentum_label,combined_oscillator_label,shadow_confirmation_score,shadow_risk_score,official_decision_impact
V18_40A_20260527_131532,2026-05-27,LPLA,,79,39.968,,64.0,13.9040,20.0997,1.5126,KDJ_NEUTRAL,KDJ_OVERSOLD,-7.1983,-3.7441,-3.4543,MACD_BELOW_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,U,,80,39.897302,,70.0,24.7898,29.1180,16.1333,KDJ_NEUTRAL,KDJ_NEUTRAL,0.5710,0.8952,-0.3242,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,ECL,,81,39.884,,72.0,2.2408,5.8075,-4.8926,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,-5.7249,-4.6512,-1.0738,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,AMD,,82,39.76,,50.0,86.7007,90.5311,79.0400,KDJ_NEUTRAL,KDJ_OVERBOUGHT,51.0033,46.9363,4.0670,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,SMTC,,83,39.742207,,40.0,79.7198,77.9884,83.1825,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,12.3401,11.0017,1.3384,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,CHPT,,84,39.708,,58.0,43.4939,48.8072,32.8673,KDJ_NEUTRAL,KDJ_NEUTRAL,0.0884,0.1435,-0.0551,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,BN,,85,39.616,,50.0,24.5648,36.0988,1.4968,KDJ_NEUTRAL,KDJ_NEUTRAL,0.4155,0.6662,-0.2507,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,ACMR,,86,39.484,,44.0,88.0605,86.5183,91.1451,KDJ_NEUTRAL,KDJ_OVERBOUGHT,3.8915,2.9679,0.9236,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,COHR,,87,39.428,,40.0,87.7680,84.1442,95.0157,KDJ_NEUTRAL,KDJ_OVERBOUGHT,25.2967,20.3391,4.9576,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,SEI,,88,39.144581,,50.0,43.8646,50.4845,30.6248,KDJ_NEUTRAL,KDJ_NEUTRAL,2.1936,3.1170,-0.9235,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,PWR,,89,39.0,,50.0,76.0793,81.2711,65.6958,KDJ_NEUTRAL,KDJ_OVERBOUGHT,49.4287,47.0490,2.3797,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,MPLX,,90,38.848,,50.0,65.5391,53.1297,90.3578,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.2555,-0.3369,0.0814,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,KLAC,,91,38.732,,58.0,75.9088,68.4587,90.8088,KDJ_NEUTRAL,KDJ_NEUTRAL,49.0438,52.1447,-3.1009,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,ETN,,92,38.628,,64.0,20.4255,27.5935,6.0894,KDJ_NEUTRAL,KDJ_NEUTRAL,3.8309,7.3357,-3.5049,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,SATS,,93,38.622888,,50.0,66.2690,70.8323,57.1423,KDJ_NEUTRAL,KDJ_NEUTRAL,4.2588,3.1796,1.0792,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,ASML,,94,38.62,,50.0,74.8640,77.8445,68.9032,KDJ_DEAD_CROSS,KDJ_NEUTRAL,39.6001,32.2468,7.3533,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,HUM,,95,38.48347,,40.0,90.0846,91.2549,87.7441,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,27.5228,23.9988,3.5240,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,RVMD,,96,38.438059,,40.0,74.4769,65.1187,93.1934,KDJ_NEUTRAL,KDJ_NEUTRAL,6.3117,7.0901,-0.7784,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,APH,,97,38.36,,72.0,18.9709,14.9987,26.9152,KDJ_NEUTRAL,KDJ_OVERSOLD,-3.8765,-1.6987,-2.1778,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,XYZ,,98,38.326374,,60.0,20.3658,26.4826,8.1322,KDJ_NEUTRAL,KDJ_NEUTRAL,0.8539,1.4970,-0.6431,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,IREN,,99,38.24,,50.0,48.4184,64.7910,15.6731,KDJ_NEUTRAL,KDJ_NEUTRAL,3.6011,3.4425,0.1586,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,WYFI,,100,38.017887,,50.0,70.2212,65.2534,80.1568,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,3.1547,2.6558,0.4989,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,WULF,,101,38.015944,,50.0,45.1145,41.8514,51.6405,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,0.8125,1.1448,-0.3322,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,VST,,102,37.98,,72.0,4.5570,11.5896,-9.5080,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,-4.1076,-2.0524,-2.0552,MACD_BELOW_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MIXED,1,1,NONE
V18_40A_20260527_131532,2026-05-27,QCOM,,103,37.856,,50.0,53.8052,72.2370,16.9417,KDJ_NEUTRAL,KDJ_NEUTRAL,19.4601,17.5322,1.9279,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,QSR,,104,37.694858,,70.0,17.4348,21.6888,8.9268,KDJ_NEUTRAL,KDJ_OVERSOLD,-0.4272,0.1125,-0.5398,MACD_NEUTRAL,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,XENE,,105,37.636994,,60.0,27.1442,26.7388,27.9549,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,-0.4216,-0.1027,-0.3189,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,MRVL,,106,37.476,,50.0,86.6405,82.7515,94.4186,KDJ_NEUTRAL,KDJ_OVERBOUGHT,13.8789,14.3161,-0.4372,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,TWST,,107,37.448987,,60.0,38.0819,26.0870,62.0717,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.7200,0.0766,-0.7967,MACD_NEUTRAL,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,GSG,,108,37.13243,,50.0,71.9241,74.9185,65.9352,KDJ_DEAD_CROSS,KDJ_NEUTRAL,0.6468,0.7002,-0.0535,MACD_DEAD_CROSS;MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-3,3,NONE
V18_40A_20260527_131532,2026-05-27,DELL,,109,37.096,,50.0,67.8293,72.3363,58.8153,KDJ_NEUTRAL,KDJ_NEUTRAL,16.6578,15.9630,0.6948,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,EQIX,,110,36.986178,,60.0,31.4344,36.3604,21.5824,KDJ_NEUTRAL,KDJ_NEUTRAL,5.2988,12.0381,-6.7393,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,NFLX,,111,36.892,,64.0,51.9949,42.9262,70.1323,KDJ_NEUTRAL,KDJ_NEUTRAL,-1.8894,-2.0150,0.1256,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,ARGT,,112,36.54,,50.0,41.1839,31.1927,61.1663,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.7621,-0.5881,-0.1740,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,RIOT,,113,36.503542,,40.0,55.3337,59.1486,47.7039,KDJ_NEUTRAL,KDJ_NEUTRAL,1.8875,1.9348,-0.0473,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,ROKU,,114,36.42039,,50.0,40.8958,43.1536,36.3803,KDJ_NEUTRAL,KDJ_NEUTRAL,4.1821,5.1671,-0.9850,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,ACM,,115,36.4,,68.0,12.6144,18.8945,0.0544,KDJ_NEUTRAL,KDJ_OVERSOLD,-3.5604,-2.4541,-1.1063,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,UNH,,116,36.332522,,50.0,52.0597,68.1744,19.8302,KDJ_NEUTRAL,KDJ_NEUTRAL,17.0689,19.5117,-2.4428,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,CRCL,,117,36.306363,,50.0,24.5624,33.0602,7.5668,KDJ_NEUTRAL,KDJ_NEUTRAL,3.2503,4.2203,-0.9700,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,MCK,,118,36.124,,64.0,53.9072,42.8627,75.9962,KDJ_NEUTRAL,KDJ_NEUTRAL,-26.9771,-29.6606,2.6835,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,VIST,,119,36.042571,,50.0,72.5164,70.1655,77.2182,KDJ_NEUTRAL,KDJ_NEUTRAL,1.9001,1.2384,0.6617,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,CEG,,120,36.02,,68.0,9.0588,25.0356,-22.8948,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,-3.9850,0.8715,-4.8565,MACD_NEUTRAL,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MIXED,1,1,NONE
V18_40A_20260527_131532,2026-05-27,JCI,,121,36.019782,,70.0,31.8954,39.1375,17.4111,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.0436,0.8787,-0.9223,MACD_NEUTRAL,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,DBVT,,122,35.851684,,70.0,17.9278,24.3287,5.1259,KDJ_NEUTRAL,KDJ_OVERSOLD,-0.4698,-0.3301,-0.1397,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,XPO,,123,35.726432,,60.0,56.3039,45.8396,77.2324,KDJ_NEUTRAL,KDJ_NEUTRAL,-1.5836,-0.9832,-0.6004,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,BLSH,,124,35.676937,,70.0,15.4739,21.2521,3.9176,KDJ_NEUTRAL,KDJ_OVERSOLD,-0.9392,-0.1014,-0.8378,MACD_BELOW_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,WLK,,125,35.644882,,70.0,9.2087,9.2206,9.1850,KDJ_NEUTRAL,KDJ_OVERSOLD,-6.4194,-5.2097,-1.2096,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,SOLS,,126,35.46783,,50.0,33.3106,44.1655,11.6007,KDJ_NEUTRAL,KDJ_NEUTRAL,0.7933,1.2766,-0.4833,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,NVT,,127,35.38,,50.0,72.5721,87.1564,43.4034,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,11.6259,11.0492,0.5767,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,SANM,,128,35.38,,50.0,69.9850,80.0865,49.7820,KDJ_NEUTRAL,KDJ_OVERBOUGHT,21.9612,22.2021,-0.2410,MACD_DEAD_CROSS;MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-2,3,NONE
V18_40A_20260527_131532,2026-05-27,EWZ,,129,35.290541,,70.0,16.7837,15.5963,19.1586,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-0.7687,-0.4154,-0.3533,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,IBIT,,130,35.270648,,60.0,29.9565,42.8007,4.2680,KDJ_NEUTRAL,KDJ_NEUTRAL,0.5742,0.9260,-0.3518,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,XLK,,131,35.248,,54.0,71.2359,73.5020,66.7038,KDJ_NEUTRAL,KDJ_NEUTRAL,7.1515,7.3908,-0.2393,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,AAL,,132,35.0,,50.0,42.9715,46.5043,35.9061,KDJ_NEUTRAL,KDJ_NEUTRAL,0.2308,0.2520,-0.0211,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,GOOG,,133,34.850946,,50.0,43.3178,62.1745,5.6043,KDJ_NEUTRAL,KDJ_NEUTRAL,16.0651,18.2990,-2.2339,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,TQQQ,,134,34.808,,50.0,,,,KDJ_NEUTRAL,KDJ_NEUTRAL,,,,MACD_NEUTRAL,MACD_NEUTRAL,OSCILLATOR_NOT_CALCULABLE,0,0,NONE
V18_40A_20260527_131532,2026-05-27,PTON,,135,34.719287,,60.0,17.5064,20.8631,10.7930,KDJ_NEUTRAL,KDJ_OVERSOLD,0.0864,0.1486,-0.0621,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,BKNG,,136,34.676,,72.0,16.4202,12.2699,24.7207,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-5.7252,-4.6284,-1.0968,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,PCT,,137,34.600968,,40.0,73.6035,80.7080,59.3947,KDJ_NEUTRAL,KDJ_OVERBOUGHT,1.4482,1.1975,0.2507,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,ANET,,138,34.552,,72.0,20.8234,19.2562,23.9578,KDJ_NEUTRAL,KDJ_OVERSOLD,-2.1227,1.2311,-3.3538,MACD_NEUTRAL,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,UPST,,139,34.519048,,70.0,49.6435,40.9142,67.1022,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.5259,-0.3241,-0.2018,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,CVNA,,140,34.321612,,70.0,14.4610,14.2245,14.9340,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-2.1694,-0.3625,-1.8069,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,APO,,141,34.232,,50.0,63.4137,69.5110,51.2191,KDJ_NEUTRAL,KDJ_NEUTRAL,3.8622,4.1695,-0.3073,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,BYND,,142,33.941802,,70.0,31.0936,21.6401,50.0005,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.0122,0.0054,-0.0176,MACD_NEUTRAL,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,KKR,,143,33.926012,,70.0,16.4646,18.2652,12.8632,KDJ_NEUTRAL,KDJ_OVERSOLD,-0.8301,0.2968,-1.1269,MACD_NEUTRAL,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,NRG,,144,33.908,,72.0,22.9484,14.2292,40.3870,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-7.5921,-5.8996,-1.6925,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,RNG,,145,33.77411,,50.0,39.7800,38.7895,41.7609,KDJ_NEUTRAL,KDJ_NEUTRAL,0.5864,0.9462,-0.3598,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,JD,,146,33.672735,,50.0,57.9755,61.3905,51.1455,KDJ_NEUTRAL,KDJ_NEUTRAL,0.7466,0.6205,0.1261,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,PTGX,,147,33.581955,,50.0,42.8908,48.4757,31.7210,KDJ_NEUTRAL,KDJ_NEUTRAL,0.0164,0.2519,-0.2354,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,USFD,,148,33.54238,,70.0,14.5302,12.9121,17.7664,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-2.7129,-2.0296,-0.6833,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,SFIX,,149,33.536378,,70.0,30.0557,22.4406,45.2859,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.1223,-0.0826,-0.0397,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,BABA,,150,33.46,,50.0,32.6475,41.9194,14.1035,KDJ_NEUTRAL,KDJ_NEUTRAL,0.7997,1.1878,-0.3881,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,WAB,,151,33.445361,,60.0,20.5602,27.1470,7.3865,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.2442,1.5013,-1.7456,MACD_NEUTRAL,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,CNM,,152,33.305342,,70.0,21.4631,19.0199,26.3493,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-1.0659,-0.8067,-0.2592,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,CRS,,153,33.247019,,50.0,28.8489,27.4224,31.7019,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,-0.6209,3.1660,-3.7869,MACD_NEUTRAL,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,TSM,,154,32.904,,50.0,54.0875,55.7547,50.7532,KDJ_DEAD_CROSS,KDJ_NEUTRAL,11.5132,12.3509,-0.8378,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-2,2,NONE
V18_40A_20260527_131532,2026-05-27,SNPS,,155,32.881778,,50.0,50.4129,53.1018,45.0353,KDJ_NEUTRAL,KDJ_NEUTRAL,13.4360,16.9969,-3.5609,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,VMC,,156,32.809491,,70.0,20.2414,14.6764,31.3714,KDJ_NEUTRAL,KDJ_OVERSOLD,-6.6342,-3.5113,-3.1229,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,PYPL,,157,32.785338,,70.0,25.9756,17.5698,42.7871,KDJ_NEUTRAL,KDJ_OVERSOLD,-1.0473,-0.6607,-0.3866,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,SHW,,158,32.689895,,70.0,29.5440,22.4659,43.7003,KDJ_NEUTRAL,KDJ_NEUTRAL,-6.7434,-5.7730,-0.9704,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
