ticker,yf_ticker,price_date,close,bb_mid_20,bb_upper_20_2,bb_lower_20_2,bb_percent_b,bb_bandwidth,bb_squeeze_flag,bb_status,rsi_14,rsi_status,kdj_k,kdj_d,kdj_j,kdj_status,volume_ratio_5_20,overheat_penalty,pullback_timing_bonus,breakout_confirmation_bonus,technical_timing_score,technical_signal,technical_warning_label,option_data_status,put_call_ratio,iv_rank_proxy,gamma_squeeze_status,gamma_squeeze_risk_label,official_decision_impact,vix_date,vix_close,vix_regime
ACM,ACM,2026-05-26,72.47,76.8465,88.8288,64.8642,0.3174,0.3119,False,BB_LOWER_HALF,34.7782,RSI_WEAK,43.9356,29.8642,72.0784,KDJ_NEUTRAL,1.3273,0,14,4,68.0,TECH_TIMING_WATCH_POSITIVE,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
HUBB,HUBB,2026-05-26,478.05,492.5335,540.9673,444.0997,0.3505,0.1967,False,BB_LOWER_HALF,40.661,RSI_WEAK,39.4816,24.5793,69.2862,KDJ_NEUTRAL,1.0536,0,14,0,64.0,TECH_TIMING_PULLBACK_WATCH,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
KEYS,KEYS,2026-05-26,355.74,351.284,371.7792,330.7888,0.6087,0.1167,False,BB_UPPER_HALF,58.3106,RSI_NEUTRAL,47.4358,42.8695,56.5685,KDJ_LOW_GOLDEN_CROSS,1.6231,0,8,4,62.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
AMKR,AMKR,2026-05-26,73.46,71.4475,79.0644,63.8306,0.6321,0.2132,True,BB_UPPER_HALF,57.7458,RSI_NEUTRAL,43.2469,34.8677,60.0052,KDJ_LOW_GOLDEN_CROSS,0.983,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
AMZN,AMZN,2026-05-26,265.29,267.304,275.8938,258.7142,0.3828,0.0643,True,BB_LOWER_HALF,56.6129,RSI_NEUTRAL,58.8763,50.6697,75.2895,KDJ_NEUTRAL,0.8152,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
CARR,CARR,2026-05-26,64.89,64.9355,69.0422,60.8288,0.4945,0.1265,False,BB_MID,53.5995,RSI_NEUTRAL,38.9444,32.2418,52.3495,KDJ_LOW_GOLDEN_CROSS,1.0457,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
CRWV,CRWV,2026-05-26,105.89,113.1857,133.4326,92.9389,0.3198,0.3578,False,BB_LOWER_HALF,47.5588,RSI_NEUTRAL,39.7523,33.7022,51.8524,KDJ_NEUTRAL,0.8602,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
ETR,ETR,2026-05-26,111.97,113.069,117.8617,108.2763,0.3853,0.0848,False,BB_LOWER_HALF,48.9048,RSI_NEUTRAL,67.9796,54.6672,94.6046,KDJ_NEUTRAL,0.8404,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
ICHR,ICHR,2026-05-26,72.73,69.6293,77.9185,61.34,0.687,0.2381,True,BB_UPPER_HALF,58.9119,RSI_NEUTRAL,48.9118,44.7763,57.1827,KDJ_LOW_GOLDEN_CROSS,0.9894,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
MCHP,MCHP,2026-05-26,98.05,95.2085,103.8319,86.5851,0.6648,0.1811,False,BB_UPPER_HALF,63.0689,RSI_STRONG,45.2199,33.3192,69.0214,KDJ_LOW_GOLDEN_CROSS,0.8402,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
POWL,POWL,2026-05-26,291.97,286.1925,327.9945,244.3905,0.5691,0.2921,False,BB_MID,59.0216,RSI_NEUTRAL,42.4817,38.2979,50.8492,KDJ_LOW_GOLDEN_CROSS,0.646,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
VRT,VRT,2026-05-26,323.91,339.1955,383.5238,294.8672,0.3276,0.2614,False,BB_LOWER_HALF,48.3941,RSI_NEUTRAL,20.8856,32.7448,-2.8328,KDJ_NEUTRAL,1.0947,0,8,0,58.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
D,D,2026-05-26,67.28,64.2235,69.2068,59.2402,0.8067,0.1552,False,BB_UPPER_HALF,63.6118,RSI_STRONG,78.3499,72.0675,90.9145,KDJ_NEUTRAL,1.3198,0,0,4,54.0,TECH_TIMING_NEUTRAL,NONE,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
MOD,MOD,2026-05-26,295.88,264.9645,299.374,230.555,0.9492,0.2597,False,BB_NEAR_UPPER,62.61,RSI_STRONG,49.1889,45.2846,56.9974,KDJ_LOW_GOLDEN_CROSS,1.4341,10,8,4,52.0,TECH_TIMING_NEUTRAL,BB_UPPER_CHASE_RISK,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,2026-05-27,16.8,VIX_NORMAL
