status,run_id,generated_at,snapshot_path,copied_file_count,missing_optional_count,missing_critical_count,copy_fail_count,validation_fail_count,v18_39a_status,v18_39b_status,v18_39c_status,total_signal_count,total_preview_row_count,total_scenario_capital_rows,current_fail_blocking_count,daily_run_usable,current_full_candidate_count,latest_signal_freeze_count,auto_trade,auto_sell,official_decision_impact,ranking_modified,factor_weights_modified,signal_freeze_ledger_modified,paper_trading_ledger_modified,shadow_portfolio_ledger_modified,account_state_modified,broker_api_used,order_execution_used,restore_script_generated,restore_script_executed
WARN_V18_39D_STABLE_SNAPSHOT_SIGNAL_PORTFOLIO_RISK_BASELINE_REVIEW_NEEDED,V18_39D_STABLE_SNAPSHOT_SIGNAL_PORTFOLIO_RISK_BASELINE_20260527_000334,2026-05-27T00:03:34,D:/us-tech-quant/archive/stable/V18_39D_signal_portfolio_risk_baseline_20260527_000334,35,0,0,0,0,OK_V18_39A_ALPHA_SIGNAL_OBJECT_LAYER_READY,OK_V18_39B_PORTFOLIO_TARGET_PREVIEW_READY,WARN_V18_39C_SHADOW_RISK_MODEL_PREVIEW_REVIEW_NEEDED,318,1832,20,0,TRUE,318,318,DISABLED,DISABLED,NONE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
