status,run_id,generated_at,snapshot_path,copied_file_count,missing_optional_count,missing_critical_count,copy_fail_count,validation_fail_count,v18_38a_status,v18_38b_status,v18_38c_r1_status,current_fail_blocking_count,daily_run_usable,forward_research_usable,current_full_candidate_count,latest_signal_freeze_count,auto_trade,auto_sell,official_decision_impact,ranking_modified,factor_weights_modified,signal_freeze_ledger_modified,paper_trading_ledger_modified,shadow_portfolio_ledger_modified,account_state_modified,broker_api_used,order_execution_used,restore_script_generated,restore_script_executed
WARN_V18_38D_STABLE_SNAPSHOT_RESEARCH_TRACKING_BASELINE_REVIEW_NEEDED,V18_38D_STABLE_SNAPSHOT_RESEARCH_TRACKING_BASELINE_20260526_225801,2026-05-26T22:58:01,D:/us-tech-quant/archive/stable/V18_38D_research_tracking_baseline_20260526_225801,37,0,0,0,0,OK_V18_38A_FORWARD_EVIDENCE_DASHBOARD_READY,OK_V18_38B_RESEARCH_EXPERIMENT_REGISTRY_READY,WARN_V18_38C_R1_COMMAND_STATUS_NORMALIZATION_REVIEW_NEEDED,0,TRUE,TRUE,318,318,DISABLED,DISABLED,NONE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
