STATUS: WARN_V18_38D_STABLE_SNAPSHOT_RESEARCH_TRACKING_BASELINE_REVIEW_NEEDED
MODE: STABLE_SNAPSHOT_ONLY_RESEARCH_TRACKING_BASELINE
RUN_ID: V18_38D_STABLE_SNAPSHOT_RESEARCH_TRACKING_BASELINE_20260526_225801
GENERATED_AT: 2026-05-26T22:58:01
SNAPSHOT_PATH: D:/us-tech-quant/archive/stable/V18_38D_research_tracking_baseline_20260526_225801
COPIED_FILE_COUNT: 37
MISSING_OPTIONAL_COUNT: 0
MISSING_CRITICAL_COUNT: 0
COPY_FAIL_COUNT: 0
VALIDATION_FAIL_COUNT: 0
V18_38A_STATUS: OK_V18_38A_FORWARD_EVIDENCE_DASHBOARD_READY
V18_38B_STATUS: OK_V18_38B_RESEARCH_EXPERIMENT_REGISTRY_READY
V18_38C_R1_STATUS: WARN_V18_38C_R1_COMMAND_STATUS_NORMALIZATION_REVIEW_NEEDED
CURRENT_FAIL_BLOCKING_COUNT: 0
DAILY_RUN_USABLE: TRUE
FORWARD_RESEARCH_USABLE: TRUE
CURRENT_FULL_CANDIDATE_COUNT: 318
LATEST_SIGNAL_FREEZE_COUNT: 318
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
OFFICIAL_DECISION_IMPACT: NONE
RANKING_MODIFIED: FALSE
FACTOR_WEIGHTS_MODIFIED: FALSE
SIGNAL_FREEZE_LEDGER_MODIFIED: FALSE
PAPER_TRADING_LEDGER_MODIFIED: FALSE
SHADOW_PORTFOLIO_LEDGER_MODIFIED: FALSE
ACCOUNT_STATE_MODIFIED: FALSE
BROKER_API_USED: FALSE
ORDER_EXECUTION_USED: FALSE
RESTORE_SCRIPT_GENERATED: TRUE
RESTORE_SCRIPT_EXECUTED: FALSE
