snapshot_date,ticker,source_file,position_status,shares,entry_price,current_price,cost_basis,market_value,unrealized_return_pct,max_return_since_entry_pct,drawdown_from_peak_pct,holding_days,technical_exit_signal,stop_loss_signal,take_profit_signal,trailing_stop_signal,event_exit_signal,overheat_exit_signal,exit_score,shadow_exit_action,shadow_exit_reason,official_decision_impact,auto_sell,auto_trade
2026-05-18,,,NO_OPEN_POSITION,,,,,,,,,,NONE,,,,,,0,NO_POSITION,NO_OPEN_POSITIONS_FOUND,NONE,DISABLED,DISABLED
