snapshot_date,ticker,source_file,position_status,shares,entry_date,entry_price,current_price,cost_basis,market_value,unrealized_return_pct,max_return_since_entry_pct,drawdown_from_peak_pct,holding_days,lifecycle_stage,original_buy_reason,current_buy_reason_still_valid,technical_exit_action,combined_shadow_exit_action,lifecycle_exit_score,lifecycle_exit_action,lifecycle_exit_reason,final_shadow_exit_action,final_shadow_exit_reason,official_decision_impact,auto_sell,auto_trade
2026-05-18,,,NO_OPEN_POSITION,,,,,,,,,,,UNKNOWN,,UNKNOWN,NO_POSITION,NO_POSITION,0,NO_POSITION,NO_OPEN_POSITIONS_FOUND,NO_POSITION,NO_OPEN_POSITIONS_FOUND,NONE,DISABLED,DISABLED
