ticker,old_tier,new_tier,tier_action,promotion_score,demotion_score,promotion_reason,demotion_reason,data_sufficiency_status,scan_status,promotion_candidate_flag,demotion_candidate_flag,cap_limited,first_run_conservative_limit_applied,is_position,protected_position,same_day_core_promotion_guard,core_promotion_allowed_this_run,updated_state,failed_reason
CLH,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,20,135,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;below_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CLS,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CLSK,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
CMG,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-20,140,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;above_ma20;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CNM,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-20,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
COF,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
COGT,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
COHR,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,210,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
COHU,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,175,10,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma60;above_ma120,below_ma20,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CORZ,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,210,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CPAY,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,195,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
CPNG,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRCL,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,210,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRDO,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,160,25,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120,relative_strength_vs_qqq_negative;below_ma20,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRH,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRM,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRS,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRWD,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CRWV,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CSCO,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CSGP,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
CVNA,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
D,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,-10,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;below_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
DAKT,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,0,110,full_history;full_light_metrics;ret_20d_positive;ret_60d_negative;ret_120d_positive;below_ma60;demotion_candidate,demotion_candidate;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
DAL,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,195,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
DASH,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
DB,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,130,30,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_negative;ret_120d_negative;above_ma20;above_ma60;early_uptrend,ret_60d_negative;relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
DBVT,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-20,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
DDOG,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
DELL,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
DIS,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,60,40,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;above_ma20;above_ma60,ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
DOCU,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,175,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_negative;above_ma20;above_ma60;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
DUOL,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,60,40,full_history;full_light_metrics;ret_20d_positive;ret_60d_negative;ret_120d_negative;above_ma60,ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
ECL,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
EEM,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,195,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
ENPH,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
ENTG,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
EQIX,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
EQT,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-20,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
ET,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,195,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
ETN,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
ETR,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
EWY,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,210,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
EWZ,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-10,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;below_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FCNCA,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,140,30,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_negative;ret_120d_positive;above_ma20;above_ma60;early_uptrend,ret_60d_negative;relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FIGR,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-10,110,full_history;full_light_metrics;ret_20d_positive;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FIX,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,210,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
FLEX,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FLR,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-20,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_positive;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FLS,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FLUT,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-30,150,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma20;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FN,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,195,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
FORM,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,50,115,full_history;full_light_metrics;ret_20d_negative;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120;demotion_candidate,demotion_candidate;ret_20d_negative;relative_strength_vs_qqq_negative;below_ma20;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
FWONK,CANDIDATE,CANDIDATE,CAP_LIMITED_NO_PROMOTION,185,15,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_negative;above_ma20;above_ma60;above_ma120;strong_uptrend,relative_strength_vs_qqq_negative,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
GEHC,CANDIDATE,STRONG_WATCH,DEMOTED_TO_STRONG_WATCH,-20,140,full_history;full_light_metrics;ret_20d_negative;ret_60d_negative;ret_120d_negative;above_ma20;below_ma60;demotion_candidate,demotion_candidate;ret_20d_negative;ret_60d_negative;relative_strength_vs_qqq_negative;below_ma60;weak_downtrend,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
GEMI,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,115,35,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_negative;ret_120d_negative;relative_strength_vs_qqq_positive;above_ma20;below_ma60;early_uptrend,ret_60d_negative;below_ma60,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
GEV,CANDIDATE,CANDIDATE,KEPT_SAME_TIER,160,25,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;above_ma60;above_ma120,relative_strength_vs_qqq_negative;below_ma20,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
GLW,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,210,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
GNRC,CORE_DAILY,CORE_DAILY,KEPT_SAME_TIER,220,0,promotion_candidate;full_history;full_light_metrics;ret_20d_positive;ret_60d_positive;ret_120d_positive;relative_strength_vs_qqq_positive;relative_strength_vs_smh_positive;above_ma20;above_ma60;above_ma120;strong_uptrend,,FULL_HISTORY_AVAILABLE,SCANNED_FULL_LIGHT_METRICS,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,
