TOTAL_UNIVERSE_COUNT,COVERAGE_WINDOW_TRADING_DAYS,DAILY_MIN_SCAN_COUNT,TODAY_ROLLING_SCAN_COUNT,SCANNED_TICKER_COUNT,COVERAGE_TARGET_MET,COVERAGE_SHORTFALL_COUNT,SCANNED_LAST_1D_COUNT,SCANNED_LAST_5D_COUNT,OVERDUE_SCAN_COUNT,LOW_PRIORITY_SCAN_DEFERRED_COUNT,SCAN_LIMIT_REASON
325,5,65,45,45,FALSE,20,135,135,0,0,ESTIMATED_PLAN_COST_LIMIT
