evidence_source_path,evidence_source_type,evidence_modified_time,scan_date,scanned_ticker_count,unique_scanned_ticker_count,duplicate_within_day_count,evidence_file_valid,scan_day_valid,evidence_quality_status,rejection_reason,contributes_to_distinct_scan_day_count
D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,UNIVERSE_ROLLING_STATE,2026-05-20T15:13:40,2026-05-20,65,65,0,TRUE,TRUE,VALID_DISTINCT_SCAN_DAY_CONTRIBUTOR,,TRUE
D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,UNIVERSE_ROLLING_STATE,2026-05-20T15:13:40,2026-05-19,69,69,0,TRUE,TRUE,VALID_DISTINCT_SCAN_DAY_CONTRIBUTOR,,TRUE
D:\us-tech-quant\outputs\v18\universe\V18_16A_CURRENT_UNIVERSE_ROLLING_STATE_AUDIT.csv,UNIVERSE_ROLLING_STATE,2026-05-20T15:13:36,,0,0,0,FALSE,FALSE,REJECTED_NO_DATED_TICKER_EVIDENCE,NO_SCAN_DATE_OR_TICKER_ROWS,FALSE
D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,UNIVERSE_ROLLING_STATE,2026-05-20T15:13:40,2026-05-20,65,65,0,TRUE,TRUE,VALID_DUPLICATE_EVIDENCE_FOR_EXISTING_SCAN_DAY,,FALSE
D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,UNIVERSE_ROLLING_STATE,2026-05-20T15:13:40,2026-05-19,69,69,0,TRUE,TRUE,VALID_DUPLICATE_EVIDENCE_FOR_EXISTING_SCAN_DAY,,FALSE
D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv,ROLLING_SCAN_PLAN,2026-05-20T15:13:37,2026-05-20,65,65,0,TRUE,TRUE,VALID_DUPLICATE_EVIDENCE_FOR_EXISTING_SCAN_DAY,,FALSE
D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv,ROLLING_SCAN_PLAN,2026-05-20T15:13:37,2026-05-20,65,65,0,TRUE,TRUE,VALID_DUPLICATE_EVIDENCE_FOR_EXISTING_SCAN_DAY,,FALSE
D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv,ROLLING_SCAN_PLAN,2026-05-19T12:24:41,2026-05-19,57,57,0,TRUE,TRUE,VALID_DUPLICATE_EVIDENCE_FOR_EXISTING_SCAN_DAY,,FALSE
D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv,ROLLING_SCAN_PLAN,2026-05-19T12:24:41,2026-05-19,57,57,0,TRUE,TRUE,VALID_DUPLICATE_EVIDENCE_FOR_EXISTING_SCAN_DAY,,FALSE
