input_order,raw_ticker,ticker,source_tag,initial_tier,is_blank_or_invalid,is_duplicate_in_manual_file,existed_before,final_present,final_tier,source_tag_added,validation_status,note
162,NI,NI,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
163,NOW,NOW,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
164,NRG,NRG,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
165,NTRA,NTRA,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
166,NU,NU,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
167,NUVB,NUVB,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
168,NVAX,NVAX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
169,NVDA,NVDA,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CORE_DAILY,TRUE,PASS,user_manual_large_universe_addition
170,OC,OC,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
171,OKTA,OKTA,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
172,OLMA,OLMA,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
173,OLPX,OLPX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
174,ON,ON,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
175,OPCH,OPCH,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
176,ORCL,ORCL,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
177,PATH,PATH,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
178,PCOR,PCOR,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
179,PCT,PCT,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
180,PDD,PDD,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
181,PFGC,PFGC,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
182,PGNY,PGNY,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
183,PI,PI,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
184,PINS,PINS,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
185,PLUG,PLUG,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
186,PM,PM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
187,PONY,PONY,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
188,PSIX,PSIX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
189,PTGX,PTGX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
190,PTON,PTON,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
191,PUMP,PUMP,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
192,PYPL,PYPL,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
193,QCOM,QCOM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
194,QQQ,QQQ,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
195,QS,QS,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
196,QSR,QSR,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
197,RBLX,RBLX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
198,RDDT,RDDT,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
199,RERE,RERE,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
200,RH,RH,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
201,RIOT,RIOT,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
202,RKT,RKT,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
203,RNG,RNG,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
204,ROKU,ROKU,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
205,RSP,RSP,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
206,RTX,RTX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
207,RVMD,RVMD,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
208,SATS,SATS,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
209,SCHW,SCHW,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
210,SCCO,SCCO,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
211,SE,SE,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
212,SEI,SEI,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
213,SFIX,SFIX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
214,SFM,SFM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
215,SHOP,SHOP,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
216,SHW,SHW,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
217,SITM,SITM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CORE_DAILY,TRUE,PASS,user_manual_large_universe_addition
218,SMH,SMH,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
219,SMTC,SMTC,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
220,SNDK,SNDK,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
221,SNOW,SNOW,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
222,SNPS,SNPS,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
223,SOLS,SOLS,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
224,SPOT,SPOT,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
225,SPY,SPY,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
226,STG,STG,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
227,STM,STM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CORE_DAILY,TRUE,PASS,user_manual_large_universe_addition
228,STUB,STUB,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
229,STX,STX,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
230,TEAM,TEAM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
231,TER,TER,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
232,TEVA,TEVA,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
233,TIGR,TIGR,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
234,TLN,TLN,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
235,TSLA,TSLA,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
236,TSM,TSM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
237,TSEM,TSEM,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CORE_DAILY,TRUE,PASS,user_manual_large_universe_addition
238,TTD,TTD,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
239,TTMI,TTMI,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
240,TTWO,TTWO,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
241,TWLO,TWLO,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
242,TWST,TWST,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
243,TXN,TXN,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
244,U,U,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
245,UAL,UAL,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
246,UBER,UBER,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
247,UNH,UNH,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
248,UPST,UPST,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
249,USFD,USFD,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
250,V,V,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
251,VEEV,VEEV,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
252,VIAV,VIAV,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CORE_DAILY,TRUE,PASS,user_manual_large_universe_addition
253,VIST,VIST,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
254,VMC,VMC,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
255,VRT,VRT,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CORE_DAILY,TRUE,PASS,user_manual_large_universe_addition
256,VST,VST,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
257,WAB,WAB,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
258,WDC,WDC,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
259,WDAY,WDAY,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
260,WHR,WHR,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
261,WING,WING,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
262,WLK,WLK,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
263,WOLF,WOLF,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
264,WULF,WULF,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
265,WVE,WVE,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
266,WWD,WWD,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
267,WYFI,WYFI,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
268,XENE,XENE,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
269,XLF,XLF,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
270,XPO,XPO,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
271,XYZ,XYZ,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
272,YPF,YPF,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
273,Z,Z,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
274,ZG,ZG,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
275,ZS,ZS,MANUAL_EXPANSION_20260519,RESEARCH,FALSE,FALSE,TRUE,TRUE,CANDIDATE,TRUE,PASS,user_manual_large_universe_addition
