selected_total_universe_count,max_source_universe_count,required_daily_scan_count,recovery_plan_day_count,recovery_plan_ticker_count,expected_unique_coverage_after_recovery_plan_selected_universe,expected_shortfall_after_recovery_plan_selected_universe,expected_unique_coverage_after_recovery_plan_max_source_universe,expected_shortfall_after_recovery_plan_max_source_universe,recovery_plan_fully_solves_selected_universe,recovery_plan_fully_solves_max_source_universe,universe_count_source_disagreement,advisory_only,notes
324,325,65,5,324,324,0,324,1,TRUE,FALSE,TRUE,TRUE,MAX_SOURCE_OUTCOME_REMAINS_CONSERVATIVE_WHEN_SOURCE_COUNTS_DISAGREE
