ticker,scan_day_count,scan_dates,duplicate_count,latest_scan_date,duplicate_reason
AAPL,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ACLS,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ACM,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ACMR,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
AEHR,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ALAB,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
AMAT,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
AMD,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
AMKR,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
AMZN,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ANET,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
APH,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ARM,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
ASML,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
AVGO,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
BE,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
BTDR,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
CAMT,2,2026-05-20;2026-05-19,1,2026-05-20,SCANNED_ON_MULTIPLE_DAYS_WITHIN_CURRENT_5DAY_WINDOW
