metric,value,expected,status,notes
R27G_STATUS,OK_V18_25A_R27G_STAGED_VALIDATION_MERGE_PLAN_READY,OK_V18_25A_R27G_STAGED_VALIDATION_MERGE_PLAN_READY,OK,
EXPECTED_TICKER_MATCH,TRUE,TRUE,OK,
MERGE_ALLOWED_COUNT,2,2,OK,
FACTOR_APPEND_COUNT,2,2,OK,
FACTOR_UPDATE_COUNT,0,0,OK,
TECHNICAL_APPEND_COUNT,2,2,OK,
TECHNICAL_UPDATE_COUNT,0,0,OK,
POST_VALIDATE_FAIL_COUNT,0,0,OK,
