factor_pack_rank,ticker,factor_pack_score,latest_price_date,latest_close,ret_5d,ret_20d,ret_60d,ret_120d,volume_ratio_5_20,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F010_XSEC_COMPOSITE_RANK,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,shadow_side_hint
,AMC,36.521931,2026-05-21,1.559999942779541,0.164179,-0.065868,0.344828,-0.321739,0.889458,8.95525,0.0,25.963867,23.568863,36.521931,34.102967,0.0,,,STAGED_R25B_RECOMPUTE
,APLD,70.906341,2026-05-21,48.02000045776367,0.028045,0.321045,0.651307,0.925421,1.045437,42.98875,23.985,36.362467,89.272054,70.906341,85.890933,23.985,,,STAGED_R25B_RECOMPUTE
,BW,88.803,2026-05-21,20.540000915527344,-0.032045,0.311622,1.249726,2.28115,1.355399,58.01125,44.015,57.0266,100.0,88.803,100.0,44.015,,,STAGED_R25B_RECOMPUTE
,BYND,32.354505,2026-05-21,0.7889999747276306,-0.018657,-0.169474,-0.010038,-0.226471,0.462202,54.66425,33.333333,0.0,20.27813,32.354505,25.4497,33.333333,,,STAGED_R25B_RECOMPUTE
,COGT,26.805757,2026-05-21,32.58000183105469,-0.04709,-0.098506,-0.184889,-0.193365,1.309424,61.7725,33.333333,53.9616,11.835647,26.805757,20.724867,33.333333,,,STAGED_R25B_RECOMPUTE
,CVNA,33.304029,2026-05-21,64.38999938964844,-0.073925,-0.201156,-0.03864,-0.099012,0.90998,68.48125,33.333333,27.332,2.825344,33.304029,28.744933,33.333333,,,STAGED_R25B_RECOMPUTE
,DBVT,37.12921,2026-05-21,18.56999969482422,-0.064012,-0.039814,-0.164642,0.438977,0.734244,66.003,33.333333,15.616267,28.461135,37.12921,42.477833,33.333333,,,STAGED_R25B_RECOMPUTE
,FCNCA,36.842606,2026-05-21,1989.47998046875,0.026802,0.006633,-0.003117,0.052718,0.954491,43.2995,33.333333,30.2994,34.388523,36.842606,34.9867,33.333333,,,STAGED_R25B_RECOMPUTE
,HOOD,29.223797,2026-05-21,75.91999816894531,-0.059232,-0.091214,-0.020766,-0.4078,0.739224,64.808,33.333333,15.948267,22.095404,29.223797,19.0478,33.333333,,,STAGED_R25B_RECOMPUTE
,HTZ,49.787108,2026-05-21,5.059999942779541,-0.132075,-0.142373,0.144796,-0.011719,0.694524,83.01875,77.358333,12.968267,16.853089,49.787108,37.769233,77.358333,,,STAGED_R25B_RECOMPUTE
,INSM,19.978097,2026-05-21,109.52999877929688,-0.052673,-0.238476,-0.26297,-0.464427,0.885793,63.16825,33.333333,25.719533,0.0,19.978097,9.086767,33.333333,,,STAGED_R25B_RECOMPUTE
,NVAX,38.595301,2026-05-21,8.979999542236328,-0.039572,0.10184,-0.057713,0.292086,0.747032,59.893,33.333333,16.4688,46.012956,38.595301,41.145767,33.333333,,,STAGED_R25B_RECOMPUTE
,OKTA,39.44895,2026-05-21,90.19000244140625,0.11277,0.186086,0.235395,0.119538,1.047657,21.8075,0.0,36.510467,65.825717,39.44895,45.164433,0.0,,,STAGED_R25B_RECOMPUTE
,OLMA,13.891487,2026-05-21,13.944999694824219,0.009045,-0.091531,-0.421369,-0.50409,0.989121,47.73875,33.333333,32.608067,18.244128,13.891487,2.4847,33.333333,,,STAGED_R25B_RECOMPUTE
,OLPX,56.484429,2026-05-21,2.0299999713897705,0.0,0.0,0.230303,0.8125,1.12211,50.0,33.333333,41.474,33.333333,56.484429,68.093433,33.333333,,,STAGED_R25B_RECOMPUTE
,OPCH,19.103666,2026-05-21,21.559999465942383,0.080702,-0.244569,-0.358333,-0.304965,0.730765,29.8245,33.333333,15.384333,3.546256,19.103666,11.2234,33.333333,,,STAGED_R25B_RECOMPUTE
,PATH,29.225662,2026-05-21,10.364999771118164,0.071872,0.027255,0.042757,-0.237307,1.088476,32.032,9.376,39.231733,38.277736,29.225662,26.848333,9.376,,,STAGED_R25B_RECOMPUTE
,PCOR,25.730134,2026-05-21,45.7401008605957,-0.017398,-0.143444,-0.13371,-0.380467,0.66882,54.3495,33.333333,11.254667,17.343631,25.730134,16.1941,33.333333,,,STAGED_R25B_RECOMPUTE
,PCT,56.502421,2026-05-21,11.670000076293945,-0.058111,0.614108,0.315671,0.364912,0.990772,64.52775,52.703667,32.718133,100.0,56.502421,56.019433,52.703667,,,STAGED_R25B_RECOMPUTE
,PDD,30.217106,2026-05-21,96.44000244140625,0.008998,-0.013603,-0.097848,-0.167185,0.894204,47.7505,33.333333,26.280267,31.306024,30.217106,24.4989,33.333333,,,STAGED_R25B_RECOMPUTE
,PFGC,37.551207,2026-05-21,94.55000305175781,-0.023143,0.047994,0.003183,-0.016436,0.762197,55.78575,41.047667,17.4798,39.430147,37.551207,32.891567,41.047667,,,STAGED_R25B_RECOMPUTE
,PGNY,35.063445,2026-05-21,24.809999465942383,0.084827,0.404075,0.16315,-0.070787,0.851269,28.79325,5.057667,23.417933,90.662754,35.063445,36.4121,5.057667,,,STAGED_R25B_RECOMPUTE
,PI,39.13207,2026-05-21,142.6199951171875,-0.013898,0.17936,0.136233,-0.174701,0.734141,53.4745,37.966,15.6094,55.279255,39.13207,32.051067,37.966,,,STAGED_R25B_RECOMPUTE
,PINS,35.367012,2026-05-21,18.780000686645508,-0.013137,-0.051036,0.068867,-0.265546,0.672729,53.28425,37.712333,11.515267,27.6111,35.367012,26.777367,37.712333,,,STAGED_R25B_RECOMPUTE
,PLUG,77.99902,2026-05-21,3.765000104904175,-0.006596,0.183962,0.971204,0.901515,0.811734,51.649,35.532,20.782267,58.221368,77.99902,95.7573,35.532,,,STAGED_R25B_RECOMPUTE
,PM,39.116164,2026-05-21,188.8300018310547,-0.015793,0.116083,-0.005111,0.206659,0.918667,53.94825,33.333333,27.911133,51.106937,39.116164,40.0516,33.333333,,,STAGED_R25B_RECOMPUTE
,PSIX,14.793986,2026-05-21,38.619998931884766,-0.064891,-0.506328,-0.595644,-0.265919,0.7193,66.22275,33.333333,14.62,0.0,14.793986,4.614567,33.333333,,,STAGED_R25B_RECOMPUTE
,PTGX,46.454887,2026-05-21,100.05000305175781,-0.052108,-0.025044,0.14868,0.110803,0.695265,63.027,50.702667,13.017667,30.431297,46.454887,41.982767,50.702667,,,STAGED_R25B_RECOMPUTE
,PTON,41.798217,2026-05-21,5.074999809265137,-0.02027,0.025253,0.231796,-0.244792,0.728443,55.0675,40.09,15.229533,36.399229,41.798217,32.900133,40.09,,,STAGED_R25B_RECOMPUTE
,PUMP,64.174711,2026-05-21,16.94499969482422,-0.002061,0.006833,0.454506,0.798832,0.866194,50.51525,34.020333,24.412933,34.319784,64.174711,75.111267,34.020333,,,STAGED_R25B_RECOMPUTE
,PYPL,29.463345,2026-05-21,44.1349983215332,-0.020093,-0.112864,-0.067308,-0.286188,0.747464,55.02325,33.333333,16.4976,19.273037,29.463345,21.550133,33.333333,,,STAGED_R25B_RECOMPUTE
,QS,40.451703,2026-05-21,7.989999771118164,-0.07093,0.078273,0.136558,-0.338576,0.734616,67.7325,56.976667,15.641067,42.916766,40.451703,26.5994,56.976667,,,STAGED_R25B_RECOMPUTE
,QSR,41.737146,2026-05-21,75.20500183105469,-0.016156,-0.074172,0.112171,0.041332,0.539603,54.039,38.718667,2.6402,26.662761,41.737146,38.4501,38.718667,,,STAGED_R25B_RECOMPUTE
,RBLX,17.579346,2026-05-21,46.47999954223633,0.063129,-0.161767,-0.317174,-0.49876,0.779116,34.21775,33.333333,18.607733,12.327457,17.579346,6.135533,33.333333,,,STAGED_R25B_RECOMPUTE
,RERE,31.709369,2026-05-21,5.005000114440918,0.112222,0.071734,-0.180851,0.119687,2.04101,21.9445,33.333333,100.0,57.734969,31.709369,31.294533,33.333333,,,STAGED_R25B_RECOMPUTE
,RH,23.946703,2026-05-21,132.7100067138672,0.037851,-0.03896,-0.278789,-0.167649,1.141668,40.53725,33.333333,42.777867,25.920102,23.946703,18.452067,33.333333,,,STAGED_R25B_RECOMPUTE
,RIOT,61.258856,2026-05-21,24.6299991607666,0.000406,0.352554,0.442037,0.64639,0.684356,49.8985,33.198,12.2904,73.545408,61.258856,69.614233,33.198,,,STAGED_R25B_RECOMPUTE
,RKT,23.369415,2026-05-21,13.385000228881836,-0.062675,-0.124018,-0.22764,-0.321935,1.023194,65.66875,33.333333,34.8796,12.184254,23.369415,15.014167,33.333333,,,STAGED_R25B_RECOMPUTE
