ticker,force_eligible,classification,selection_reason,selected,last_success_scan_date,last_scan_status,last_scan_run_id,attempt_scan_count,success_scan_count
FLUT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
FN,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
FORM,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
FWONK,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GEHC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GEMI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GEV,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
GLW,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
GNRC,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
GOOG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GOOGL,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
GRAB,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GSG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
GT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HIVE,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HLT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HOOD,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HPE,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
HTZ,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HUBB,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
HUBS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HUM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
HUT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
IBIT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ICHR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
IGV,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
INFY,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
INSM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
INTC,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
IRDM,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
IREN,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
ISRG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
IWM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
IYW,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
JBL,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
JBS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
JCI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
JD,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
JFROG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
JHX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
KEYS,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
KKR,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
KLAC,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
KLAR,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
KLIC,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
KNX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
KRC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
KVYO,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
KWEB,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LBRT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LCID,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LHX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LIN,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LINE,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LITE,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
LPLA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LRCX,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
LSCC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LYB,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
LYFT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MCHP,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MCK,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MDB,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MELI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
META,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MKSI,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MNTN,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MOD,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MOH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MPLX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MPW,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MPWR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MRVL,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MSFT,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
MTSI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MTZ,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
MU,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
NAMS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NET,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
NFLX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NOW,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
NRG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NTAP,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
NTRA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NU,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NUVB,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NVAX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
NVDA,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
NVT,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
NXPI,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
OC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
OKTA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
OLMA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
OLPX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ON,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
OPCH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ORCL,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
PANW,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
PATH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PCOR,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PCT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PDD,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PFGC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PGNY,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PINS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PLTR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
PLUG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
PM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
