ticker,last_success_scan_date,last_scan_status,failure_reason,stale_reason
APP,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
ARGT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
AXON,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BABA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BAC,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BALL,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BIDU,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BITF,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BKNG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BLSH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BLTE,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BN,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BSX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BW,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
BYND,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CAI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CART,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CDNS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CDTX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CFLT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CHPT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CHRW,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CHYM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CLF,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CLH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CLSK,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CMG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
COG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
COGT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CRCL,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
CVNA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
DBVT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
FCNCA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
FIGR,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
GEMI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
HOOD,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
HTZ,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
INSM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
JBS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
JFROG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
KLAR,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
LINE,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
LPLA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
LSCC,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
LYB,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
LYFT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MCK,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MELI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MNTN,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MOH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MPLX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MPW,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MTSI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
MTZ,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NAMS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NFLX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NRG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NTRA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NU,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NUVB,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
NVAX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
OC,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
OKTA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
OLMA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
OLPX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
OPCH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PATH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PCOR,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PCT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PDD,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PFGC,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PGNY,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PINS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PLUG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PONY,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PSIX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PTGX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PTON,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PUMP,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
PYPL,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
QS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
QSR,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RBLX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RDDT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RERE,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RIOT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RKT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RNG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
ROKU,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RSP,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RTX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
RVMD,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SATS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SCCO,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SCHW,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SE,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SEI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SFIX,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SFM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SHOP,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SHW,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SITM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SMTC,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SNPS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SOLS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
SPOT,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
STG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
STM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
STUB,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TEAM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TEVA,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TICKERS,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TIGR,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TLN,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TSEM,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TTD,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TTMI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TTWO,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TWLO,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
TWST,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
U,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
UAL,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
UBER,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
UNH,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
UPST,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
USFD,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
V,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
VECO,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
VEEV,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
VIAV,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
VIST,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
VMC,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WAB,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WDAY,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WHR,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WING,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WLK,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WOLF,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WULF,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WVE,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WWD,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
WYFI,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
XENE,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
XLF,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
XLK,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
XPO,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
XYZ,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
YPF,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
Z,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
ZG,,SKIPPED_NO_LOCAL_DATA,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,NEVER_SUCCESS
