ticker,canonical_universe_present,first_seen_date,last_attempt_scan_timestamp,last_success_scan_timestamp,last_success_scan_date,last_scan_status,last_scan_run_id,success_scan_count,attempt_scan_count,local_price_available,factor_pack_available,technical_timing_available,full_history_ready,failure_reason,source_notes
MKSI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MNTN,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MOD,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MOH,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MPLX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MPW,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MPWR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MRVL,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MSFT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MTSI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MTZ,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
MU,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NAMS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NET,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NFLX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NOW,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NRG,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NTAP,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NTRA,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NU,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NUVB,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NVAX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NVDA,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NVT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
NXPI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
OC,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
OKTA,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
OLMA,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
OLPX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
ON,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
OPCH,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
ORCL,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PANW,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PATH,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PCOR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PCT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PDD,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PFGC,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PGNY,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PINS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PLTR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PLUG,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PONY,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
POWL,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PSIX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PSTG,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PTGX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PTON,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PUMP,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PWR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
PYPL,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
QCOM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
QQQ,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
QS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
QSR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RBLX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RDDT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RERE,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RH,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RIOT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RKT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RNG,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
ROKU,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RSP,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RTX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
RVMD,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SANM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SATS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SCCO,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SCHW,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SE,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SEI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SFIX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SFM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SHOP,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SHW,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SITM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SMCI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SMH,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SMTC,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SNDK,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SNOW,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SNPS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SOLS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SOXL,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SOXX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SPOT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
SPY,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
STG,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
STM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
STUB,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
STX,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TEAM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TER,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TEVA,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TICKERS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TIGR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TLN,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TQQQ,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TSEM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TSLA,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TSM,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TTD,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TTMI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TTWO,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TWLO,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TWST,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
TXN,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
U,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
UAL,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
UBER,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
UNH,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
UPST,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
USFD,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
V,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VECO,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VEEV,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VIAV,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VIST,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VMC,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VRT,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
VST,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WAB,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WDAY,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WDC,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WHR,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WING,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WLK,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WOLF,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WULF,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WVE,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WWD,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
WYFI,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
XENE,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
XLF,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
XLK,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
XPO,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
XYZ,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
YPF,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
Z,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
ZG,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
ZS,TRUE,2026-05-21,,,,NEVER_SCANNED,,0,0,FALSE,FALSE,FALSE,FALSE,,
