ticker,source_name,source_path,evidence_type,present,notes
GRAB,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GRAB,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GRAB,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GRAB,price_cache,state/v18/price_cache/GRAB.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
GS,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GS,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GS,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GS,price_cache,state/v18/price_cache/GS.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
GSG,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GSG,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GSG,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GSG,price_cache,state/v18/price_cache/GSG.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
GT,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GT,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GT,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
GT,price_cache,state/v18/price_cache/GT.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
HIVE,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HIVE,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HIVE,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HIVE,price_cache,state/v18/price_cache/HIVE.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
HLT,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HLT,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HLT,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HLT,price_cache,state/v18/price_cache/HLT.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
HOOD,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HOOD,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HOOD,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HOOD,price_cache,state/v18/price_cache/HOOD.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
HTZ,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HTZ,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HTZ,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HTZ,price_cache,state/v18/price_cache/HTZ.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
HUBS,canonical_plan,outputs/v18/rolling_coverage/V18_23A_CURRENT_ROLLING_COVERAGE_PLAN.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HUBS,universe_state,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HUBS,state_universe,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,TICKER_COLUMN,TRUE,Ticker present in local source.
HUBS,price_cache,state/v18/price_cache/HUBS.csv,LOCAL_PRICE_CACHE,FALSE,Read-only existence/line-count check.
