ticker,universe_tier,data_depth,selected_this_run,update_attempted,update_status,update_mode,used_yfinance,cache_file,cache_exists_before,cache_exists_after,local_source_used,local_source_path,target_history_days,available_history_days,latest_price_date,latest_close,row_count_before,row_count_after,rows_added,failed_reason,runtime_deferred,updated_at
AMAT,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/AMAT.csv,TRUE,TRUE,TRUE,state/v18/price_cache/AMAT.csv,540,1420,2026-05-15,438.6600036621094,1420,1420,0,,FALSE,2026-05-27T12:58:05
AMD,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/AMD.csv,TRUE,TRUE,TRUE,state/v18/price_cache/AMD.csv,540,1420,2026-05-15,433.6300048828125,1420,1420,0,,FALSE,2026-05-27T12:58:05
ARM,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/ARM.csv,TRUE,TRUE,TRUE,state/v18/price_cache/ARM.csv,540,670,2026-05-15,212.02000427246094,670,670,0,,FALSE,2026-05-27T12:58:05
ASML,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/ASML.csv,TRUE,TRUE,TRUE,state/v18/price_cache/ASML.csv,540,1420,2026-05-15,1517.43994140625,1420,1420,0,,FALSE,2026-05-27T12:58:05
BTDR,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/BTDR.csv,TRUE,TRUE,TRUE,state/v18/price_cache/BTDR.csv,540,1206,2026-05-15,13.09000015258789,1206,1206,0,,FALSE,2026-05-27T12:58:05
STM,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/STM.csv,TRUE,TRUE,TRUE,state/v18/price_cache/STM.csv,540,7915,2026-05-21,64.6449966430664,7915,7915,0,,FALSE,2026-05-27T12:58:05
VIAV,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/VIAV.csv,TRUE,TRUE,TRUE,state/v18/price_cache/VIAV.csv,540,8182,2026-05-21,48.97999954223633,8182,8182,0,,FALSE,2026-05-27T12:58:05
AEIS,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/AEIS.csv,TRUE,TRUE,TRUE,state/v18/price_cache/AEIS.csv,540,1262,2026-05-20,313.04998779296875,1262,1262,0,,FALSE,2026-05-27T12:58:05
AGX,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/AGX.csv,TRUE,TRUE,TRUE,state/v18/price_cache/AGX.csv,540,1262,2026-05-20,630.5,1262,1262,0,,FALSE,2026-05-27T12:58:05
BLTE,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/BLTE.csv,TRUE,TRUE,TRUE,state/v18/price_cache/BLTE.csv,540,1018,2026-05-20,143.36000061035156,1018,1018,0,,FALSE,2026-05-27T12:58:05
BW,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/BW.csv,TRUE,TRUE,TRUE,state/v18/price_cache/BW.csv,540,2750,2026-05-21,20.540000915527344,2750,2750,0,,FALSE,2026-05-27T12:58:05
ACLS,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/ACLS.csv,TRUE,TRUE,TRUE,state/v18/price_cache/ACLS.csv,540,1420,2026-05-15,155.0449981689453,1420,1420,0,,FALSE,2026-05-27T12:58:05
ALAB,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/ALAB.csv,TRUE,TRUE,TRUE,state/v18/price_cache/ALAB.csv,540,541,2026-05-15,229.5050048828125,541,541,0,,FALSE,2026-05-27T12:58:05
CARR,CORE_DAILY,FULL_FACTOR_DATA,TRUE,TRUE,CACHE_ONLY,LOCAL_CACHE_ONLY_SAFE_MODE,FALSE,state/v18/price_cache/CARR.csv,TRUE,TRUE,TRUE,state/v18/price_cache/CARR.csv,540,1420,2026-05-15,64.57499694824219,1420,1420,0,,FALSE,2026-05-27T12:58:05
