ticker,current_score,current_score_source,current_rank,factor_pack_score,technical_timing_score,overheat_penalty,event_risk_status,local_price_available,full_history_ready,latest_success_scan_date,data_readiness_status,held_out_status,current_tier,current_tier_reason,review_required
HLT,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
HOOD,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,HOLD_SUSPICIOUS_PRICE_DATA,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE;HELD_OUT_BY_BACKFILL_QUALITY,TRUE
HPE,38.100000,factor_pack_score,66,38.1,44.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
HTZ,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,HOLD_SUSPICIOUS_PRICE_DATA,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE;HELD_OUT_BY_BACKFILL_QUALITY,TRUE
HUBB,54.290000,factor_pack_score,49,54.29,72.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
HUBS,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
HUM,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
HUT,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
IBIT,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
ICHR,93.330000,factor_pack_score,8,93.33,48.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
IGV,36.190000,factor_pack_score,68,36.19,40.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
INFY,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
INSM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,HOLD_SUSPICIOUS_PRICE_DATA,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE;HELD_OUT_BY_BACKFILL_QUALITY,TRUE
INTC,90.480000,factor_pack_score,11,90.48,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
IRDM,15.240000,factor_pack_score,90,15.24,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
IREN,58.100000,factor_pack_score,45,58.1,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
ISRG,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
IWM,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
IYW,37.140000,factor_pack_score,67,37.14,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
JBL,66.670000,factor_pack_score,36,66.67,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_3_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
JBS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,MERGE_CANDIDATE_PRICE_ONLY_PARTIAL_HISTORY,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE;HELD_OUT_BY_BACKFILL_QUALITY,TRUE
JCI,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
JD,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
JFROG,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,HOLD_EMPTY_FETCH,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE;HELD_OUT_BY_BACKFILL_QUALITY,TRUE
JHX,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
KEYS,84.760000,factor_pack_score,17,84.76,62.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_2_STRONG_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
KKR,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
KLAC,53.330000,factor_pack_score,50,53.33,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
KLAR,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,MERGE_CANDIDATE_PRICE_ONLY_PARTIAL_HISTORY,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE;HELD_OUT_BY_BACKFILL_QUALITY,TRUE
KLIC,74.290000,factor_pack_score,28,74.29,40.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_3_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
KNX,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
KRC,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
KVYO,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
KWEB,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
LBRT,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
LCID,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
LHX,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
LIN,,factor_pack_score,,,,,,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE,FALSE
LINE,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
LITE,99.050000,factor_pack_score,2,99.05,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
LPLA,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
LRCX,69.520000,factor_pack_score,33,69.52,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_3_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
LSCC,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
LYB,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
LYFT,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MA,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MCHP,62.860000,factor_pack_score,40,62.86,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
MCK,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MDB,16.190000,factor_pack_score,89,16.19,25.0,30.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
MELI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
META,21.900000,factor_pack_score,83,21.9,64.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
MKSI,80.950000,factor_pack_score,21,80.95,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_2_STRONG_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
MNTN,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MOD,92.380000,factor_pack_score,9,92.38,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
MOH,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MPLX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MPW,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MPWR,78.100000,factor_pack_score,24,78.1,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_2_STRONG_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
MRVL,56.190000,factor_pack_score,47,56.19,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
MSFT,35.240000,factor_pack_score,69,35.24,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
MTSI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MTZ,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
MU,97.140000,factor_pack_score,4,97.14,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
NAMS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NET,7.620000,factor_pack_score,98,7.62,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
NFLX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NOW,13.330000,factor_pack_score,92,13.33,45.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
NRG,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NTAP,18.100000,factor_pack_score,87,18.1,34.0,20.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
NTRA,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NU,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NUVB,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NVAX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
NVDA,24.760000,factor_pack_score,80,24.76,40.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
NVT,50.950000,factor_pack_score,52,50.95,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
NXPI,9.520000,factor_pack_score,96,9.52,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
OC,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
OKTA,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
OLMA,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
OLPX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
ON,30.480000,factor_pack_score,74,30.48,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
OPCH,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
ORCL,20.950000,factor_pack_score,84,20.95,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
PANW,17.140000,factor_pack_score,88,17.14,14.0,40.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
PATH,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PCOR,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PCT,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PDD,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PFGC,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PGNY,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PINS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PLTR,23.810000,factor_pack_score,81,23.81,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
PLUG,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PONY,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
POWL,98.100000,factor_pack_score,3,98.1,58.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
PSIX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PSTG,28.570000,factor_pack_score,76,28.57,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
PTGX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PTON,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PUMP,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
PWR,60.000000,factor_pack_score,43,60.0,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
PYPL,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
QCOM,57.140000,factor_pack_score,46,57.14,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
QQQ,34.290000,factor_pack_score,70,34.29,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
QS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
QSR,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RBLX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RDDT,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RERE,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RH,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RIOT,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RKT,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RNG,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
ROKU,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RSP,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RTX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
RVMD,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SANM,50.950000,factor_pack_score,53,50.95,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
SATS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SCCO,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SCHW,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SE,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SEI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SFIX,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SFM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SHOP,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SHW,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SITM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
