source_file,row_count,column_count,columns_sample,archive_zip,created_at
outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_DETAIL.csv,142295,90,date;open;high;low;close;volume;ticker;yf_ticker;ret_fwd_1;ret_fwd_3;ret_fwd_5;ret_fwd_10;ret_fwd_20;bb_mid;bb_std;bb_upper;bb_lower;bb_percent_b;bb_bandwidth;bb_bandwidth_q20;bb_squeeze_flag;rsi_14;kdj_k;kdj_d;kdj_j;kdj_prev_k;kdj_prev_d;vol_ma5;vol_ma20;volume_ratio_5_20;bb_lower_zone;bb_near_lower;bb_upper_zone;bb_near_upper;bb_above_upper;bb_below_lower;rsi_weak;rsi_oversold;rsi_strong;rsi_overheat;rsi_extreme_overheat;kdj_oversold;kdj_extreme_oversold;kdj_overheat;kdj_extreme_overheat;kdj_golden_cross;kdj_dead_cross;kdj_low_golden_cross;kdj_high_dead_cross;overheat_penalty,archive/generated_outputs_compressed/technical_timing_backtest_current_details/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_DETAIL.csv_20260519_152439.zip,2026-05-19T15:24:44
