Date,F006_SHORT_REV_5D__LONG_ONLY_TOPN,F006_SHORT_REV_5D__LONG_SHORT_SPREAD,F007_PULLBACK_IN_UPTREND__LONG_ONLY_TOPN,F007_PULLBACK_IN_UPTREND__LONG_SHORT_SPREAD,F008_VOLUME_ABNORMAL_5_20__LONG_ONLY_TOPN,F008_VOLUME_ABNORMAL_5_20__LONG_SHORT_SPREAD,F009_VOLUME_PRICE_CONFIRM__LONG_ONLY_TOPN,F009_VOLUME_PRICE_CONFIRM__LONG_SHORT_SPREAD,F011_TS_MOMENTUM_60_120__LONG_ONLY_TOPN,F011_TS_MOMENTUM_60_120__LONG_SHORT_SPREAD,F010_XSEC_COMPOSITE_RANK__LONG_ONLY_TOPN,F010_XSEC_COMPOSITE_RANK__LONG_SHORT_SPREAD
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,0.0013272459552281872,-0.023559037704717765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-13,0.0006327198074250534,-0.017968570697572638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14,-0.016222213429955994,-0.010553367808263013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-15,-0.03425111689261188,0.005730718258506663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-16,-0.020618830990609915,-0.015465078254196539,0.0,0.0,-0.014066827831458784,-0.0037254346817357483,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-19,-0.01519857616680078,0.01043213451170996,0.0,0.0,-0.011031069632715974,0.016494683069381334,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-20,-0.01239821585729537,-0.009405086672591156,0.0,0.0,0.00505386673670507,-0.006408096212226544,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-21,0.013592241862176469,-0.003842651413736699,0.0,0.0,0.007130655179337864,-0.00043299043277281743,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-22,-0.047672323841349826,-0.0055273775997094505,0.0,0.0,-0.03075743990095025,0.004428363316427921,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23,-0.004864740678173374,-0.004206945814800068,0.0,0.0,-0.0026737700281159486,-0.00697391889447983,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,-0.043571222902311336,-0.052258533953012824,0.0,0.0,-0.025839834193690955,-0.014934630907528102,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,-0.032919206890215345,-0.016822289486502027,0.0,0.0,-0.011251549205194633,0.01808356834187219,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,0.05872279141546368,0.0401144281020561,0.0,0.0,0.040760200915548266,0.007916071275526682,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,0.041598178838362546,0.0445275675019383,0.0,0.0,-0.0037546334679756325,-0.025850043793916824,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.006639118891558306,0.002192482556184587,0.0,0.0,-0.009851808222005126,-0.008694566389515827,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,0.015271467973228932,-0.007526046507724775,0.0,0.0,0.017125856670657972,0.022709176084414123,0.008349586045219017,-0.010145396491018154,0.0,0.0,0.0,0.0
2023-01-05,-0.032519249208634894,-0.04174025272421323,0.0,0.0,0.013665193666064336,0.030763344469051743,-0.019059490420977366,-0.02052580679666347,0.0,0.0,0.0,0.0
2023-01-06,0.07217805632377869,0.03935552938429857,0.0,0.0,0.014929625526347558,-0.015766179753049628,0.030535117814730343,-0.03467522374087984,0.0,0.0,0.0,0.0
2023-01-09,0.03942825588901293,-0.0019706589376853184,0.0,0.0,0.03770243144540998,0.01947596819835906,0.013958673837968515,-0.049509802685422835,0.0,0.0,0.0,0.0
2023-01-10,0.016709300457700242,0.002518750993019624,0.0,0.0,0.0321947871579515,0.014763204925114879,0.008720592024947118,-0.005795427935966846,0.0,0.0,0.0,0.0
2023-01-11,0.013294189624876211,-0.001919808043433429,0.0,0.0,-0.0012408580878779715,-0.01151275727095964,-0.005340661078292115,-0.03206719430318282,0.0,0.0,0.0,0.0
2023-01-12,0.006992211926950264,-0.013158883036607562,0.0,0.0,0.02834602103018158,0.015291743679641423,0.024036180013477383,0.015094378878817863,0.0,0.0,0.0,0.0
2023-01-13,0.010621653034433465,-0.018363571144167964,0.0,0.0,0.017705850149763645,0.006393808947219969,0.0269568505077858,0.013342512157768558,0.0,0.0,0.0,0.0
2023-01-17,0.03430976533623362,0.02924894334961491,0.0,0.0,0.005802269920098347,0.008514238760081306,-0.0018500472477171793,-0.0392671195545133,0.0,0.0,0.0,0.0
2023-01-18,-0.025575402544479712,-0.01001388745400793,0.0,0.0,-0.01331787411511479,-0.006236522803347382,-0.010529250985618644,0.015969382268728703,0.0,0.0,0.0,0.0
2023-01-19,-0.021255444656974154,0.00038733108926480506,0.0,0.0,-0.01352881042574935,0.014972016202630669,-0.02426186900407048,-0.008421294471218865,0.0,0.0,0.0,0.0
2023-01-20,0.017898471064371212,-0.020718599207937706,0.0,0.0,0.026051177706045103,-0.009296894681280369,0.05266900331525248,0.0192547651385647,0.0,0.0,0.0,0.0
2023-01-23,0.028182098383400248,-0.02956426027814744,0.0,0.0,0.026036640838568693,-0.014870185051185978,0.04656916893382343,0.012211928587147827,0.0,0.0,0.0,0.0
2023-01-24,0.0011492658958722423,-0.002760781075584795,0.0,0.0,0.008543003392547922,0.007919501942350039,-0.010433113547754114,-0.012142299213519791,0.0,0.0,0.0,0.0
2023-01-25,-0.0022863032576895368,-0.002444357287082488,0.0,0.0,-0.006401864422084845,-0.011008622578969222,0.007880208786637989,0.017679563387297138,0.0,0.0,0.0,0.0
2023-01-26,0.007165507437644104,-0.04307065695049981,0.0,0.0,0.026410747917272794,0.001529211958398181,0.03630864183331685,0.010235751356950144,0.0,0.0,0.0,0.0
2023-01-27,0.010902525356030524,-0.014202466830573383,0.0,0.0,0.0018043494923802863,-0.017452027949627403,-0.0006144063778733006,-0.007438958302886401,0.0,0.0,0.0,0.0
2023-01-30,-0.022712263502378018,0.03102275746155739,0.0,0.0,-0.018822963461881368,0.020667739000014906,-0.04559046192773981,-0.02085568155058889,0.0,0.0,0.0,0.0
2023-01-31,0.017489906620808536,-0.005290053235795957,0.0,0.0,0.015025949446577981,-0.016264504267460657,0.02102466409262923,0.0038365138609219307,0.0,0.0,0.0,0.0
2023-02-01,0.03464337160447413,-0.0188817530696626,0.0,0.0,0.030313733474015527,0.002812831679187911,0.05208270548475741,0.013675213918844156,0.0,0.0,0.0,0.0
2023-02-02,0.03803064583004773,-0.07850138798719992,0.0,0.0,0.0143577859935054,-0.029129536839687165,0.08758380751831461,0.07672084166141255,0.0,0.0,0.0,0.0
2023-02-03,-0.016282138566066032,0.047193661195024786,0.0,0.0,-0.008056035237292713,0.02267044816331798,-0.0316239884267266,-0.023120598452992712,0.0,0.0,0.0,0.0
2023-02-06,-0.01566417124143643,0.005018410411748952,0.0,0.0,-0.010657282519236666,0.004969026320689129,-0.011217579257882571,-0.004484852731992362,0.0,0.0,0.0,0.0
2023-02-07,0.002001044901771176,-0.021014931947099483,0.0,0.0,0.013688594073239546,-0.000294665607621758,0.012588081782554017,0.016517674308156503,0.0,0.0,0.0,0.0
2023-02-08,-0.01847623434254374,-0.0031426047481751067,0.0,0.0,-0.00035289822800767777,0.0025682922112692606,-0.02061365121790633,-0.01440279172495867,0.0,0.0,0.0,0.0
2023-02-09,-0.010063030832643835,-0.00776922189325702,0.0,0.0,-0.0037721862553934944,0.011616315288432448,-0.016940592635032847,-0.01043235701834486,0.0,0.0,0.0,0.0
2023-02-10,0.0003743492709745832,0.02194837484957102,0.0,0.0,-0.008650948612928677,-0.004909541296918618,-0.012954131587923691,-0.020541544194330956,0.0,0.0,0.0,0.0
2023-02-13,0.013747088939005293,0.005956708035012738,0.0,0.0,0.0204016292107327,-0.009840280811886487,0.014002398526020768,0.0014260180987415796,0.0,0.0,0.0,0.0
2023-02-14,0.006047409612849974,-0.0267370091609187,0.0,0.0,0.00473861322535355,-0.02168029954185148,0.03637974613749054,0.04070099566542107,0.0,0.0,0.0,0.0
2023-02-15,0.01642398856296726,-0.01151533802300845,0.0,0.0,0.04146212551253573,0.03359366441425093,-0.012449063844278862,-0.01600470027440209,0.0,0.0,0.0,0.0
2023-02-16,-0.01796071759147859,0.009918838448605492,0.0,0.0,-0.022765651752827184,-0.010597718692953895,-0.04701899943026455,-0.040134910255943304,0.0,0.0,0.0,0.0
2023-02-17,-0.012476339595075835,0.028732981220304054,0.0,0.0,-0.033154688599809294,-0.023735878577626338,-0.03233269089032827,-0.03298262246006549,0.0,0.0,0.0,0.0
2023-02-21,-0.03215367921689969,0.023632693482522216,0.0,0.0,-0.05006908821844323,-0.01808714158770071,-0.06251117361844014,-0.03861463239551236,0.0,0.0,0.0,0.0
2023-02-22,0.010573207020426268,0.016960216966411448,0.0,0.0,0.008353165213658545,0.00801358278595512,0.008608655233279949,0.005049440744531719,0.0,0.0,0.0,0.0
2023-02-23,0.009601627131617652,0.013205898669098506,0.0,0.0,0.020872689913883687,0.027599426779610137,-0.0035767666587524505,-0.011065212482652543,0.0,0.0,0.0,0.0
2023-02-24,-0.036541072169661744,-0.03433673724972479,0.0,0.0,-0.005349156288022327,0.022096602610395213,-0.011842289957322305,0.00021109383605693623,0.0,0.0,0.0,0.0
2023-02-27,-0.0007122503884803623,-0.001914883709544522,0.0,0.0,-0.0006595991479400049,0.0019495676844850985,0.009524235799445502,0.003844599418163154,0.0,0.0,0.0,0.0
2023-02-28,-0.004428419885026103,-0.008980815663515385,0.0,0.0,0.0025914551009943664,-0.007046510170976196,5.7074713064263834e-05,-0.00809084042477889,0.0,0.0,0.0,0.0
2023-03-01,-0.007885576019133266,-0.012320950386522301,0.0,0.0,-0.001097370781857199,-0.0013853326465757872,-0.006868063079799036,-0.01212855125854404,0.0,0.0,0.0,0.0
2023-03-02,-0.011914995440740895,-0.016234404039848455,0.0,0.0,-0.01951850111804783,-0.028449574830583486,0.003807237126010622,0.016157340825190825,0.0,0.0,0.0,0.0
2023-03-03,0.025701004449517336,0.0077089954972081095,0.0,0.0,0.019159292388654717,-0.006911526459134987,0.013578682003989187,-0.015324872990912793,0.0,0.0,0.0,0.0
2023-03-06,0.017562591651512603,0.027160521486611446,0.0,0.0,0.008004657076489355,0.0186545088247578,-0.006532033218908451,-0.024459105638413567,0.0,0.0,0.0,0.0
2023-03-07,0.0024166845976203557,0.010965364543104995,0.0,0.0,-0.0010562125489379179,0.012254699934751392,-0.011284640812818526,-0.012375007240679005,0.0,0.0,0.0,0.0
2023-03-08,0.0036521250117479095,-0.012237951628992029,0.0,0.0,0.006588914197463702,0.012177233021212252,0.014601916914521297,-0.009765824242034496,0.0,0.0,0.0,0.0
2023-03-09,-0.03723398001372902,-0.01670063947804302,0.0,0.0,-0.027413282404648076,-0.0014315015439480593,-0.030069690351106362,0.005832569942459898,0.0,0.0,0.0,0.0
2023-03-10,-0.04489767289222361,-0.016372501687826085,0.0,0.0,-0.029338139250321835,0.006167565500850526,-0.03309345138809249,0.0004513914696437143,0.0,0.0,0.0,0.0
2023-03-13,0.03510448636219176,0.03734909654306552,0.0,0.0,0.0047050537718118625,-0.02728633458608783,-0.007280088718934119,-0.012156954904087258,0.0,0.0,0.0,0.0
2023-03-14,-0.004740566498534605,-0.05227248125033471,0.0,0.0,0.02433078776315411,0.024621372989400883,0.03378316098701799,0.021695432947497498,0.0,0.0,0.0,0.0
2023-03-15,-0.007199081569812849,0.011872987993339645,0.0,0.0,-0.006491396040109499,0.007397109609575936,-0.019561516886013285,-0.017406734001214955,0.0,0.0,0.0,0.0
2023-03-16,0.02485514142939147,-0.014149766922466481,0.0,0.0,0.011868000426476438,-0.011418775560743258,0.041112375124083056,0.013259390159376232,0.0,0.0,0.0,0.0
2023-03-17,-0.029911582721080465,-0.04526536397599705,0.0,0.0,-0.010715062640396823,0.0025980982526391024,0.005536715984673092,0.02095934963874378,0.0,0.0,0.0,0.0
2023-03-20,0.020072047661091455,0.027280247025872586,0.0,0.0,0.014444092276127942,0.008752483019025493,-0.005769531749192835,-0.008638260993706862,0.0,0.0,0.0,0.0
2023-03-21,0.024846793090821485,-0.01149196021117073,0.0,0.0,0.01306634402537207,-0.016823983886809012,0.025229753050362326,-0.00826691313707698,0.0,0.0,0.0,0.0
2023-03-22,-0.023986947324037448,0.016496289793085556,0.0,0.0,-0.013671140949455696,0.02046775129680367,-0.02777976639429505,-0.00033940303433343784,0.0,0.0,0.0,0.0
2023-03-23,0.005546776528690711,-0.04184731400262645,0.0,0.0,0.04379160399192196,0.02933453039148054,0.02773033467517448,0.011826230316266622,0.0,0.0,0.0,0.0
