policy_id,selected_trade_count,completed_trade_count,pending_trade_count,win_rate_5d,win_rate_10d,win_rate_20d,avg_return_5d,avg_return_10d,avg_return_20d,median_return_5d,median_return_10d,median_return_20d,worst_return_20d,max_drawdown_proxy,large_loss_count,event_risk_loss_count,options_risk_loss_count,technical_exit_success_count,evidence_quality,point_in_time_filter_coverage_pct,event_options_history_coverage_pct,matched_signal_date_count,matched_completed_5d_count,matched_completed_10d_count,matched_completed_20d_count,min_completed_threshold_met,comparison_basis_status,recommendation_cap_reason,recommendation_label,recommendation_reason
BASELINE_TOP20,121,0,121,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,0.8347,0.0000,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,NONE,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
FACTOR_HEAVY,91,0,91,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,0.8352,0.0000,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,NONE,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
TECHNICAL_HEAVY,91,0,91,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,0.8352,0.0000,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,NONE,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
PULLBACK_ENTRY,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,UNKNOWN,UNKNOWN,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,NONE,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
EVENT_FILTERED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,UNKNOWN,UNKNOWN,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,LIMITED_EVENT_OPTIONS_HISTORY,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
OPTIONS_RISK_FILTERED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,UNKNOWN,UNKNOWN,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,LIMITED_EVENT_OPTIONS_HISTORY,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
DEFENSIVE,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,UNKNOWN,UNKNOWN,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,LIMITED_EVENT_OPTIONS_HISTORY,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
AGGRESSIVE_TEST,146,0,146,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,INSUFFICIENT,0.8630,0.0000,0,0,0,0,FALSE,INSUFFICIENT_MATCHED_EVIDENCE,NONE,INSUFFICIENT_EVIDENCE,Read-only simulation evidence; not approved for official ranking or real trading.
