factor,strategy_type,lookback_days,start_date,end_date,top_n,hold_days,cost_bps,universe_source,raw_universe_count,available_ticker_count,missing_ticker_count,daily_count,total_return,cagr,ann_vol,sharpe_0rf,max_drawdown,hit_rate,bench_cagr,excess_cagr_vs_bench,corr_vs_bench,avg_turnover,rebalance_count,avg_holding_names,config_rank
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.295933190742434,1.0294601559869467,0.45939775802733246,1.7736035118852864,-0.46766609573985785,0.5452793834296724,0.3147880980783788,0.7146720579085679,0.7230102354211031,0.8120000000000002,25,10.0,5
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.9870505782187222,0.7011931326384968,0.43123669858667024,1.4484396087723481,-0.43598536068778326,0.5375722543352601,0.3147880980783788,0.386405034560118,0.8068243235233086,0.8500000000000001,26,10.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,7.818462188724027,1.8776282083509392,0.5114285594519618,2.3285556317736016,-0.3760010304857576,0.5202312138728323,0.3147880980783788,1.5628401102725604,0.6708524369411782,0.4863636363636365,22,10.0,1
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.808780365015909,1.3496370828008688,0.4609445468326692,2.088534830114352,-0.4010627789953578,0.4605009633911368,0.3147880980783788,1.03484898472249,0.655063030601197,0.645,20,10.0,2
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.2992370917308573,1.0302178560571873,0.38569621446637004,2.0318111849714255,-0.40462493207045525,0.5761078998073218,0.3147880980783788,0.7154297579788085,0.8045733602858264,0.9192307692307693,26,10.0,3
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.656131014829354,1.3194508368133806,0.5098380044639633,1.9116610436983252,-0.44410320849938845,0.4624277456647399,0.3147880980783788,1.0046627387350018,0.6057808310255843,0.35000000000000003,20,10.0,4
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.0834390810451877,0.9800820363981315,0.4595094256218161,1.7195465738774611,-0.4733408333981577,0.5433526011560693,0.3147880980783788,0.6652939383197527,0.7232200651576238,0.8120000000000002,25,10.0,5
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,10,20,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.8256608099298135,0.6559260512822254,0.4316978547551951,1.384750280338487,-0.4400477507191628,0.5375722543352601,0.3147880980783788,0.34113795320384654,0.8063899771932742,0.8500000000000001,26,10.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,6.116780401906408,1.5931375029155546,0.46721310565463553,2.2782789748897274,-0.3662790634423906,0.5260115606936416,0.3147880980783788,1.2783494048371757,0.7003313159196113,0.2560090702947846,147,15.0,1
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.1712489322628015,1.4197191215432787,0.46085409987923337,2.154248169083361,-0.40122383981297605,0.5780346820809249,0.3147880980783788,1.1049310234649,0.7317313559273533,0.3933734939759037,166,15.0,2
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.716424742946649,1.331423339592721,0.4407403280253696,2.1486055158333857,-0.46858164671754865,0.48747591522157996,0.3147880980783788,1.0166352415143423,0.6629104924926443,0.4719298245614035,133,15.0,3
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.683288375499503,1.3248515491795976,0.4750339691596023,2.0205529339302064,-0.43311060618830166,0.4682080924855491,0.3147880980783788,1.0100634511012188,0.6463914991991679,0.1175438596491228,133,15.0,4
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.252466498719542,1.0194636686602765,0.4573710287083551,1.7656758533607664,-0.3841714677589163,0.5529865125240848,0.3147880980783788,0.7046755705818977,0.8384690802969501,0.6497076023391812,171,15.0,5
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.3590947889064275,0.8009711741961218,0.39695566931878595,1.682397496339215,-0.34768011499620033,0.5664739884393064,0.3147880980783788,0.48618307611774303,0.8358457917049357,0.7888235294117648,170,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.726455910398554,1.5230794140747994,0.4673695076192025,2.2188707862728516,-0.37048404994927897,0.5260115606936416,0.3147880980783788,1.2082913159964206,0.7005279678026505,0.2560090702947846,147,15.0,1
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.593822448187452,1.3070090597971995,0.46142896664321803,2.0484942030915247,-0.4106108525007721,0.5741811175337187,0.3147880980783788,0.9922209617188207,0.7319802153496832,0.3933734939759037,166,15.0,2
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.20746000303578,1.2282150602209785,0.4400463327503667,2.0481085329024866,-0.4779545228027384,0.48747591522157996,0.3147880980783788,0.9134269621425997,0.6627352051168137,0.4719298245614035,133,15.0,3
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.553288013465298,1.2988768301141311,0.4747841344809165,1.99763447018139,-0.4346829977123823,0.4662813102119461,0.3147880980783788,0.9840887320357523,0.6463141383077508,0.1175438596491228,133,15.0,4
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.599418052457793,0.8624220567079888,0.45783202911859167,1.587158984508514,-0.3906951084285841,0.5433526011560693,0.3147880980783788,0.54763395862961,0.838690754978306,0.6497076023391812,171,15.0,5
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.7500452528356831,0.6342597270349131,0.39608666126229347,1.4395057241009293,-0.3673038507966988,0.5549132947976878,0.3147880980783788,0.31947162895653425,0.8345468571278082,0.7888235294117648,170,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.122541002642485,1.4104271240956892,0.4676775276423199,2.1197308130749137,-0.3774359916062059,0.5260115606936416,0.3147880980783788,1.0956390260173103,0.7007844704091457,0.2560090702947846,147,15.0,1
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.343128415153587,1.2562152397891233,0.4743782164312812,1.95934012593144,-0.43729471946261933,0.464354527938343,0.3147880980783788,0.9414271417107445,0.6461707562612307,0.1175438596491228,133,15.0,2
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.4571901172102066,1.0660987879603185,0.439019145411089,1.879352885079317,-0.49322505979873077,0.4797687861271676,0.3147880980783788,0.7513106898819397,0.6622464664114394,0.4719298245614035,133,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.748316313461486,1.130557387770426,0.4624900593806504,1.8724049302012251,-0.4259430513718373,0.5722543352601156,0.3147880980783788,0.8157692896920472,0.7322305257693111,0.3933734939759037,166,15.0,4
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.7251283419353935,0.6270532292760387,0.4588732634843402,1.2896609888347335,-0.40390618280439183,0.5298651252408478,0.3147880980783788,0.31226513119765986,0.8385602184900042,0.6497076023391812,171,15.0,5
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,3,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,0.9692629348909159,0.38962913077774464,0.39508402098369955,1.0311443836476901,-0.4342531825420485,0.5394990366088632,0.3147880980783788,0.07484103269936582,0.8314302322598794,0.7888235294117648,170,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.5442614195993905,1.4896622032090554,0.4624345897952886,2.2084871028753974,-0.4066199472426868,0.5221579961464354,0.3147880980783788,1.1748741051306766,0.7017222344928697,0.3178030303030303,88,15.0,1
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.668198313237463,1.3218522716244903,0.44109071645418585,2.1363573824144986,-0.3942604814986901,0.47591522157996147,0.3147880980783788,1.0070641735461114,0.6714576727660605,0.54625,80,15.0,2
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.2352381031856,1.4318691619393822,0.47435982939302,2.1171853105595866,-0.40151626943292207,0.4701348747591522,0.3147880980783788,1.1170810638610034,0.6425480169683323,0.15125,80,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.430284046606508,1.2740104214618868,0.45720323253838285,2.0317256689121503,-0.39634228757539547,0.5799614643545279,0.3147880980783788,0.959222323383508,0.7300115051240323,0.449,100,15.0,4
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.3731990531648144,1.0471021669038318,0.43629580988085787,1.8604265197616376,-0.3607704858424463,0.5626204238921002,0.3147880980783788,0.732314068825453,0.8421025952600352,0.8404530744336569,103,15.0,5
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.9886799939475446,0.9576366839857187,0.40776556214821535,1.8528129153041417,-0.4088205840741096,0.5722543352601156,0.3147880980783788,0.6428485859073398,0.8463632640302242,0.8388888888888889,102,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.276018549870048,1.4395789685817961,0.46248018197108076,2.1642268801515696,-0.40944013793935496,0.5221579961464354,0.3147880980783788,1.1247908705034173,0.7016881696983791,0.3178030303030303,88,15.0,1
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.123887150201621,1.4106844382015615,0.4742790974586596,2.0989644099468654,-0.402847873869427,0.4701348747591522,0.3147880980783788,1.0958963401231827,0.6425601921396701,0.15125,80,15.0,2
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.30992137168386,1.2493958703973949,0.44100950241044173,2.0645805992163644,-0.4022164049661595,0.47591522157996147,0.3147880980783788,0.934607772319016,0.6712941398847667,0.54625,80,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.078080990097074,1.2011611557234554,0.4570981283694102,1.9606507962542186,-0.40094138020434744,0.5722543352601156,0.3147880980783788,0.8863730576450766,0.7300785057267049,0.449,100,15.0,4
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.8424952512694484,0.922465257676442,0.4361184809810842,1.7166154907395585,-0.36810384121383755,0.5529865125240848,0.3147880980783788,0.6076771595980632,0.8419425237747645,0.8404530744336569,103,15.0,5
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.508395612874343,0.8394034144169769,0.40804099096120566,1.6988319411676445,-0.41989067430227034,0.5684007707129094,0.3147880980783788,0.524615316338598,0.8464748024691819,0.8388888888888889,102,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.852844874980625,1.3582746798724323,0.46260447040708713,2.0902609601452213,-0.41411519591919566,0.5202312138728323,0.3147880980783788,1.0434865817940535,0.7015581511969853,0.3178030303030303,88,15.0,1
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.942633042010411,1.3757721680604025,0.4741554999988442,2.068534657255188,-0.40506131304861825,0.4682080924855491,0.3147880980783788,1.0609840699820237,0.6425656459393224,0.15125,80,15.0,2
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.7618200546411904,1.1334972266253032,0.4409900638459675,1.9443826296086166,-0.41539933095697856,0.4701348747591522,0.3147880980783788,0.8187091285469243,0.6708450672165989,0.54625,80,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.5406172142740084,1.0847864021068778,0.45701669405189255,1.84174217295619,-0.4098446444886882,0.5722543352601156,0.3147880980783788,0.769998304028499,0.7300404716106209,0.449,100,15.0,4
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.096069761116987,0.7310624194014124,0.43615337311888475,1.4755516179832975,-0.3801603978088527,0.5452793834296724,0.3147880980783788,0.41627432132303355,0.8410377748987707,0.8404530744336569,103,15.0,5
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,5,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.831929435643807,0.6577087535278974,0.40884803595060054,1.4414304702656777,-0.4379123864740063,0.5626204238921002,0.3147880980783788,0.34292065544951855,0.8459397183103019,0.8388888888888889,102,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,6.063745287785476,1.5837365148038818,0.4623588695144193,2.288918414697157,-0.38489729198271605,0.5221579961464354,0.3147880980783788,1.268948416725503,0.7003159973665142,0.3765151515151515,44,15.0,1
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.202246333521192,1.4256128524580585,0.43114987223779816,2.277147187284117,-0.38461032710449117,0.4816955684007707,0.3147880980783788,1.1108247543796796,0.6702398610110046,0.5875,40,15.0,2
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.030726395554717,1.3928076864879961,0.47404550506044707,2.084148963962439,-0.41976573880724355,0.47398843930635837,0.3147880980783788,1.0780195884096173,0.6450991241353372,0.21416666666666667,40,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.0847323135165015,1.2025605729536504,0.4533509500455357,1.9747916003873984,-0.42948629901879753,0.581888246628131,0.3147880980783788,0.8877724748752716,0.737342187935107,0.5966666666666667,50,15.0,4
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.0906982194905934,0.9817903866178115,0.39631784596020275,1.9257047090967454,-0.3648011126067763,0.5857418111753372,0.3147880980783788,0.6670022885394327,0.8429567221090084,0.8699346405228758,51,15.0,5
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.5289178702233386,0.5690782648138994,0.4268909267382393,1.2690501852747091,-0.3977138013567546,0.558766859344894,0.3147880980783788,0.25429016673552063,0.823751327703625,0.7724358974358974,52,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.88997816898502,1.552677487460819,0.4625069214503727,2.2620976814692244,-0.3880129083518403,0.5221579961464354,0.3147880980783788,1.23788938938244,0.7005021952040534,0.3765151515151515,44,15.0,1
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.989285731898851,1.384809939107825,0.43090575416369875,2.238717173317944,-0.388585868596513,0.4797687861271676,0.3147880980783788,1.0700218410294462,0.6703272589818052,0.5875,40,15.0,2
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.954440188880684,1.3780629420137256,0.4739552135300264,2.0713816703742283,-0.4208953550790826,0.4720616570327553,0.3147880980783788,1.0632748439353468,0.645192069087894,0.21416666666666667,40,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.8636905611178847,1.155538155469106,0.45315482223019954,1.9276972937836112,-0.4341949377698541,0.5799614643545279,0.3147880980783788,0.8407500573907272,0.7374848312648107,0.5966666666666667,50,15.0,4
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.8272554813312816,0.9187592998075322,0.39652167121369775,1.843222957347672,-0.36891679875496175,0.581888246628131,0.3147880980783788,0.6039712017291534,0.843175058242385,0.8699346405228758,51,15.0,5
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,25.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.3808565250484022,0.5237807774988059,0.42709288023095643,1.1999536825151529,-0.4033225028394901,0.5549132947976878,0.3147880980783788,0.2089926794204271,0.8234583503283931,0.7724358974358974,52,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.609577635005733,1.501696568426024,0.462787990109423,2.217270175581136,-0.3931754617538885,0.5183044315992292,0.3147880980783788,1.1869084703476451,0.7007602953915442,0.3765151515151515,44,15.0,1
F010_XSEC_COMPOSITE_RANK,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.650074758361248,1.3182446271188364,0.4305739145005511,2.174191396273962,-0.3954149430532804,0.47784200385356457,0.3147880980783788,1.0034565290404576,0.6703563183655097,0.5875,40,15.0,2
F011_TS_MOMENTUM_60_120,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,4.829369838586126,1.3536772451598136,0.4738156074718271,2.0500449597611023,-0.4227741930333483,0.4720616570327553,0.3147880980783788,1.0388891470814348,0.6453322375062408,0.21416666666666667,40,15.0,3
F009_VOLUME_PRICE_CONFIRM,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,3.5160189136233466,1.0792948970836003,0.4529181577109298,1.848747808826417,-0.441966479724206,0.5799614643545279,0.3147880980783788,0.7645067990052214,0.7375759003157861,0.5966666666666667,50,15.0,4
F008_VOLUME_ABNORMAL_5_20,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,2.4246727520361095,0.8179579346927366,0.3970770968431222,1.7050148737361004,-0.376844534428609,0.5780346820809249,0.3147880980783788,0.5031698366143578,0.8430801910802268,0.8699346405228758,51,15.0,5
F006_SHORT_REV_5D,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,10,50.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,1.1527543476804931,0.45105935891132587,0.4275927009329169,1.084523772187511,-0.41337679194062193,0.5529865125240848,0.3147880980783788,0.13627126083294705,0.8226565046652996,0.7724358974358974,52,15.0,6
F007_PULLBACK_IN_UPTREND,LONG_ONLY_TOPN,756,2024-04-19,2026-05-15,15,20,10.0,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,105,105,0,519,5.994674406419244,1.5714384223321516,0.4612927168265214,2.2830987113247634,-0.34392251463656065,0.5144508670520231,0.3147880980783788,1.2566503242537728,0.6963995475056909,0.4621212121212123,22,15.0,1
