factor,rebalance_date,strategy_type,side,ticker,weight,factor_value
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.4604987586228533
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.4235965332193762
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,MDB,0.1,0.34343997733797393
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,NVDA,0.1,0.3015071064054777
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,TQQQ,0.1,0.2897169775017634
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,VRT,0.1,0.28295933525449934
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,COHR,0.1,0.2792743082977913
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,SOXL,0.1,0.2791342376586857
F007_PULLBACK_IN_UPTREND,2023-06-26,LONG_ONLY_TOPN,LONG,PSTG,0.1,0.25774621835878947
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.4399927329595795
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.3747323596107869
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,VRT,0.1,0.3450794201434839
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,MDB,0.1,0.3349741130533311
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.3054767837499411
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,NVDA,0.1,0.2351040090954616
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,POWL,0.1,0.2144181864686695
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,MOD,0.1,0.20114095255371717
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,HUBB,0.1,0.17683907447153072
F007_PULLBACK_IN_UPTREND,2023-07-03,LONG_ONLY_TOPN,LONG,MRVL,0.1,0.17403158168979124
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.5805507641454135
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,VRT,0.1,0.42507451225586834
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,MDB,0.1,0.38073973998747274
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.3672173375263049
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.3539757139771259
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,SOXL,0.1,0.29906045005810367
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,MOD,0.1,0.28225684503949744
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,NVDA,0.1,0.2793723188583726
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.25259274506006874
F007_PULLBACK_IN_UPTREND,2023-07-11,LONG_ONLY_TOPN,LONG,TSLA,0.1,0.24885046995178225
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.6780228424238246
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,VRT,0.1,0.44245659741585175
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.4367568071403567
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.42243139024308807
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.38204280629847126
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,IREN,0.1,0.37188553758083875
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.3442307340153141
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,MDB,0.1,0.31232064801826137
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,TSLA,0.1,0.25884509282154744
F007_PULLBACK_IN_UPTREND,2023-07-18,LONG_ONLY_TOPN,LONG,PSTG,0.1,0.25743026881708914
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.9360878291412846
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.551906479371777
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.48110164418215035
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,SOXL,0.1,0.4641470672412333
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.4492470286182502
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.3798819465174949
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,VRT,0.1,0.3785211998860566
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,TSLA,0.1,0.3666870416203295
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,MOD,0.1,0.3661482564494529
F007_PULLBACK_IN_UPTREND,2023-07-25,LONG_ONLY_TOPN,LONG,MDB,0.1,0.34892433081344787
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.6159828575882179
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.5044393828598449
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.5041907421005368
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.4269341346269512
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,IREN,0.1,0.3977185767349532
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,SOXL,0.1,0.37003274334971836
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,VRT,0.1,0.34994172646038335
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,MOD,0.1,0.3456516695351766
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,MDB,0.1,0.33366661661833924
F007_PULLBACK_IN_UPTREND,2023-08-01,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.31825795636347964
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.6533226139668392
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.46824148076155875
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,CRDO,0.1,0.45227609882000547
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,SOXL,0.1,0.4426389707873537
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,CLS,0.1,0.420784067007511
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.401827005474615
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,IREN,0.1,0.3626539013650937
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.3445260757479282
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,MOD,0.1,0.3351850347116723
F007_PULLBACK_IN_UPTREND,2023-08-08,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.33216071383262
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,VRT,0.1,0.5693603951245245
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.5142320201691373
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,MOD,0.1,0.48937455602689883
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,CLS,0.1,0.37768903948422555
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.29858137646647137
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.27611501148902134
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,COHR,0.1,0.271381833002809
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,IREN,0.1,0.25576547135054745
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.24970394060795276
F007_PULLBACK_IN_UPTREND,2023-08-15,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.24773641254700351
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.6822136156180059
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,VRT,0.1,0.4128115334622947
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,MOD,0.1,0.36092315744567494
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,CLS,0.1,0.34996102059559897
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.26728869398722144
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.2599734849180924
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,COHR,0.1,0.2546321534772645
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,IREN,0.1,0.23864970337661534
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,POWL,0.1,0.23278632742390593
F007_PULLBACK_IN_UPTREND,2023-08-22,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.1914160203525753
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.7181679555898944
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,VRT,0.1,0.3515698756431277
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.2993402522280263
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,CLS,0.1,0.2776881976515706
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,MOD,0.1,0.22568769853844128
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.16913184437712536
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,FN,0.1,0.1589070724086166
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,POWL,0.1,0.12016285666076645
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,CEG,0.1,0.11082144660701437
F007_PULLBACK_IN_UPTREND,2023-08-29,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.09575195919158405
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.6370998584800817
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,VRT,0.1,0.4017556507578734
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.3940597925202709
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,CLS,0.1,0.34126456541414163
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.24811898366379787
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,MOD,0.1,0.23840449836560423
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,IREN,0.1,0.22534928513760522
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,POWL,0.1,0.20832250146433312
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,FN,0.1,0.19571956634748752
F007_PULLBACK_IN_UPTREND,2023-09-06,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.18127094660683163
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.35448586535581306
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,VRT,0.1,0.35051548592575243
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.33456827765388014
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,CLS,0.1,0.3004306248803778
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,MOD,0.1,0.23848233218345463
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,POWL,0.1,0.22859998573146073
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,DELL,0.1,0.2111017701799123
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,AEHR,0.1,0.21051655048254653
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,VST,0.1,0.1448325498981961
F007_PULLBACK_IN_UPTREND,2023-09-13,LONG_ONLY_TOPN,LONG,ANET,0.1,0.13618989888970515
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.3889969334315347
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,CLS,0.1,0.30574921466135596
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,VRT,0.1,0.28089556225597057
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.2560417715737696
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,MOD,0.1,0.19728097174159925
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,DELL,0.1,0.1959123782724244
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,POWL,0.1,0.16209153546716087
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,SMCI,0.1,0.1616267766135223
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,VST,0.1,0.14660256693056387
F007_PULLBACK_IN_UPTREND,2023-09-20,LONG_ONLY_TOPN,LONG,INTC,0.1,0.1273970033770886
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.25670802289225114
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,VRT,0.1,0.24962744555509087
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,CLS,0.1,0.23642699914073084
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.1889625823300653
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,DELL,0.1,0.14646769268531862
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,MOD,0.1,0.14617787547521377
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,FLR,0.1,0.13830306885697252
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,POWL,0.1,0.1311844312778024
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,VST,0.1,0.10453325393804207
F007_PULLBACK_IN_UPTREND,2023-09-27,LONG_ONLY_TOPN,LONG,WDC,0.1,0.09910351296527958
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.34909791538102114
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,CLS,0.1,0.20632414635365992
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,VRT,0.1,0.19060576922981082
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,MOD,0.1,0.17052741084344458
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.16944926485561837
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,POWL,0.1,0.15909443442056276
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,VST,0.1,0.14690182596117518
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,DELL,0.1,0.12337193132766217
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,CEG,0.1,0.10522543301930166
F007_PULLBACK_IN_UPTREND,2023-10-04,LONG_ONLY_TOPN,LONG,FLR,0.1,0.10433701742886405
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,CLS,0.1,0.20992144756455244
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.2041614444275905
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,VRT,0.1,0.18196536659478413
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.13158748814497206
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,FN,0.1,0.12987513927998126
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,POWL,0.1,0.1192722252167702
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,DELL,0.1,0.10635963323074313
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,WDC,0.1,0.07160399882669391
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,BTDR,0.1,0.06950291869199868
F007_PULLBACK_IN_UPTREND,2023-10-11,LONG_ONLY_TOPN,LONG,VST,0.1,0.06448142591797669
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,VRT,0.1,0.2967696767982449
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,CLS,0.1,0.2833118164160817
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.2805951502186007
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,MOD,0.1,0.2586004565628494
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,POWL,0.1,0.25484319174340486
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,FN,0.1,0.2369550657442019
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.19096126148753265
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,DELL,0.1,0.15921943393393534
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,JBL,0.1,0.1392925494994106
F007_PULLBACK_IN_UPTREND,2023-10-18,LONG_ONLY_TOPN,LONG,FLR,0.1,0.12662813411812132
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.24794550013698735
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,VRT,0.1,0.21842808267806996
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,CAMT,0.1,0.17671228284755264
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,FN,0.1,0.17460441715202812
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,JBL,0.1,0.16274788625195044
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,CLS,0.1,0.15038858904833471
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,POWL,0.1,0.11881016891649648
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,DELL,0.1,0.11627286568785168
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,CEG,0.1,0.11292691572680118
F007_PULLBACK_IN_UPTREND,2023-10-25,LONG_ONLY_TOPN,LONG,CRWD,0.1,0.10472670306941446
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.24668852017519724
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,FN,0.1,0.14600608633233636
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,CLS,0.1,0.13398571703200746
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,CRWD,0.1,0.08057652941124901
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,DELL,0.1,0.06412386010375128
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,PANW,0.1,0.0614371875329967
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,ZS,0.1,0.05864028445634972
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,VST,0.1,0.05605539110130884
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,JBL,0.1,0.050656726794516216
F007_PULLBACK_IN_UPTREND,2023-11-01,LONG_ONLY_TOPN,LONG,CEG,0.1,0.031048839637631404
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,VRT,0.1,0.098729620447606
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,ANET,0.1,0.09183165394785624
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,DELL,0.1,0.08823480332901018
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,JBL,0.1,0.07554754926445473
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,CLS,0.1,0.0708458359066735
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,FN,0.1,0.06260083658449953
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,VST,0.1,0.05957093558192504
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,PANW,0.1,0.0594052215550884
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,CRWD,0.1,0.0483756907157749
F007_PULLBACK_IN_UPTREND,2023-11-08,LONG_ONLY_TOPN,LONG,STX,0.1,0.04765150643040725
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,CIFR,0.1,0.19036345015057482
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,DELL,0.1,0.1373804451860723
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,CRWD,0.1,0.10439986861684108
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.08961722842156133
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,VST,0.1,0.08628553882310389
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.0829736326424936
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,JBL,0.1,0.07765483871045925
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,ZS,0.1,0.07450283727811845
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,FN,0.1,0.07347155330438754
F007_PULLBACK_IN_UPTREND,2023-11-15,LONG_ONLY_TOPN,LONG,CEG,0.1,0.07163341365334307
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,CRWD,0.1,0.1654333961224782
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.14136099674918984
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,DELL,0.1,0.12584812599011272
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,CLS,0.1,0.11811918340895941
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,ZS,0.1,0.11263711504278098
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,ACMR,0.1,0.08926104508089464
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,VRT,0.1,0.08760104015615966
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,JBL,0.1,0.08420670649693926
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,FORM,0.1,0.08354865997658041
F007_PULLBACK_IN_UPTREND,2023-11-22,LONG_ONLY_TOPN,LONG,MU,0.1,0.07585581328794344
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,JBL,0.1,0.12766362414326218
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,PLTR,0.1,0.12244169062217712
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,MOD,0.1,0.0994203212176303
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,ZS,0.1,0.0882442596084077
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,INTC,0.1,0.08800653341029549
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,CEG,0.1,0.08684505688568261
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,META,0.1,0.08537094243111919
F007_PULLBACK_IN_UPTREND,2023-11-30,LONG_ONLY_TOPN,LONG,VRT,0.1,0.08436636671520775
