run_date,signal_date,policy_id,ticker,entry_rank,entry_score,entry_price,entry_price_date,simulated_entry_action,simulated_exit_rule,simulated_position_size_label,event_risk,options_risk,technical_status,pullback_status,forward_5d_return,forward_10d_return,forward_20d_return,forward_60d_return,forward_5d_date,forward_10d_date,forward_20d_date,forward_60d_date,selected_forward_horizon,selected_forward_date,selected_forward_return_source,factor_point_in_time_status,technical_point_in_time_status,event_risk_point_in_time_status,options_risk_point_in_time_status,event_options_history_status,comparison_basis_status,forward_status,exit_date,exit_price,realized_policy_return,data_quality_flag,reason
2026-05-30,2026-05-14,BASELINE_TOP20,TXN,1,0.952381,306.339996,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.002154,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,305.679993,-0.002154,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,DDOG,2,1.904762,205.309998,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.204764,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,247.350006,0.204764,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,ALAB,3,2.857143,224.089996,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.529966,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,342.850006,0.529966,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,AAPL,4,3.809524,298.869995,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.044133,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,312.059998,0.044133,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,NOW,5,4.761905,87.050003,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.428719,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,124.370003,0.428719,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,CRWD,6,5.714286,562.570007,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.299394,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,731.000000,0.299394,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,TSLA,7,6.666667,445.269989,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.021290,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,435.790009,-0.021290,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,GOOGL,8,7.619048,402.619995,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.055338,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,380.339996,-0.055338,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,TQQQ,9,8.571429,77.239998,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.094770,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,84.559998,0.094770,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,ON,10,9.52381,115.709999,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.042434,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,120.620003,0.042434,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,NVDA,11,10.47619,225.830002,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.065049,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,211.139999,-0.065049,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,MRVL,12,11.428571,177.949997,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.152009,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,205.000000,0.152009,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,NVT,13,12.380952,172.910004,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.034237,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,166.990005,-0.034237,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,PANW,14,13.333333,227.789993,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.236621,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,281.690002,0.236621,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,SPY,15,14.285714,742.309998,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.019089,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,756.479980,0.019089,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,NTAP,16,15.238095,118.580002,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.469809,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,174.289993,0.469809,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,MDB,17,16.190476,303.000000,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.107426,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,335.549988,0.107426,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,IRDM,18,17.142857,43.090000,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.201671,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,51.779999,0.201671,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,VRT,19,18.095238,369.989990,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.146707,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,315.709991,-0.146707,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,BASELINE_TOP20,QQQ,20,19.047619,714.710022,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,FIXED_HOLD_20D_PLUS_RANK_DETERIORATION_IF_AVAILABLE,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.033020,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,738.309998,0.033020,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,FACTOR_HEAVY,FORM,105,100.0,129.309998,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,RANK_DETERIORATION_EXIT_PLUS_FIXED_HOLD_20D,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.036501,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,124.589996,-0.036501,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,FACTOR_HEAVY,TER,104,99.047619,363.380005,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,RANK_DETERIORATION_EXIT_PLUS_FIXED_HOLD_20D,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,0.030079,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,374.309998,0.030079,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,FACTOR_HEAVY,CRWV,103,98.095238,111.309998,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,RANK_DETERIORATION_EXIT_PLUS_FIXED_HOLD_20D,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.015991,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,109.529999,-0.015991,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
2026-05-30,2026-05-14,FACTOR_HEAVY,MCHP,102,97.142857,96.709999,2026-05-13,SIMULATED_ENTRY_RESEARCH_ONLY,RANK_DETERIORATION_EXIT_PLUS_FIXED_HOLD_20D,EQUAL_WEIGHT,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,-0.021301,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-29,UNKNOWN,UNKNOWN,UNKNOWN,5d,2026-05-29,factor_forward_tracker,POINT_IN_TIME_MATCHED,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,UNKNOWN_POINT_IN_TIME_UNAVAILABLE,LIMITED_EVENT_OPTIONS_HISTORY,COMPARISON_BASIS_LIMITED,COMPLETED_FORWARD_RETURN,2026-05-29,94.650002,-0.021301,PARTIAL_FORWARD_RETURN,SIMULATION_ONLY_POLICY_ATTRIBUTION_NO_REAL_TRADE_INSTRUCTION
