row_index,ticker,horizon,label_column,label_status,date_column,base_date,base_date_source,as_of_date,maturity_method,maturity_reason,target_price_date,trading_day_maturity_status,recommended_action
53,KLAC,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
54,ZS,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
55,DDOG,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
56,FLEX,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
57,NTAP,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
58,CSCO,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
59,AAPL,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
60,PANW,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
61,CRWD,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
62,APH,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
63,ECL,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
64,HUBB,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
65,PLTR,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
66,VST,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
67,ACM,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
68,CAMT,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
69,CEG,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
70,ANET,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
71,CRM,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
72,D,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
73,ENTG,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
74,ETR,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
75,FLR,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
76,AMKR,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
77,CRDO,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
78,CRWV,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
79,ETN,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
80,AEHR,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
81,JBL,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
82,AVGO,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
83,ICHR,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
84,KLAC,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
85,ZS,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
86,DDOG,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
87,FLEX,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
88,NTAP,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
89,CSCO,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
90,AAPL,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
91,PANW,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
92,CRWD,20D,fwd_20d_return,BLANK,snapshot_date,2026-05-15,source_row_text.price_date,2026-05-18,YFINANCE_TRADING_DAY,PENDING_NOT_ENOUGH_TRADING_DAYS,,NOT_YET_MATURE,WAIT_MATURITY
