ticker,has_price_derived_row,factor_scope_class,score_scope,full_factor_score_ready,light_factor_score_ready,score_ready,price_derived_total_score_available,buy_zone_label_available,market_regime_available,price_derived_readiness_status,degradation_reason
ICHR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
IGV,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
INFY,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
INSM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
INTC,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
IRDM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
IREN,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
ISRG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
IWM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
IYW,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
JBL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
JBS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
JCI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
JD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
JFROG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
JHX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
KEYS,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
KKR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
KLAC,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
KLAR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
KLIC,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
KNX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
KRC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
KVYO,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
KWEB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LBRT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LCID,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LHX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LIN,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LINE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LITE,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
LPLA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LRCX,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
LSCC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LYB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
LYFT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MCHP,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MCK,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MDB,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MELI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
META,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MKSI,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MNTN,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MOD,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MOH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MPLX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MPW,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MPWR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MRVL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MSFT,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
MTSI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MTZ,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
MU,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
NAMS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NET,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
NFLX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NOW,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
NRG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NTAP,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
NTRA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NU,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NUVB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NVAX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
NVDA,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
NVT,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
NXPI,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
OC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
OKTA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
OLMA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
OLPX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ON,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
OPCH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ORCL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
PANW,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
PATH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PCOR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PCT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PDD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PFGC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PGNY,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PINS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PLTR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
PLUG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PONY,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
POWL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
PSIX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PSTG,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
PTGX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PTON,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PUMP,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
PWR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
PYPL,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
QCOM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
QQQ,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
QS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
QSR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RBLX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RDDT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RERE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RIOT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RKT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RNG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ROKU,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RSP,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RTX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
RVMD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SANM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SATS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SCCO,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SCHW,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SEI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SFIX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SFM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SHOP,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SHW,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SITM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SMCI,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SMH,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SMTC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SNDK,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SNOW,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SNPS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SOLS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SOXL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SOXX,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
SPOT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
SPY,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
STG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
STM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
STUB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
STX,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
