"run_time_jst","v16_18_status","official_final_action_with_risk","base_final_action_with_events","event_risk_final_action","max_event_risk_score","max_event_risk_band","event_data_quality_status","macro_source_reliability","candidate_count_from_summary","candidate_rows_in_reentry_plan","global_mode","global_buy_permission","first_market_recheck_date","source_risk_summary","source_candidate_risk_csv","candidate_source_status"
"2026-05-10 18:19:39","OK","NO_TRADE_EVENT_RISK_EXTREME","NO_TRADE_EVENT_FREEZE","NO_TRADE_EVENT_RISK_EXTREME","100","EXTREME_NO_NEW_BUYS","OK","PARTIAL_ENHANCED_CANONICAL_REQUIRED","10","10","LOCKED_EXTREME_WAIT_EVENT_CLEAR","NO_NEW_BUYS_NOW","2026-05-11","D:\us-tech-quant\outputs\v16\V16_17_4_UNIFIED_DAILY_ENHANCED_MACRO_RISK_SUMMARY.md","D:\us-tech-quant\outputs\v16\events\v16_17_candidate_event_risk_scores.csv","FOUND"
