"run_time_jst","v16_19_status","final_budget_action","global_mode","buy_permission","official_final_action_with_risk","max_event_risk_score","max_event_risk_band","total_cash_budget_jpy","max_daily_deploy_budget_jpy","max_single_name_budget_jpy","eligible_current_count","no_buy_count","total_current_shares","total_current_estimated_cost_jpy","price_missing_count","budget_plan_path","config_path","price_audit_path","reentry_plan_path"
"2026-05-14 15:09:13","OK","NO_BUY_EVENT_LOCKED","LOCKED_EXTREME_WAIT_EVENT_CLEAR","NO_NEW_BUYS_NOW","NO_TRADE_EVENT_RISK_EXTREME","100","EXTREME_NO_NEW_BUYS","200000","120000","60000","0","1","0","0","1","D:\us-tech-quant\outputs\v16\execution_budget\v16_19_execution_budget_plan.csv","D:\us-tech-quant\state\v16_19_execution_budget_config.csv","D:\us-tech-quant\outputs\v16\execution_budget\v16_19_price_source_audit.csv","D:\us-tech-quant\outputs\v16\reentry\v16_18_post_event_reentry_plan.csv"
