run_time_jst,ticker,yf_ticker,price_source,fetch_status,latest_price_date,latest_close,freshness_status,in_second_stage,universe_source,error
2026-05-30 22:35:00,AAPL,AAPL,yfinance,OK,2026-05-29,312.06,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ACLS,ACLS,yfinance,OK,2026-05-29,150.41,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ACM,ACM,yfinance,OK,2026-05-29,69.37,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ACMR,ACMR,yfinance,OK,2026-05-29,86.56,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,AEHR,AEHR,yfinance,OK,2026-05-29,92.33,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ALAB,ALAB,yfinance,OK,2026-05-29,342.85,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,AMAT,AMAT,yfinance,OK,2026-05-29,450.06,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,AMD,AMD,yfinance,OK,2026-05-29,516.1,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,AMKR,AMKR,yfinance,OK,2026-05-29,69.56,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,AMZN,AMZN,yfinance,OK,2026-05-29,270.64,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ANET,ANET,yfinance,OK,2026-05-29,159.47,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,APH,APH,yfinance,OK,2026-05-29,148.76,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ARM,ARM,yfinance,OK,2026-05-29,353.29,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ASML,ASML,yfinance,OK,2026-05-29,1612.76,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,AVGO,AVGO,yfinance,OK,2026-05-29,446.77,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,BE,BE,yfinance,OK,2026-05-29,285.0,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,BTDR,BTDR,yfinance,OK,2026-05-29,17.49,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CAMT,CAMT,yfinance,OK,2026-05-29,171.66,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CARR,CARR,yfinance,OK,2026-05-29,63.87,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CEG,CEG,yfinance,OK,2026-05-29,287.75,OK_LATEST_AVAILABLE,YES,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CIEN,CIEN,yfinance,OK,2026-05-29,580.23,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CIFR,CIFR,yfinance,OK,2026-05-29,23.65,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CLS,CLS,yfinance,OK,2026-05-29,385.39,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,COHR,COHR,yfinance,OK,2026-05-29,361.47,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,COHU,COHU,yfinance,OK,2026-05-29,52.75,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CORZ,CORZ,yfinance,OK,2026-05-29,26.85,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CRDO,CRDO,yfinance,OK,2026-05-29,236.03,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CRM,CRM,yfinance,OK,2026-05-29,191.1,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CRWD,CRWD,yfinance,OK,2026-05-29,731.0,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CRWV,CRWV,yfinance,OK,2026-05-29,109.53,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,CSCO,CSCO,yfinance,OK,2026-05-29,120.42,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,D,D,yfinance,OK,2026-05-29,66.94,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,DDOG,DDOG,yfinance,OK,2026-05-29,247.35,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,DELL,DELL,yfinance,OK,2026-05-29,420.91,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ECL,ECL,yfinance,OK,2026-05-29,256.0,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ENTG,ENTG,yfinance,OK,2026-05-29,138.79,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ETN,ETN,yfinance,OK,2026-05-29,400.6,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ETR,ETR,yfinance,OK,2026-05-29,109.05,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,FIX,FIX,yfinance,OK,2026-05-29,1828.21,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,FLEX,FLEX,yfinance,OK,2026-05-29,150.78,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,FLR,FLR,yfinance,OK,2026-05-29,45.76,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,FN,FN,yfinance,OK,2026-05-29,654.16,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,FORM,FORM,yfinance,OK,2026-05-29,124.59,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,GEV,GEV,yfinance,OK,2026-05-29,968.32,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,GLW,GLW,yfinance,OK,2026-05-29,181.16,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,GNRC,GNRC,yfinance,OK,2026-05-29,277.91,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,GOOGL,GOOGL,yfinance,OK,2026-05-29,380.34,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,HPE,HPE,yfinance,OK,2026-05-29,43.04,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,HUBB,HUBB,yfinance,OK,2026-05-29,473.61,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ICHR,ICHR,yfinance,OK,2026-05-29,71.52,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,IGV,IGV,yfinance,OK,2026-05-29,101.66,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,INTC,INTC,yfinance,OK,2026-05-29,114.68,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,IRDM,IRDM,yfinance,OK,2026-05-29,51.78,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,IREN,IREN,yfinance,OK,2026-05-29,63.54,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,IYW,IYW,yfinance,OK,2026-05-29,252.92,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,JBL,JBL,yfinance,OK,2026-05-29,364.56,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,KEYS,KEYS,yfinance,OK,2026-05-29,338.33,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,KLAC,KLAC,yfinance,OK,2026-05-29,1921.71,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,KLIC,KLIC,yfinance,OK,2026-05-29,101.89,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,LITE,LITE,yfinance,OK,2026-05-29,854.96,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,LRCX,LRCX,yfinance,OK,2026-05-29,318.18,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MCHP,MCHP,yfinance,OK,2026-05-29,94.65,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MDB,MDB,yfinance,OK,2026-05-29,335.55,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,META,META,yfinance,OK,2026-05-29,632.51,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MKSI,MKSI,yfinance,OK,2026-05-29,324.26,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MOD,MOD,yfinance,OK,2026-05-29,278.91,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MPWR,MPWR,yfinance,OK,2026-05-29,1566.21,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MRVL,MRVL,yfinance,OK,2026-05-29,205.0,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MSFT,MSFT,yfinance,OK,2026-05-29,450.24,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,MU,MU,yfinance,OK,2026-05-29,971.0,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,NET,NET,yfinance,OK,2026-05-29,241.82,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,NOW,NOW,yfinance,OK,2026-05-29,124.37,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,NTAP,NTAP,yfinance,OK,2026-05-29,174.29,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,NVDA,NVDA,yfinance,OK,2026-05-29,211.14,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,NVT,NVT,yfinance,OK,2026-05-29,166.99,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,NXPI,NXPI,yfinance,OK,2026-05-29,321.35,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ON,ON,yfinance,OK,2026-05-29,120.62,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ORCL,ORCL,yfinance,OK,2026-05-29,225.78,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,PANW,PANW,yfinance,OK,2026-05-29,281.69,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,PLTR,PLTR,yfinance,OK,2026-05-29,156.54,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,POWL,POWL,yfinance,OK,2026-05-29,284.42,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,PSTG,PSTG,yfinance,OK,2026-05-29,79.51,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,PWR,PWR,yfinance,OK,2026-05-29,711.73,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,QCOM,QCOM,yfinance,OK,2026-05-29,251.02,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,QQQ,QQQ,yfinance,OK,2026-05-29,738.31,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SANM,SANM,yfinance,OK,2026-05-29,259.73,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SMCI,SMCI,yfinance,OK,2026-05-29,46.09,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SMH,SMH,yfinance,OK,2026-05-29,598.93,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SNDK,SNDK,yfinance,OK,2026-05-29,1694.98,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SNOW,SNOW,yfinance,OK,2026-05-29,255.55,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
