date,close,open,high,low,volume,adj_close
2019-05-14,37.244998931884766,36.84000015258789,37.474998474121094,36.810001373291016,36808600,34.9821891784668
2019-05-15,37.650001525878906,36.98500061035156,37.76499938964844,36.92499923706055,30097200,35.36259841918945
2019-05-16,37.994998931884766,37.67499923706055,38.27000045776367,37.625,30889400,35.68663024902344
2019-05-17,37.689998626708984,37.60499954223633,38.20000076293945,37.599998474121094,27087800,35.40016174316406
2019-05-20,37.03499984741211,37.05500030517578,37.345001220703125,36.85499954223633,29349200,34.78495407104492
2019-05-21,37.4900016784668,37.42499923706055,37.61000061035156,37.34000015258789,29682200,35.212310791015625
2019-05-22,37.29499816894531,37.244998931884766,37.52000045776367,37.224998474121094,23042200,35.029151916503906
2019-05-23,36.63999938964844,36.790000915527344,36.810001373291016,36.369998931884766,32171400,34.41395568847656
2019-05-24,36.650001525878906,36.84000015258789,37.029998779296875,36.61000061035156,23500000,34.42333984375
2019-05-28,36.54499816894531,36.76499938964844,37.0,36.525001525878906,51545600,34.32472610473633
2019-05-29,36.33000183105469,36.275001525878906,36.505001068115234,36.084999084472656,29509600,34.12278747558594
2019-05-30,36.55500030517578,36.415000915527344,36.630001068115234,36.30500030517578,22841000,34.33412170410156
2019-05-31,35.94499969482422,36.1150016784668,36.28499984741211,35.93000030517578,24079600,33.76117706298828
2019-06-03,35.314998626708984,36.0,36.20000076293945,35.07500076293945,39407400,33.16945266723633
2019-06-04,36.494998931884766,35.76499938964844,36.494998931884766,35.584999084472656,30192400,34.27775955200195
2019-06-05,36.970001220703125,36.97999954223633,37.05500030517578,36.54999923706055,28791600,34.72390365600586
2019-06-06,37.400001525878906,37.06999969482422,37.474998474121094,36.900001525878906,23845000,35.12778091430664
2019-06-07,38.095001220703125,37.595001220703125,38.31999969482422,37.52000045776367,23984200,35.78055953979492
2019-06-10,38.48500061035156,38.369998931884766,38.845001220703125,38.369998931884766,26927600,36.14685821533203
2019-06-11,38.48500061035156,38.875,38.915000915527344,38.26499938964844,23100200,36.14685821533203
2019-06-12,38.27000045776367,38.29999923706055,38.404998779296875,38.18000030517578,15193800,35.94492721557617
2019-06-13,38.3849983215332,38.404998779296875,38.52000045776367,38.244998931884766,19734800,36.05293655395508
2019-06-14,38.04999923706055,38.03499984741211,38.17499923706055,37.8849983215332,16883400,35.738285064697266
2019-06-17,38.08000183105469,38.07500076293945,38.27000045776367,37.994998931884766,18702200,35.7664680480957
2019-06-18,38.77000045776367,38.48500061035156,38.959999084472656,38.3650016784668,32362400,36.41454315185547
2019-06-19,38.90999984741211,38.869998931884766,39.0099983215332,38.60499954223633,24742400,36.546043395996094
2019-06-20,39.47999954223633,39.47999954223633,39.61000061035156,39.150001525878906,27783800,37.081417083740234
2019-06-21,39.154998779296875,39.19499969482422,39.494998931884766,39.13999938964844,41430400,36.90608596801758
2019-06-24,39.22999954223633,39.224998474121094,39.36000061035156,39.16999816894531,16431800,36.976776123046875
2019-06-25,38.5099983215332,39.209999084472656,39.244998931884766,38.46500015258789,26245400,36.29814147949219
2019-06-26,38.92499923706055,38.8849983215332,39.20000076293945,38.875,18138400,36.68929672241211
2019-06-27,39.025001525878906,39.05500030517578,39.15999984741211,38.939998626708984,13675000,36.78356170654297
2019-06-28,39.02000045776367,39.14500045776367,39.189998626708984,38.900001525878906,35566800,36.778839111328125
2019-07-01,39.63999938964844,39.915000915527344,39.96500015258789,39.474998474121094,28553200,37.36323165893555
2019-07-02,39.744998931884766,39.619998931884766,39.77000045776367,39.529998779296875,15568400,37.46220397949219
2019-07-03,40.04999923706055,39.845001220703125,40.04999923706055,39.76499938964844,10683600,37.74968338012695
2019-07-05,39.974998474121094,39.724998474121094,40.04499816894531,39.58000183105469,11847800,37.67900085449219
2019-07-08,39.66999816894531,39.665000915527344,39.720001220703125,39.48500061035156,14919800,37.391502380371094
2019-07-09,39.810001373291016,39.46500015258789,39.84000015258789,39.404998779296875,18499600,37.52346420288086
2019-07-10,40.125,40.029998779296875,40.3650016784668,40.0,20217200,37.820377349853516
2019-07-11,40.275001525878906,40.224998474121094,40.43000030517578,40.13999938964844,22704400,37.961761474609375
2019-07-12,40.56999969482422,40.400001525878906,40.595001220703125,40.33000183105469,15506800,38.23981857299805
2019-07-15,40.70500183105469,40.68000030517578,40.755001068115234,40.59000015258789,12572000,38.3670654296875
2019-07-16,40.32500076293945,40.654998779296875,40.65999984741211,40.255001068115234,16011400,38.00889205932617
2019-07-17,40.220001220703125,40.400001525878906,40.4900016784668,40.21500015258789,13416000,37.90992736816406
2019-07-18,40.52000045776367,40.130001068115234,40.58000183105469,40.099998474121094,16044000,38.19268798828125
2019-07-19,40.345001220703125,40.92499923706055,40.939998626708984,40.29499816894531,23359400,38.027740478515625
2019-07-22,40.810001373291016,40.5,40.90999984741211,40.494998931884766,13849400,38.46603012084961
2019-07-23,41.03499984741211,41.04499816894531,41.07500076293945,40.72999954223633,11010800,38.678104400634766
2019-07-24,41.375,40.97999954223633,41.38999938964844,40.97999954223633,18514200,38.99858474731445
2019-07-25,41.20500183105469,41.28499984741211,41.28499984741211,40.98500061035156,19846800,38.83834457397461
2019-07-26,41.29499816894531,41.224998474121094,41.375,41.185001373291016,22240400,38.92318344116211
2019-07-29,41.27000045776367,41.314998626708984,41.34000015258789,40.95000076293945,16946400,38.89961242675781
2019-07-30,41.005001068115234,40.98500061035156,41.18000030517578,40.89500045776367,14728000,38.64984893798828
2019-07-31,40.3849983215332,41.224998474121094,41.27000045776367,39.959999084472656,33738600,38.06544876098633
2019-08-01,40.18000030517578,40.45500183105469,41.310001373291016,39.97999954223633,57666000,37.872222900390625
2019-08-02,39.525001525878906,39.85499954223633,39.869998931884766,39.165000915527344,44743800,37.254844665527344
2019-08-05,37.875,38.470001220703125,38.525001525878906,37.56999969482422,55653200,35.699615478515625
2019-08-06,38.505001068115234,38.3849983215332,38.64500045776367,38.064998626708984,38301600,36.293426513671875
2019-08-07,38.744998931884766,38.064998626708984,38.849998474121094,37.85499954223633,41164800,36.51963806152344
2019-08-08,39.69499969482422,39.05500030517578,39.70500183105469,38.95500183105469,31983200,37.415077209472656
2019-08-09,39.244998931884766,39.459999084472656,39.56999969482422,38.94499969482422,31145200,36.99091339111328
2019-08-12,38.72999954223633,38.974998474121094,39.119998931884766,38.54999923706055,21786800,36.505523681640625
2019-08-13,39.70000076293945,38.69499969482422,39.849998474121094,38.61000061035156,52085600,37.4197883605957
2019-08-14,38.47999954223633,38.970001220703125,39.14500045776367,38.380001068115234,47138600,36.26984786987305
