date,close,open,high,low,volume,adj_close
2019-05-14,65.40333557128906,64.7300033569336,65.74666595458984,64.41999816894531,2954100,61.242919921875
2019-05-15,65.90666961669922,64.72666931152344,66.3566665649414,64.663330078125,5173800,61.7142448425293
2019-05-16,64.86666870117188,64.98666381835938,65.5633316040039,64.4566650390625,6997800,60.74039077758789
2019-05-17,63.60333251953125,63.82666778564453,65.11333465576172,63.32666778564453,5014200,59.55742645263672
2019-05-20,61.06666564941406,61.53333282470703,62.03666687011719,60.633331298828125,4640700,57.18212127685547
2019-05-21,62.31666564941406,62.293331146240234,62.64666748046875,61.79999923706055,5167500,58.352603912353516
2019-05-22,61.0,61.12333297729492,61.630001068115234,60.813331604003906,3254100,57.119693756103516
2019-05-23,60.04999923706055,59.93000030517578,60.08333206176758,59.06666564941406,3725400,56.230133056640625
2019-05-24,59.526668548583984,60.34333419799805,60.793331146240234,59.473331451416016,2273100,55.74008560180664
2019-05-28,59.016666412353516,59.866668701171875,60.073333740234375,58.883331298828125,2389200,55.262516021728516
2019-05-29,59.22999954223633,58.526668548583984,59.51333236694336,58.356666564941406,4244400,55.46228790283203
2019-05-30,59.72999954223633,59.380001068115234,60.209999084472656,59.246665954589844,2000100,55.93048095703125
2019-05-31,58.84000015258789,58.983333587646484,59.80666732788086,58.79999923706055,3330600,55.09709548950195
2019-06-03,58.97999954223633,59.50666809082031,60.13999938964844,58.676666259765625,2988000,55.22818374633789
2019-06-04,61.560001373291016,60.099998474121094,61.560001373291016,59.586666107177734,3156600,57.644073486328125
2019-06-05,61.116668701171875,62.08000183105469,62.23666763305664,60.31999969482422,3273600,57.22892379760742
2019-06-06,61.96333312988281,61.206668853759766,62.176666259765625,60.98666763305664,957000,58.0217399597168
2019-06-07,62.663333892822266,62.22999954223633,62.793331146240234,62.02000045776367,1468500,58.67721939086914
2019-06-10,64.19000244140625,63.436668395996094,64.97333526611328,63.436668395996094,3907800,60.10676956176758
2019-06-11,64.44667053222656,65.37999725341797,65.51000213623047,63.956668853759766,3400500,60.347110748291016
2019-06-12,62.95000076293945,63.7599983215332,63.84333419799805,62.86333465576172,1450500,58.945655822753906
2019-06-13,63.253334045410156,63.4033317565918,63.53333282470703,62.823333740234375,1143000,59.22968673706055
2019-06-14,61.65999984741211,61.4033317565918,61.93000030517578,61.2400016784668,2081700,57.73770523071289
2019-06-17,60.95333480834961,61.39666748046875,61.619998931884766,60.93333435058594,1074600,57.31053161621094
2019-06-18,63.59000015258789,61.60333251953125,64.03333282470703,61.60333251953125,2850000,59.78961944580078
2019-06-19,63.71666717529297,64.02666473388672,64.12666320800781,63.3466682434082,1431300,59.90871047973633
2019-06-20,64.25333404541016,64.9366683959961,65.23332977294922,63.956668853759766,3371400,60.413291931152344
2019-06-21,63.88666534423828,64.02999877929688,64.51667022705078,63.766666412353516,1333200,60.06854248046875
