"old_rank","ticker","in_old_top20","composite_candidate_score","factor_score","technical_score","old_latest_price_date","force_price_date","force_close","overlay_price_date","overlay_close","change_pct_from_overlay","manual_scan_flag"
"199","QQQ","FALSE","29.356",,,"2026-05-26","2026-05-29","738.31","2026-05-28","735.6","0.37","LATEST_PRICE_OK"
"200","BN","FALSE","29.326632",,,"2026-05-20","2026-05-29","45.59","2026-05-28","46.08","-1.06","LATEST_PRICE_OK"
"201","XLF","FALSE","29.281688",,,"2026-05-21","2026-05-29","51.58","2026-05-28","51.27","0.6","LATEST_PRICE_OK"
"202","DIS","FALSE","29.247469",,,"2026-05-20","2026-05-29","101.83","2026-05-28","103.73","-1.83","LATEST_PRICE_OK"
"203","AAPL","FALSE","29.216",,,"2026-05-26","2026-05-29","312.06","2026-05-28","312.51","-0.14","LATEST_PRICE_OK"
"204","SMH","FALSE","29.192",,,"2026-05-26","2026-05-29","598.93","2026-05-28","599.83","-0.15","LATEST_PRICE_OK"
"205","SCCO","FALSE","29.16213",,,"2026-05-21","2026-05-29","191.3","2026-05-28","194.88","-1.84","LATEST_PRICE_OK"
"206","PSTG","FALSE","29.144",,,"2026-05-26","2026-05-29","79.51","2026-05-28","73.04","8.86","LATEST_PRICE_OK"
"207","KWEB","FALSE","29.134565",,,"2026-05-20","2026-05-29","26.73","2026-05-28","26.66","0.26","LATEST_PRICE_OK"
"208","AAL","FALSE","29.018088",,,"2026-05-20","2026-05-29","14.64","2026-05-28","14.65","-0.07","LATEST_PRICE_OK"
"209","INSM","FALSE","28.991239",,,"2026-05-21","2026-05-29","106.91","2026-05-28","108.37","-1.35","LATEST_PRICE_OK"
"210","ARGT","FALSE","28.956087",,,"2026-05-20","2026-05-29","97.7","2026-05-28","96.05","1.72","LATEST_PRICE_OK"
"211","MPLX","FALSE","28.873588",,,"2026-05-20","2026-05-29","54.65","2026-05-28","55.49","-1.51","LATEST_PRICE_OK"
"212","TTWO","FALSE","28.820733",,,"2026-05-21","2026-05-29","224.16","2026-05-28","217.87","2.89","LATEST_PRICE_OK"
"213","NAMS","FALSE","28.653411",,,"2026-05-20","2026-05-29","33.68","2026-05-28","35.42","-4.91","LATEST_PRICE_OK"
"214","SCHW","FALSE","28.545088",,,"2026-05-21","2026-05-29","87.35","2026-05-28","85.35","2.34","LATEST_PRICE_OK"
"215","SHOP","FALSE","28.523376",,,"2026-05-21","2026-05-29","118.71","2026-05-28","115.03","3.2","LATEST_PRICE_OK"
"216","MA","FALSE","28.518786",,,"2026-05-20","2026-05-29","493.98","2026-05-28","493.75","0.05","LATEST_PRICE_OK"
"217","ADSK","FALSE","28.378772",,,"2026-05-20","2026-05-29","231.31","2026-05-28","240.95","-4","LATEST_PRICE_OK"
"218","GT","FALSE","28.349778",,,"2026-05-20","2026-05-29","6.1","2026-05-28","6.2","-1.61","LATEST_PRICE_OK"
"219","NTRA","FALSE","28.342094",,,"2026-05-20","2026-05-29","223.37","2026-05-28","213.94","4.41","LATEST_PRICE_OK"
"220","GS","FALSE","28.30354",,,"2026-05-20","2026-05-29","1025.5601","2026-05-28","1008.37","1.7","LATEST_PRICE_OK"
"221","PONY","FALSE","28.195808",,,"2026-05-22","2026-05-29","10.03","2026-05-28","9.96","0.7","LATEST_PRICE_OK"
"222","TLN","FALSE","28.18193",,,"2026-05-22","2026-05-29","386.8","2026-05-28","381.47","1.4","LATEST_PRICE_OK"
"223","CLF","FALSE","28.141772",,,"2026-05-20","2026-05-29","13.6","2026-05-28","13.29","2.33","LATEST_PRICE_OK"
"224","ADBE","FALSE","28.101005",,,"2026-05-20","2026-05-29","259.21","2026-05-28","241.44","7.36","LATEST_PRICE_OK"
"225","CRWD","FALSE","28.072",,,"2026-05-26","2026-05-29","731","2026-05-28","671","8.94","LATEST_PRICE_OK"
"226","DASH","FALSE","28.069533",,,"2026-05-20","2026-05-29","159.29","2026-05-28","156.7","1.65","LATEST_PRICE_OK"
"227","RTX","FALSE","28.051253",,,"2026-05-21","2026-05-29","179.66","2026-05-28","178.96","0.39","LATEST_PRICE_OK"
"228","CMG","FALSE","28.039656",,,"2026-05-20","2026-05-29","31.86","2026-05-28","32.42","-1.73","LATEST_PRICE_OK"
"229","COF","FALSE","28.029476",,,"2026-05-20","2026-05-29","187.93","2026-05-28","187.02","0.49","LATEST_PRICE_OK"
"230","CHRW","FALSE","27.950457",,,"2026-05-20","2026-05-29","178.65","2026-05-28","175.41","1.85","LATEST_PRICE_OK"
"231","TEAM","FALSE","27.925391",,,"2026-05-21","2026-05-29","107.61","2026-05-28","93.29","15.35","LATEST_PRICE_OK"
"232","MNTN","FALSE","27.728584",,,"2026-05-22","2026-05-29","9.43","2026-05-28","8.97","5.13","LATEST_PRICE_OK"
"233","PM","FALSE","27.646466",,,"2026-05-21","2026-05-29","177.38","2026-05-28","178.57","-0.67","LATEST_PRICE_OK"
"234","ARM","FALSE","27.556",,,"2026-05-26","2026-05-29","353.29","2026-05-28","335.27","5.37","LATEST_PRICE_OK"
"235","WVE","FALSE","27.544222",,,"2026-05-21","2026-05-29","6.58","2026-05-28","6.47","1.7","LATEST_PRICE_OK"
"236","DAL","FALSE","27.45742",,,"2026-05-20","2026-05-29","82.48","2026-05-28","82.49","-0.01","LATEST_PRICE_OK"
"237","JHX","FALSE","27.423512",,,"2026-05-20","2026-05-29","23.28","2026-05-28","22.97","1.35","LATEST_PRICE_OK"
"238","RKT","FALSE","27.347766",,,"2026-05-21","2026-05-29","14.51","2026-05-28","14.4","0.76","LATEST_PRICE_OK"
"239","ENPH","FALSE","27.330192",,,"2026-05-20","2026-05-29","68.36","2026-05-28","69.5","-1.64","LATEST_PRICE_OK"
"240","WHR","FALSE","27.321762",,,"2026-05-21","2026-05-29","43.42","2026-05-28","44.07","-1.47","LATEST_PRICE_OK"
"241","LINE","FALSE","27.288744",,,"2026-05-22","2026-05-29","44.41","2026-05-28","43.92","1.12","LATEST_PRICE_OK"
"242","MDB","FALSE","27.192",,,"2026-05-26","2026-05-29","335.55","2026-05-28","325.68","3.03","LATEST_PRICE_OK"
"243","UAL","FALSE","27.184506",,,"2026-05-21","2026-05-29","114.8","2026-05-28","115.06","-0.23","LATEST_PRICE_OK"
"244","XLK","FALSE","26.928",,,"2026-05-26","2026-05-29","191.02","2026-05-28","186.85","2.23","LATEST_PRICE_OK"
"245","PSIX","FALSE","26.917594",,,"2026-05-21","2026-05-29","41.68","2026-05-28","41.99","-0.74","LATEST_PRICE_OK"
"246","BABA","FALSE","26.899805",,,"2026-05-20","2026-05-29","124.22","2026-05-28","126.16","-1.54","LATEST_PRICE_OK"
"247","ISRG","FALSE","26.833055",,,"2026-05-20","2026-05-29","424.64","2026-05-28","423.63","0.24","LATEST_PRICE_OK"
"248","ACLS","FALSE","26.808",,,"2026-05-26","2026-05-29","150.41","2026-05-28","155.55","-3.3","LATEST_PRICE_OK"
"249","INFY","FALSE","26.80017",,,"2026-05-20","2026-05-29","12.65","2026-05-28","12.7","-0.39","LATEST_PRICE_OK"
"250","DUOL","FALSE","26.741522",,,"2026-05-20","2026-05-29","111.36","2026-05-28","108.67","2.48","LATEST_PRICE_OK"
"251","PATH","FALSE","26.690265",,,"2026-05-21","2026-05-29","11.72","2026-05-28","11.58","1.21","LATEST_PRICE_OK"
"252","HOOD","FALSE","26.689519",,,"2026-05-21","2026-05-29","94.3","2026-05-28","84.84","11.15","LATEST_PRICE_OK"
"253","AXON","FALSE","26.579015",,,"2026-05-20","2026-05-29","448.72","2026-05-28","439.32","2.14","LATEST_PRICE_OK"
"254","MELI","FALSE","26.308931",,,"2026-05-20","2026-05-29","1695.65","2026-05-28","1695.53","0.01","LATEST_PRICE_OK"
"255","LCID","FALSE","26.087442",,,"2026-05-20","2026-05-29","6.55","2026-05-28","6.46","1.39","LATEST_PRICE_OK"
"256","PGNY","FALSE","26.025378",,,"2026-05-21","2026-05-29","25.56","2026-05-28","25.69","-0.51","LATEST_PRICE_OK"
"257","ADMA","FALSE","25.875343",,,"2026-05-20","2026-05-29","7.98","2026-05-28","7.93","0.63","LATEST_PRICE_OK"
"258","MKSI","FALSE","25.716",,,"2026-05-26","2026-05-29","324.26","2026-05-28","323.41","0.26","LATEST_PRICE_OK"
"259","DAKT","FALSE","25.682138",,,"2026-05-20","2026-05-29","20.68","2026-05-28","20.62","0.29","LATEST_PRICE_OK"
"260","WDAY","FALSE","25.641569",,,"2026-05-21","2026-05-29","146.19","2026-05-28","130.01","12.45","LATEST_PRICE_OK"
"261","TQQQ","FALSE","25.332",,,"2026-05-26","2026-05-29","84.56","2026-05-28","83.68","1.05","LATEST_PRICE_OK"
"262","SE","FALSE","25.111539",,,"2026-05-21","2026-05-29","90.53","2026-05-28","91.94","-1.53","LATEST_PRICE_OK"
"263","DB","FALSE","25.084522",,,"2026-05-20","2026-05-29","32.3","2026-05-28","33.11","-2.45","LATEST_PRICE_OK"
"264","GEHC","FALSE","25.004001",,,"2026-05-20","2026-05-29","62.34","2026-05-28","62.86","-0.83","LATEST_PRICE_OK"
"265","HUBS","FALSE","24.965966",,,"2026-05-20","2026-05-29","220.63","2026-05-28","198.8","10.98","LATEST_PRICE_OK"
"266","LRCX","FALSE","24.952",,,"2026-05-26","2026-05-29","318.18","2026-05-28","318","0.06","LATEST_PRICE_OK"
"267","FLR","FALSE","24.904",,,"2026-05-26","2026-05-29","45.76","2026-05-28","46.97","-2.58","LATEST_PRICE_OK"
"268","OKTA","FALSE","24.77958",,,"2026-05-21","2026-05-29","123.27","2026-05-28","94.72","30.14","LATEST_PRICE_OK"
"269","RERE","FALSE","24.683748",,,"2026-05-21","2026-05-29","4.65","2026-05-28","4.63","0.43","LATEST_PRICE_OK"
"270","RH","FALSE","24.578681",,,"2026-05-21","2026-05-29","148.49","2026-05-28","149.15","-0.44","LATEST_PRICE_OK"
"271","SPY","FALSE","24.572",,,"2026-05-26","2026-05-29","756.48","2026-05-28","754.6","0.25","LATEST_PRICE_OK"
"272","DOCU","FALSE","24.382979",,,"2026-05-20","2026-05-29","52.52","2026-05-28","49.58","5.93","LATEST_PRICE_OK"
"273","NUVB","FALSE","24.081984",,,"2026-05-20","2026-05-29","4.78","2026-05-28","4.75","0.63","LATEST_PRICE_OK"
"274","GEMI","FALSE","24.036701",,,"2026-05-22","2026-05-29","5.27","2026-05-28","5.2","1.35","LATEST_PRICE_OK"
"275","META","FALSE","23.76",,,"2026-05-26","2026-05-29","632.51","2026-05-28","635.29","-0.44","LATEST_PRICE_OK"
"276","CPAY","FALSE","23.609393",,,"2026-05-20","2026-05-29","361.8","2026-05-28","352.37","2.68","LATEST_PRICE_OK"
"277","KLAR","FALSE","23.495852",,,"2026-05-22","2026-05-29","18.29","2026-05-28","17.44","4.87","LATEST_PRICE_OK"
"278","MU","FALSE","23.476",,,"2026-05-26","2026-05-29","971","2026-05-28","923.52","5.14","LATEST_PRICE_OK"
"279","SNOW","FALSE","23.428",,,"2026-05-26","2026-05-29","255.55","2026-05-28","239.2","6.84","LATEST_PRICE_OK"
"280","BSX","FALSE","23.370665",,,"2026-05-20","2026-05-29","48.31","2026-05-28","49.11","-1.63","LATEST_PRICE_OK"
"281","JBL","FALSE","23.024",,,"2026-05-26","2026-05-29","364.56","2026-05-28","363.65","0.25","LATEST_PRICE_OK"
"282","WING","FALSE","22.868124",,,"2026-05-21","2026-05-29","156.96","2026-05-28","157.61","-0.41","LATEST_PRICE_OK"
"283","CRDO","FALSE","22.7",,,"2026-05-26","2026-05-29","236.03","2026-05-28","222.35","6.15","LATEST_PRICE_OK"
"284","AMAT","FALSE","22.668",,,"2026-05-26","2026-05-29","450.06","2026-05-28","449.68","0.08","LATEST_PRICE_OK"
"285","KLAC","FALSE","22.644",,,"2026-05-26","2026-05-29","1921.71","2026-05-28","1927.63","-0.31","LATEST_PRICE_OK"
"286","OPCH","FALSE","22.641466",,,"2026-05-21","2026-05-29","20.87","2026-05-28","21.58","-3.29","LATEST_PRICE_OK"
"287","STG","FALSE","22.577206",,,"2026-05-21","2026-05-29","6.14","2026-05-28","2.72","125.74","LATEST_PRICE_OK"
"288","HPE","FALSE","22.404",,,"2026-05-26","2026-05-29","43.04","2026-05-28","38.21","12.64","LATEST_PRICE_OK"
"289","FLEX","FALSE","22.284",,,"2026-05-26","2026-05-29","150.78","2026-05-28","144.85","4.09","LATEST_PRICE_OK"
"290","PLTR","FALSE","22.24",,,"2026-05-26","2026-05-29","156.54","2026-05-28","143.34","9.21","LATEST_PRICE_OK"
"291","CSGP","FALSE","22.098806",,,"2026-05-20","2026-05-29","32.2","2026-05-28","32.3","-0.31","LATEST_PRICE_OK"
"292","RBLX","FALSE","22.031738",,,"2026-05-21","2026-05-29","47.15","2026-05-28","46.83","0.68","LATEST_PRICE_OK"
"293","BTDR","FALSE","21.856",,,"2026-05-26","2026-05-29","17.49","2026-05-28","18.38","-4.84","LATEST_PRICE_OK"
"294","SPOT","FALSE","21.079522",,,"2026-05-21","2026-05-29","497.68","2026-05-28","516.71","-3.68","LATEST_PRICE_OK"
"295","ALAB","FALSE","20.96",,,"2026-05-26","2026-05-29","342.85","2026-05-28","349.17","-1.81","LATEST_PRICE_OK"
"296","STUB","FALSE","20.599448",,,"2026-05-22","2026-05-29","9.86","2026-05-28","9.8","0.61","LATEST_PRICE_OK"
"297","OLMA","FALSE","20.556595",,,"2026-05-21","2026-05-29","13.19","2026-05-28","12.76","3.37","LATEST_PRICE_OK"
"298","ORCL","FALSE","20.332",,,"2026-05-26","2026-05-29","225.78","2026-05-28","203.7","10.84","LATEST_PRICE_OK"
"299","SNDK","FALSE","19.952",,,"2026-05-26","2026-05-29","1694.98","2026-05-28","1641.64","3.25","LATEST_PRICE_OK"
"300","IREN","FALSE","19.192",,,"2026-05-26","2026-05-29","63.54","2026-05-28","64.05","-0.8","LATEST_PRICE_OK"
"301","SOXL","FALSE","18.88",,,"2026-05-26","2026-05-29","224.34","2026-05-28","224.63","-0.13","LATEST_PRICE_OK"
"302","ZS","FALSE","18.248",,,"2026-05-26","2026-05-29","139.73","2026-05-28","130.04","7.45","LATEST_PRICE_OK"
"303","ON","FALSE","18.12",,,"2026-05-26","2026-05-29","120.62","2026-05-28","123.77","-2.55","LATEST_PRICE_OK"
"304","TER","FALSE","17.716",,,"2026-05-26","2026-05-29","374.31","2026-05-28","382.65","-2.18","LATEST_PRICE_OK"
"305","ACMR","FALSE","17.096",,,"2026-05-26","2026-05-29","86.56","2026-05-28","92.86","-6.78","LATEST_PRICE_OK"
"306","VECO","FALSE","16.904",,,"2026-05-26","2026-05-29","57.64","2026-05-28","59.13","-2.52","LATEST_PRICE_OK"
"307","STX","FALSE","16.572",,,"2026-05-26","2026-05-29","879.8","2026-05-28","880.72","-0.1","LATEST_PRICE_OK"
"308","AEHR","FALSE","15.808",,,"2026-05-26","2026-05-29","92.33","2026-05-28","99.99","-7.66","LATEST_PRICE_OK"
"309","CIFR","FALSE","15.76",,,"2026-05-26","2026-05-29","23.65","2026-05-28","24.59","-3.82","LATEST_PRICE_OK"
"310","WDC","FALSE","15.476",,,"2026-05-26","2026-05-29","531.21","2026-05-28","531.18","0.01","LATEST_PRICE_OK"
"311","IYW","FALSE","13.928",,,"2026-05-26","2026-05-29","252.92","2026-05-28","249.53","1.36","LATEST_PRICE_OK"
"312","AMD","FALSE","13.596",,,"2026-05-26","2026-05-29","516.1","2026-05-28","518.09","-0.38","LATEST_PRICE_OK"
"313","SANM","FALSE","13.168",,,"2026-05-26","2026-05-29","259.73","2026-05-28","263.23","-1.33","LATEST_PRICE_OK"
"314","SMCI","FALSE","12.38",,,"2026-05-26","2026-05-29","46.09","2026-05-28","41.3","11.6","LATEST_PRICE_OK"
"315","CORZ","FALSE","12.048",,,"2026-05-26","2026-05-29","26.85","2026-05-28","27.76","-3.28","LATEST_PRICE_OK"
"316","NXPI","FALSE","11.284",,,"2026-05-26","2026-05-29","321.35","2026-05-28","330.28","-2.7","LATEST_PRICE_OK"
"317","QCOM","FALSE","10.524",,,"2026-05-26","2026-05-29","251.02","2026-05-28","243.29","3.18","LATEST_PRICE_OK"
"318","DDOG","FALSE","8.644",,,"2026-05-26","2026-05-29","247.35","2026-05-28","225.24","9.82","LATEST_PRICE_OK"
