shadow_date,version,shadow_rank,ticker,shadow_score,shadow_factor_count,shadow_factor_ids,official_decision_impact,shadow_only,F002,official_source,official_actionable_buy,official_worth_review_locked,official_match_flag,shadow_top30_flag,compare_bucket,official_status_bucket
2026-05-19,V18.3A,11,ACLS,1.4045554287882334,1,F002,NONE,YES,1.4045554287882334,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,12,DDOG,1.3517014385523412,1,F002,NONE,YES,1.3517014385523412,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,13,STX,1.3509385674202798,1,F002,NONE,YES,1.3509385674202798,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,14,BE,1.205923555823594,1,F002,NONE,YES,1.205923555823594,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,15,ARM,1.0929785075124252,1,F002,NONE,YES,1.0929785075124252,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,True,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,16,BTDR,1.0292293445737608,1,F002,NONE,YES,1.0292293445737608,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,17,PANW,0.9579533594389,1,F002,NONE,YES,0.9579533594389,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,18,ALAB,0.9513449745196978,1,F002,NONE,YES,0.9513449745196978,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,19,WDC,0.796987528817682,1,F002,NONE,YES,0.796987528817682,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,20,CRWD,0.755623219716616,1,F002,NONE,YES,0.755623219716616,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,21,MU,0.7555097197739835,1,F002,NONE,YES,0.7555097197739835,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,22,ON,0.730318649674101,1,F002,NONE,YES,0.730318649674101,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,23,CIEN,0.6815621532918367,1,F002,NONE,YES,0.6815621532918367,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,24,HPE,0.6484935040469766,1,F002,NONE,YES,0.6484935040469766,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,25,CSCO,0.5224671511425198,1,F002,NONE,YES,0.5224671511425198,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,26,SANM,0.5172071019428879,1,F002,NONE,YES,0.5172071019428879,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,27,TQQQ,0.4607042464977028,1,F002,NONE,YES,0.4607042464977028,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,28,POWL,0.3953964200365793,1,F002,NONE,YES,0.3953964200365793,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,29,COHR,0.3904357600431905,1,F002,NONE,YES,0.3904357600431905,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,True,SHADOW_TOP30_ONLY,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,30,QCOM,0.3133096671578732,1,F002,NONE,YES,0.3133096671578732,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,True,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,31,KLIC,0.2360291792109539,1,F002,NONE,YES,0.2360291792109539,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,32,COHU,0.2184549933708894,1,F002,NONE,YES,0.2184549933708894,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,33,KEYS,0.2115668161104746,1,F002,NONE,YES,0.2115668161104746,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,34,VRT,0.2005137944192961,1,F002,NONE,YES,0.2005137944192961,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,35,SOXX,0.1623296520543287,1,F002,NONE,YES,0.1623296520543287,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,36,AMKR,0.1616134118253578,1,F002,NONE,YES,0.1616134118253578,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,37,NVT,0.15259379825224,1,F002,NONE,YES,0.15259379825224,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,38,TXN,0.1470576674683892,1,F002,NONE,YES,0.1470576674683892,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,39,CORZ,0.111892758458585,1,F002,NONE,YES,0.111892758458585,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,40,LITE,0.0079275872629481,1,F002,NONE,YES,0.0079275872629481,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,41,ICHR,0.0008313868019919,1,F002,NONE,YES,0.0008313868019919,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,42,SMH,-0.0181638868546584,1,F002,NONE,YES,-0.0181638868546584,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,43,PWR,-0.0389372974626791,1,F002,NONE,YES,-0.0389372974626791,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,44,CIFR,-0.0484806089984721,1,F002,NONE,YES,-0.0484806089984721,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,45,GLW,-0.1125484020115215,1,F002,NONE,YES,-0.1125484020115215,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,46,FN,-0.1125573648110227,1,F002,NONE,YES,-0.1125573648110227,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,47,FIX,-0.1485050608043057,1,F002,NONE,YES,-0.1485050608043057,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,48,AVGO,-0.1541042073303559,1,F002,NONE,YES,-0.1541042073303559,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,49,ORCL,-0.1618760590447828,1,F002,NONE,YES,-0.1618760590447828,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,50,NXPI,-0.1683165290518018,1,F002,NONE,YES,-0.1683165290518018,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,51,IREN,-0.1687810797429621,1,F002,NONE,YES,-0.1687810797429621,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,52,GOOGL,-0.1716828255225778,1,F002,NONE,YES,-0.1716828255225778,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,53,AMZN,-0.1731279941453603,1,F002,NONE,YES,-0.1731279941453603,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,54,CRDO,-0.175773141819384,1,F002,NONE,YES,-0.175773141819384,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,55,JBL,-0.2033068656198729,1,F002,NONE,YES,-0.2033068656198729,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,56,FORM,-0.2258125473835669,1,F002,NONE,YES,-0.2258125473835669,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,57,XLK,-0.232986217454232,1,F002,NONE,YES,-0.232986217454232,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,58,MPWR,-0.2395039138453575,1,F002,NONE,YES,-0.2395039138453575,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,59,IYW,-0.2706892100049933,1,F002,NONE,YES,-0.2706892100049933,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,60,GEV,-0.2871966897722305,1,F002,NONE,YES,-0.2871966897722305,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,61,MCHP,-0.3415643469028354,1,F002,NONE,YES,-0.3415643469028354,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,62,NTAP,-0.3906643032209173,1,F002,NONE,YES,-0.3906643032209173,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,63,KLAC,-0.415137057647621,1,F002,NONE,YES,-0.415137057647621,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,64,NVDA,-0.4230268713957469,1,F002,NONE,YES,-0.4230268713957469,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,65,CLS,-0.424474458664641,1,F002,NONE,YES,-0.424474458664641,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,66,CRWV,-0.4470630624657065,1,F002,NONE,YES,-0.4470630624657065,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,67,QQQ,-0.4520580746831842,1,F002,NONE,YES,-0.4520580746831842,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,68,IGV,-0.4835077131832617,1,F002,NONE,YES,-0.4835077131832617,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,69,MKSI,-0.5060491825865864,1,F002,NONE,YES,-0.5060491825865864,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,70,NET,-0.5135521155804552,1,F002,NONE,YES,-0.5135521155804552,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,71,LRCX,-0.521020459514684,1,F002,NONE,YES,-0.521020459514684,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,72,AAPL,-0.5476478151243709,1,F002,NONE,YES,-0.5476478151243709,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,73,GNRC,-0.6110045173016877,1,F002,NONE,YES,-0.6110045173016877,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,74,AMAT,-0.6176335989375364,1,F002,NONE,YES,-0.6176335989375364,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,75,ZS,-0.640624892898509,1,F002,NONE,YES,-0.640624892898509,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,76,MOD,-0.6455630926147055,1,F002,NONE,YES,-0.6455630926147055,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,77,SPY,-0.6943627951546544,1,F002,NONE,YES,-0.6943627951546544,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,78,TSM,-0.7020072264836824,1,F002,NONE,YES,-0.7020072264836824,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,79,ANET,-0.7143561005164322,1,F002,NONE,YES,-0.7143561005164322,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,80,MSFT,-0.716987125175548,1,F002,NONE,YES,-0.716987125175548,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,81,ETR,-0.7366687442572984,1,F002,NONE,YES,-0.7366687442572984,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,82,CAMT,-0.7579755183318985,1,F002,NONE,YES,-0.7579755183318985,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,83,PSTG,-0.7834808948915427,1,F002,NONE,YES,-0.7834808948915427,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,84,D,-0.8039096624393535,1,F002,NONE,YES,-0.8039096624393535,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,85,ETN,-0.8218479637234987,1,F002,NONE,YES,-0.8218479637234987,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,86,CARR,-0.8761693431603224,1,F002,NONE,YES,-0.8761693431603224,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,87,ASML,-0.8908817736825156,1,F002,NONE,YES,-0.8908817736825156,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,88,PLTR,-0.9044070508003949,1,F002,NONE,YES,-0.9044070508003949,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,89,TSLA,-0.9147731774890032,1,F002,NONE,YES,-0.9147731774890032,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,90,NOW,-0.9251502444265892,1,F002,NONE,YES,-0.9251502444265892,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,91,TER,-0.9350731123632268,1,F002,NONE,YES,-0.9350731123632268,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,92,CRM,-0.9813988894202692,1,F002,NONE,YES,-0.9813988894202692,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,93,MDB,-1.0205905347724902,1,F002,NONE,YES,-1.0205905347724902,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,94,SNOW,-1.036338002254477,1,F002,NONE,YES,-1.036338002254477,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,95,SMCI,-1.0378570074765603,1,F002,NONE,YES,-1.0378570074765603,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,96,ACMR,-1.0427005313793525,1,F002,NONE,YES,-1.0427005313793525,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,97,ENTG,-1.051988069531167,1,F002,NONE,YES,-1.051988069531167,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,98,META,-1.0898219453481983,1,F002,NONE,YES,-1.0898219453481983,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,99,HUBB,-1.192317860760732,1,F002,NONE,YES,-1.192317860760732,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,100,CEG,-1.2068329041433143,1,F002,NONE,YES,-1.2068329041433143,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,101,FLR,-1.3891579508370415,1,F002,NONE,YES,-1.3891579508370415,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,102,ECL,-1.4017620056648623,1,F002,NONE,YES,-1.4017620056648623,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,103,APH,-1.441114620116357,1,F002,NONE,YES,-1.441114620116357,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
2026-05-19,V18.3A,104,VST,-1.465019824065206,1,F002,NONE,YES,-1.465019824065206,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,True,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-19,V18.3A,105,ACM,-1.6495521325092997,1,F002,NONE,YES,-1.6495521325092997,STRICT_CONFIRMED_V17_LOCKED_10_FALLBACK,False,False,False,False,OTHER,NO_OFFICIAL_CANDIDATE_FLAG
