version,status,official_decision_impact,promotion_action,shadow_only,selected_factors,shadow_name_count,generated_at
V18.3A,OK_FACTOR_SHADOW_DAILY_READY,NONE,NONE,YES,F002,105,2026-05-27 22:23:02
