shadow_date,version,shadow_rank,ticker,shadow_score,shadow_factor_count,shadow_factor_ids,official_decision_impact,shadow_only,F002,v17_source,official_actionable_buy,official_worth_review_locked,official_blocked_or_locked,official_raw_text_short,official_match_flag,shadow_top30_flag,compare_bucket,official_status_bucket
2026-05-13,V18.3A,11,CIEN,1.2458713231850904,1,F002,NONE,YES,1.2458713231850904,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,CIEN 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 577.1500244140625 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 577.1500244140625 1600000.0 OK_LATEST_AVAILABLE ACCEPT,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,12,MU,1.1604928584598666,1,F002,NONE,YES,1.1604928584598666,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,MU 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 766.5800170898438 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 766.5800170898438 73115800.0 OK_LATEST_AVAILABLE ACCEPT_,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,13,VECO,1.0792371426492526,1,F002,NONE,YES,1.0792371426492526,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,VECO 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 61.459999084472656 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 61.459999084472656 2380300.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DA,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,14,IRDM,1.0326226008088255,1,F002,NONE,YES,1.0326226008088255,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,IRDM 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 41.65999984741211 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 41.65999984741211 1797000.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,15,LITE,0.9249961173670448,1,F002,NONE,YES,0.9249961173670448,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,LITE 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 992.3699951171876 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 992.3699951171876 7523300.0 OK_LATEST_AVAILABLE ACCEPT,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,16,WDC,0.8612642101582555,1,F002,NONE,YES,0.8612642101582555,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,WDC 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 488.739990234375 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 488.739990234375 7738200.0 OK_LATEST_AVAILABLE ACCEPT_LA,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,17,COHR,0.8262013015569676,1,F002,NONE,YES,0.8262013015569676,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,COHR 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 374.010009765625 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 374.010009765625 5971400.0 OK_LATEST_AVAILABLE ACCEPT_L,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,18,ACLS,0.7974367758887755,1,F002,NONE,YES,0.7974367758887755,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,ACLS 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 161.63999938964844 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 161.63999938964844 750600.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DAT,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,19,ARM,0.6792513733129502,1,F002,NONE,YES,0.6792513733129502,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,True,True,ARM 2026-05-13 16:07:52 SECOND_STAGE_CANDIDATE TRUE TRUE TRUE TRUE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 207.9199981689453 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 207.9199981689453 7814400.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE ,True,True,SHADOW_TOP30_AND_OFFICIAL_REVIEW,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-13,V18.3A,20,CRDO,0.6212254560296001,1,F002,NONE,YES,0.6212254560296001,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,CRDO 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 198.57000732421875 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 198.57000732421875 6238500.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DA,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,21,SANM,0.5793731776852128,1,F002,NONE,YES,0.5793731776852128,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,SANM 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 235.83999633789065 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 235.83999633789065 831600.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DAT,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,22,COHU,0.5659219101544956,1,F002,NONE,YES,0.5659219101544956,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,COHU 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 49.31999969482422 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 49.31999969482422 971900.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE ,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,23,DDOG,0.5308899840241809,1,F002,NONE,YES,0.5308899840241809,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,DDOG 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 199.94000244140625 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 199.94000244140625 4793200.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DA,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,24,ALAB,0.4924606517976502,1,F002,NONE,YES,0.4924606517976502,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,ALAB 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 204.4199981689453 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 204.4199981689453 5047700.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,25,POWL,0.4914767811390743,1,F002,NONE,YES,0.4914767811390743,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,POWL 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 308.04998779296875 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 308.04998779296875 876400.0 OK_LATEST_AVAILABLE ACCEP,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,26,ICHR,0.4595263825073983,1,F002,NONE,YES,0.4595263825073983,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,ICHR 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 73.27999877929688 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 73.27999877929688 975500.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE ,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,27,VRT,0.457022897287123,1,F002,NONE,YES,0.457022897287123,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,VRT 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 367.1300048828125 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 367.1300048828125 6544200.0 OK_LATEST_AVAILABLE ACCEPT_,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,28,AMKR,0.4195589367661748,1,F002,NONE,YES,0.4195589367661748,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,AMKR 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 73.44999694824219 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 73.44999694824219 3410200.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,29,TQQQ,0.4175447168360219,1,F002,NONE,YES,0.4175447168360219,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,TQQQ 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 74.95999908447266 LEVERAGED_ETF_WATCH_ONLY NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 74.95999908447266 90008600.0 OK_L,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,30,KEYS,0.4167764660817046,1,F002,NONE,YES,0.4167764660817046,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,KEYS 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 361.6499938964844 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 361.6499938964844 1514100.0 OK_LATEST_AVAILABLE ACCEPT,False,True,SHADOW_TOP30_ONLY,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,31,NVT,0.3247049927670934,1,F002,NONE,YES,0.3247049927670934,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,NVT 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 170.74000549316406 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 170.74000549316406 1686200.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DAT,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,32,FIX,0.3198252314666386,1,F002,NONE,YES,0.3198252314666386,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,FIX 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 2016.31005859375 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 2016.31005859375 381500.0 OK_LATEST_AVAILABLE ACCEPT_LAT,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,33,QCOM,0.3116354264058552,1,F002,NONE,YES,0.3116354264058552,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,True,True,QCOM 2026-05-13 16:07:52 SECOND_STAGE_CANDIDATE TRUE TRUE TRUE TRUE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 210.3099975585937 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 210.3099975585937 38442500.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DAT,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-13,V18.3A,34,GLW,0.2733450087009338,1,F002,NONE,YES,0.2733450087009338,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,GLW 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 198.2400054931641 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 198.2400054931641 23030400.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,35,PWR,0.2103151953154877,1,F002,NONE,YES,0.2103151953154877,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,PWR 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 765.8099975585938 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 765.8099975585938 1343300.0 OK_LATEST_AVAILABLE ACCEPT_,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,36,SOXX,0.1967032570454344,1,F002,NONE,YES,0.1967032570454344,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,SOXX 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 515.989990234375 BENCHMARK_OR_CORE_ETF NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 515.989990234375 14540700.0 OK_LATEST,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,37,ON,0.1635273965667344,1,F002,NONE,YES,0.1635273965667344,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,ON 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 104.11000061035156 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 104.11000061035156 9852000.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,38,JBL,0.0135075099226672,1,F002,NONE,YES,0.0135075099226672,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,JBL 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 350.79998779296875 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 350.79998779296875 1435500.0 OK_LATEST_AVAILABLE ACCEP,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,39,SMH,0.0091722087786698,1,F002,NONE,YES,0.0091722087786698,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,SMH 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 561.25 BENCHMARK_OR_CORE_ETF NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 561.25 17632700.0 OK_LATEST_AVAILABLE ACCEPT_LAT,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,40,KLIC,-0.0001629221418403,1,F002,NONE,YES,-0.0001629221418403,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,KLIC 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 98.0 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 98.0 970000.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DATE 2026-05-12 OK PASS_BASIC_S,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,41,MPWR,-0.0107864782093957,1,F002,NONE,YES,-0.0107864782093957,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,MPWR 2026-05-13 16:07:52 CLASSIFIED_ONLY_NOT_MAIN_COMPUTE TRUE TRUE FALSE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 1599.52001953125 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 1599.52001953125 731800.0 OK_LATEST_AVAILABLE ACCEPT_LA,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
2026-05-13,V18.3A,42,FORM,-0.0185874935617173,1,F002,NONE,YES,-0.0185874935617173,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,True,True,FORM 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 132.02000427246094 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 132.02000427246094 4189800.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DA,True,False,OFFICIAL_REVIEW_NOT_SHADOW_TOP30,OFFICIAL_WORTH_REVIEW_LOCKED
2026-05-13,V18.3A,43,HPE,-0.0773409925998362,1,F002,NONE,YES,-0.0773409925998362,D:\us-tech-quant\outputs\v17\raw105_decision\v17_8A_raw105_full_decision_daily.csv,False,False,True,HPE 2026-05-13 16:07:52 MAIN_COMPUTE_UNIVERSE TRUE TRUE TRUE FALSE TRUE OK_EXISTING_LOCAL_PRICE 2026-05-12 30.209999084472656 NAN NAN OK_YFINANCE_LATEST_AVAILABLE 2026-05-12 30.209999084472656 11198000.0 OK_LATEST_AVAILABLE ACCEPT_LATEST_DA,False,False,OTHER,OFFICIAL_BLOCKED_OR_LOCKED
