snapshot_price_date,ticker,yf_ticker,baseline_close,technical_timing_score,technical_signal,bb_status,rsi_status,kdj_status,bb_percent_b,bb_bandwidth,signal_bb_squeeze,rsi_14,kdj_k,kdj_d,kdj_j,volume_ratio_5_20,overheat_penalty,pullback_timing_bonus,breakout_confirmation_bonus,technical_warning_label,vix_date,vix_close,vix_regime,signal_watch_positive,signal_pullback_watch,signal_overheat_old,signal_breakout_continuation,signal_exhaustion_risk,signal_overheat_unclassified,official_decision_impact,tracker_added_at,obs_price_date_1,obs_close_1,ret_fwd_1,completed_1,obs_price_date_3,obs_close_3,ret_fwd_3,completed_3,obs_price_date_5,obs_close_5,ret_fwd_5,completed_5,obs_price_date_10,obs_close_10,ret_fwd_10,completed_10,obs_price_date_20,obs_close_20,ret_fwd_20,completed_20
2026-05-15,AAPL,AAPL,300.23,15.0,TECH_TIMING_OVERHEAT_AVOID_CHASE,BB_NEAR_UPPER,RSI_EXTREME_OVERHEAT,KDJ_OVERHEAT,0.9019,0.1651,False,75.6616,90.1488,88.6528,93.1407,0.9535,35,0,0,BB_UPPER_CHASE_RISK;RSI_EXTREME_OVERHEAT;KDJ_OVERHEAT,2026-05-15,18.43,VIX_CAUTION,False,False,True,False,False,True,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACLS,ACLS,155.18,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.6466,0.3521,False,62.4642,65.6906,71.4656,54.1406,0.696,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACM,ACM,71.31,68.0,TECH_TIMING_WATCH_POSITIVE,BB_NEAR_LOWER,RSI_OVERSOLD,KDJ_NEUTRAL,0.072,0.2599,False,25.9517,19.3015,23.9306,10.0434,1.5726,0,14,4,NONE,2026-05-15,18.43,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ACMR,ACMR,63.67,54.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.8519,0.3936,False,66.9608,76.7882,75.0377,80.2891,1.6572,0,0,4,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AEHR,AEHR,99.5,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_NEUTRAL,0.7032,0.2841,True,59.978,73.1882,72.4946,74.5753,0.916,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ALAB,ALAB,232.68,35.0,TECH_TIMING_NEUTRAL,BB_ABOVE_UPPER,RSI_OVERHEAT,KDJ_NEUTRAL,1.0061,0.2834,False,70.0798,75.5975,65.7612,95.2702,0.9387,20,0,5,BB_UPPER_CHASE_RISK;RSI_OVERHEAT,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMAT,AMAT,436.62,54.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.8028,0.2024,False,61.7337,79.6272,77.3353,84.211,1.4615,0,0,4,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMD,AMD,424.1,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_STRONG,KDJ_NEUTRAL,0.7133,0.6608,False,67.2925,78.6462,84.57,66.7985,0.7325,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMKR,AMKR,70.35,58.0,TECH_TIMING_NEUTRAL,BB_LOWER_HALF,RSI_NEUTRAL,KDJ_NEUTRAL,0.2538,0.1536,True,53.013,40.9349,55.0025,12.7998,0.7001,0,8,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AMZN,AMZN,264.14,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_NEUTRAL,0.4874,0.1161,False,58.557,37.5206,52.2315,8.0988,0.8155,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ANET,ANET,141.97,64.0,TECH_TIMING_PULLBACK_WATCH,BB_LOWER_HALF,RSI_WEAK,KDJ_NEUTRAL,0.2009,0.3783,False,42.3196,18.535,20.5791,14.447,1.1902,0,14,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,True,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,APH,APH,125.0,76.0,TECH_TIMING_WATCH_POSITIVE,BB_LOWER_HALF,RSI_WEAK,KDJ_OVERSOLD,0.1417,0.2928,False,38.093,18.1842,15.9723,22.608,1.3967,0,22,4,NONE,2026-05-15,18.43,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ARM,ARM,209.16,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_DEAD_CROSS,0.5028,0.3023,False,54.8306,43.562,48.161,34.364,0.7838,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,ASML,ASML,1501.8101,40.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.5857,0.1845,False,52.3379,72.3357,77.0098,62.9874,1.058,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,AVGO,AVGO,425.19,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6588,0.1001,True,58.6371,62.7141,63.3774,61.3875,0.9492,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,BE,BE,275.95,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6017,0.4386,False,58.7906,64.4181,68.6114,56.0316,0.8997,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,BTDR,BTDR,13.35,44.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6555,0.3545,False,55.9396,57.9553,60.2276,53.4107,1.252,10,0,4,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CAMT,CAMT,168.35,68.0,TECH_TIMING_WATCH_POSITIVE,BB_NEAR_LOWER,RSI_WEAK,KDJ_NEUTRAL,0.0751,0.2497,False,42.8285,23.3892,36.988,-3.8084,1.7452,0,14,4,NONE,2026-05-15,18.43,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CARR,CARR,64.67,50.0,TECH_TIMING_NEUTRAL,BB_MID,RSI_NEUTRAL,KDJ_NEUTRAL,0.5293,0.1592,False,52.8014,38.9653,51.0047,14.8866,0.6735,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CEG,CEG,267.2,68.0,TECH_TIMING_WATCH_POSITIVE,BB_NEAR_LOWER,RSI_WEAK,KDJ_NEUTRAL,0.0242,0.2258,False,35.1831,14.979,29.9663,-14.9955,1.4848,0,14,4,NONE,2026-05-15,18.43,VIX_CAUTION,True,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CIEN,CIEN,554.46,40.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_HIGH_DEAD_CROSS,0.6416,0.262,False,57.6163,71.1963,77.3544,58.8801,0.8759,10,0,0,KDJ_HIGH_DEAD_CROSS,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
2026-05-15,CIFR,CIFR,20.33,50.0,TECH_TIMING_NEUTRAL,BB_UPPER_HALF,RSI_NEUTRAL,KDJ_NEUTRAL,0.6333,0.3572,False,55.7869,64.3256,63.9157,65.1454,0.9765,0,0,0,NONE,2026-05-15,18.43,VIX_CAUTION,False,False,False,False,False,False,NONE,2026-05-16 13:50:23,,,,False,,,,False,,,,False,,,,False,,,,False
